,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho,posterior_g1,posterior_g2,posterior_g3,posterior_g4
0,0.63253903,0.7813296,5.6039557,0.11120948,2.2565978,1.1815891,0.9189291,1.120077
1,0.4166441,1.0776299,3.925675,0.42240888,2.7011313,0.834132,1.0612403,1.2633785
2,0.567073,0.9960818,3.6009865,0.46978205,2.6477628,1.0295227,1.0283108,1.4207633
3,0.4846187,1.0127006,4.572705,0.40418085,2.5099955,0.9369863,1.0233768,1.1999044
4,0.3124008,1.0871919,4.5953507,0.26709178,2.4589798,0.9544891,1.0217884,1.1610696
5,0.62993896,0.8345525,7.5072017,0.19406688,2.3741875,0.8871081,0.9658799,1.0845958
6,0.5311707,0.98984414,4.190227,0.32669735,2.5252159,0.95398736,1.0802307,1.2476441
7,0.4855569,1.0303497,5.3934174,0.41516325,2.4437797,1.0372003,0.9647411,1.200281
8,0.44046617,1.036975,5.4620624,0.49257138,2.576164,0.9617487,0.9774779,1.1718756
9,0.47026122,1.0208828,4.727464,0.3857371,2.7902951,0.72529817,0.8482417,1.1120741
10,0.58202225,0.8627526,6.8994985,0.20067857,2.2661111,1.0026196,1.0025946,1.2524667
11,0.5958943,0.86203843,6.5634565,0.15512231,2.2642224,0.92046946,1.0365714,1.1528631
12,0.5588002,0.8796796,7.252821,0.22839792,2.4150362,1.010694,0.942886,1.0388895
13,0.2933244,1.1344724,2.9811332,0.7095875,2.8764985,1.1061602,0.9736871,1.0374163
14,0.5076175,1.0435525,5.7666774,0.39067382,2.6790679,0.94137865,1.0109093,1.033918
15,0.2617908,1.0498154,4.3971424,0.27705503,2.2080047,0.95651776,0.98344535,1.0440812
16,0.49870268,1.008918,5.2810025,0.4967918,2.5835419,1.014596,0.8928365,1.0234271
17,0.54489446,0.89299303,6.6639433,0.24299198,2.3544817,0.89958876,1.0206345,1.1874038
18,0.37181956,1.0769734,4.9288106,0.4043421,2.634869,1.0548348,0.9771176,1.1127297
19,0.4589857,0.97796786,5.0849533,0.30298284,2.4846342,0.8895659,0.9430139,1.1223186
20,0.3498534,1.1112376,3.8779893,0.5060817,2.7666996,0.86839116,1.0066359,1.0649331
21,0.52327746,0.9426406,6.5116196,0.37148044,2.5409763,0.8193462,0.9841508,1.0283
22,0.46594548,1.047078,5.640083,0.5860019,2.6056507,0.8997022,0.900989,1.1349581
23,0.50734746,1.1486125,2.5874,0.8558514,3.3421328,0.7520688,0.8836415,1.2242116
24,0.47824174,1.0186068,4.4678903,0.46421286,2.7563093,0.6500101,0.8608644,1.20407
25,0.30908102,1.1009434,4.440762,0.27130428,2.5884788,1.0786389,0.8592039,0.90466994
26,0.39989594,1.104828,4.8728724,0.43762296,2.7722795,1.0601877,0.8371014,0.96608603
27,0.3525343,1.0925988,3.6366675,0.4411999,2.9032047,0.97321004,1.0112766,0.8070059
28,0.5888841,0.85068077,7.247892,0.16966094,2.4600801,1.0311488,0.90736413,0.89412266
29,0.6670576,0.75308716,6.459386,0.16425815,2.355894,0.8763444,1.0007191,1.062665
30,-0.11834563,1.099602,3.8930116,0.43097654,2.2587388,0.87820643,0.8017761,1.1140615
31,0.41684592,0.9855267,6.036861,0.2779334,2.4844227,1.0765015,0.9029445,0.92825
32,0.5467593,0.9417165,5.451298,0.3871909,2.4148595,1.0511928,0.99024856,1.092072
33,0.5077243,0.98792654,5.1543565,0.34305486,2.5573604,1.0357674,0.94218105,1.031795
34,0.66289896,0.7905128,6.4554873,0.15944238,2.2790565,1.1120019,0.93365514,1.1168066
35,0.47427398,1.0275722,4.0397058,0.6297833,2.749874,0.95899445,0.8999127,1.1564362
36,0.54662794,0.9687906,4.094486,0.34178218,2.5634425,1.0546265,0.91826564,0.96011084
37,0.56229186,0.981421,2.930917,0.6916475,3.0236871,0.9716711,0.95196974,0.88484395
38,0.5182564,1.0220011,3.279494,0.6067683,3.0422173,0.8120016,0.99932593,0.89304686
39,0.46622878,1.0182068,3.7175145,0.65904033,2.8674662,1.0398529,0.9206617,0.8168616
40,0.45886356,1.0077293,5.1293983,0.4460459,2.7503324,0.75802124,0.8768984,0.9595877
41,0.44460353,1.0389514,4.537,0.34979883,2.7129445,0.92920226,0.9162194,0.8371082
42,0.56077516,0.959754,3.85598,0.3923959,2.8053107,1.0965639,0.9878459,1.0573657
43,0.3832669,1.0580899,3.7479415,0.44229412,2.8799484,0.90171355,0.86121583,1.0283221
44,0.37521765,1.0770056,4.793676,0.3863239,2.7678542,0.87771803,0.87255627,0.93733686
45,0.6152279,0.8408721,8.027975,0.14611267,2.1614153,1.0786844,1.05189,1.2995144
46,0.53535485,0.86222625,5.6038995,0.12834157,2.451277,1.040832,0.87276995,0.86422545
47,0.51839495,0.943018,8.528215,0.27003118,2.533802,0.7983672,0.8525207,1.0483234
48,0.46531463,1.0497575,5.0842905,0.612478,2.8093147,1.011227,0.7797673,0.9820724
49,0.51775,1.0062333,3.427813,0.43958482,2.5727172,1.0847311,1.0114894,1.3441545
50,0.57939994,0.948338,3.872,0.34315223,2.6191504,1.0210831,0.9905746,1.185385
51,0.4483156,1.0457157,5.100679,0.48350817,2.6703665,0.9632406,0.9360513,1.0254014
52,0.4949685,1.0803243,2.6500163,0.7283593,3.1127877,0.7225421,0.95835716,1.2003796
53,0.47695777,1.1565403,2.3346558,0.90431905,3.2000751,1.0224446,0.92792404,1.1045979
54,0.08940054,1.1706932,4.6141415,0.31154788,1.9718685,1.0250953,0.9659372,1.4469464
55,0.6727268,0.7727099,5.676167,0.1171124,2.2203872,1.0198753,0.94621617,1.22213
56,0.45852208,1.0488985,4.014048,0.5342157,2.8728526,0.9968821,0.76969546,1.0787253
57,0.59052205,0.9522092,3.430626,0.4733882,3.1379116,0.78331923,0.8305442,0.90930486
