,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.044930338859558105,0.0007391393929719925,0.28472224697470666
posterior_sigma,0.03215897083282471,0.0009211017191410064,0.3805270984768867
posterior_beta3,0.45652008056640625,0.009868372082710266,4.089246612787246
posterior_rho,0.04577380418777466,0.0014816001057624817,0.5886676929891109
posterior_g1,0.10370715766741911,0.0022060346603393556,0.8666721820831298
posterior_g2,0.0641481876373291,0.0009573546797037125,0.374353951215744
posterior_g3,0.06968486309051514,0.0008062423765659333,0.3185632824897766
posterior_g4,0.1119077205657959,0.0011346369981765747,0.4445157542824745
