,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.11149618029594421,0.0014037254452705383,0.41909610927104946
posterior_sigma,0.03354907035827637,0.0006807948648929596,0.24530637562274926
posterior_beta3,0.0049686431884765625,0.014666036367416382,5.7534184634685515
posterior_rho,0.03153452277183533,0.0018815024197101594,0.720021891593933
posterior_g1,0.10320314079119841,0.0022149311006069185,0.864286947250366
posterior_g2,0.010458588600158691,0.0009097640216350556,0.35372904986143117
posterior_g3,0.10381555557250977,0.0009286988526582718,0.3655211597681046
posterior_g4,0.0012166500091552734,0.0011597535014152528,0.45158951282501203
