,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.040939271450042725,0.0011819743365049362,0.4157090246677398
posterior_sigma,0.05435895919799805,0.0013866192102432251,0.5011478245258332
posterior_beta3,0.4262962341308594,0.01276857852935791,5.132407605648041
posterior_rho,0.20007646083831787,0.00152506947517395,0.5422428838908672
posterior_g1,0.15101727157427947,0.002031046450138092,0.7976224184036256
posterior_g2,0.02503669261932373,0.0008535159379243851,0.3346559584140778
posterior_g3,0.12809538841247559,0.0007801837474107743,0.3075043499469756
posterior_g4,0.09265255928039551,0.0011443696916103364,0.45020363479852676
