,posterior_g1,posterior_g2,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.1069968,0.08706552,0.44162923,0.1706407368183136,2.244361639022827,1.0841057
1,2.1656413,0.029008452,0.66240484,0.15021005272865295,2.214992046356201,1.1275373
2,1.9017862,0.0766473,0.8124648,0.11166909337043762,3.003343343734741,1.0827744
3,2.125449,0.059444644,0.7258417,0.16105569899082184,2.4410362243652344,1.1165897
4,1.8821435,0.13095532,0.4754815,0.16605202853679657,2.862497329711914,1.0963095
5,2.0782335,0.038873486,0.75052226,0.12861748039722443,2.4319067001342773,1.1165237
6,1.9902691,0.093375236,0.58512855,0.15891192853450775,2.760676622390747,0.9722432
7,1.8270158,0.122113355,0.8084423,0.1112871915102005,3.033107280731201,1.0482765
8,2.08068,0.07659075,0.7163467,0.13682988286018372,2.593240737915039,0.95718116
9,2.0197983,0.18281408,0.5252485,0.10621453076601028,2.5084638595581055,0.9679348
10,2.1173325,0.055643834,0.34929073,0.1977001577615738,2.2377734184265137,1.1150072
11,1.8474385,0.11489667,0.8107301,0.11745921522378922,2.8918139934539795,1.1147305
12,2.0861077,0.0480093,0.5542182,0.14841175079345703,2.611870288848877,1.0442226
13,1.9300243,0.072724886,0.656369,0.16503019630908966,2.787679672241211,1.1110443
14,2.0294466,0.085676,0.5865187,0.18322470784187317,2.6226325035095215,1.1135991
15,2.0161898,0.09150727,0.53069586,0.17417386174201965,2.700000286102295,1.074475
16,1.9948548,0.111323126,0.665157,0.16274352371692657,2.8119194507598877,1.088801
17,2.092519,0.092409246,0.6296757,0.1668543666601181,2.4404897689819336,0.9845939
18,1.9001673,0.10485878,0.5785767,0.15647995471954346,2.657679796218872,1.0739088
19,1.9062856,0.08064749,0.792109,0.11840550601482391,2.756500720977783,1.1052917
20,2.0717642,0.06831802,0.56506497,0.16453145444393158,2.458754777908325,1.0735284
21,1.9250004,0.036005244,0.8340006,0.10842397063970566,3.0340182781219482,1.0067843
