,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.01614987850189209,0.0009495560079813004,0.3713257580995559
posterior_sigma,0.009615123271942139,0.0012107875198125839,0.46874980479478845
posterior_beta3,0.24588537216186523,0.006728566288948059,2.787909311056136
posterior_rho,0.03957468271255493,0.001865731179714203,0.6808951072394848
posterior_g1,0.22474869399859587,0.0022474566102027894,0.8915594577789303
posterior_g2,0.04487133026123047,0.0008937877416610718,0.35386742949485783
posterior_g3,0.09007030725479126,0.0007961653918027877,0.31010490655899037
posterior_g4,0.02401602268218994,0.0012317966669797898,0.48299176394939414
