,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,1.4587659,0.65454054,-0.036286917,1.7237197,0.6672257,-0.332778,-1.2544638,0.7066730260848999,0.2525029182434082,2.2495224475860596,0.831724
1,2.2514367,-0.12390185,1.5849116,0.7862773,-0.029699387,-1.9320074,-0.49391437,0.49162113666534424,0.24156376719474792,2.5692405700683594,1.0437999
2,-0.5977063,2.9353542,0.11209895,-1.1245894,2.9481099,-0.11109254,1.347708,0.7122431397438049,0.14732521772384644,2.298088788986206,0.9044141
3,1.2925324,0.94584596,2.232242,0.84846115,0.96468693,-2.3593185,-0.4718301,-0.6187326908111572,0.14367014169692993,2.0223886966705322,1.0898591
4,2.031296,0.33892643,1.5899893,-1.8002234,0.29538032,-1.4790602,2.114491,0.9085479378700256,0.16875404119491577,2.2663395404815674,0.86821204
5,0.24382137,1.8190646,-0.6896302,2.2202766,1.8622508,0.22789729,-1.826749,0.7280072569847107,0.33774253726005554,2.4386303424835205,0.9226002
6,1.510981,0.62158096,2.989515,1.1418117,0.6302853,-3.389475,-0.53266853,0.5469816327095032,0.24963586032390594,2.3267157077789307,1.0417418
7,2.7419364,-0.6058126,-1.7344558,1.2479837,-0.64333963,1.4113445,-0.9000685,0.5545186400413513,0.26794248819351196,2.5295450687408447,1.0661678
8,2.6906264,-0.57702625,-0.25816306,-0.59242547,-0.44382066,0.19342457,0.8940445,0.7856863141059875,0.1414884626865387,2.4279394149780273,0.99664825
9,-0.38600567,2.8666682,0.22764492,0.8016348,2.8783603,-0.7074644,-0.43723628,-0.7576144337654114,0.15772807598114014,2.009333372116089,1.0581475
10,3.6169689,-1.4452218,1.7976669,-0.6772683,-1.2571297,-1.654676,1.0627471,0.7260706424713135,0.04404498264193535,2.0146560668945312,0.9449578
11,3.6350102,-1.4634031,-0.6578714,2.028744,-1.5605717,0.3033268,-1.6800276,0.7678431272506714,0.2653850317001343,2.2443647384643555,0.85050786
12,1.4771138,0.80937415,-0.011109427,-1.6083618,0.9323039,0.048055742,1.9892467,0.9107981324195862,0.10911223292350769,2.3225820064544678,0.72901326
13,-0.15674359,2.600572,1.2209263,-3.8442798,2.7793467,-0.789262,3.7912772,0.985005259513855,0.01965058594942093,2.6020514965057373,0.31059268
14,1.1604751,1.0517325,-1.8629241,0.51520115,1.0751135,1.7574224,-0.23100428,0.10114668309688568,0.19281622767448425,2.084482431411743,1.1332918
15,0.8547778,1.335911,1.1272763,1.1003516,1.4091276,-1.1860576,-0.6819085,0.8367160558700562,0.023310186341404915,2.0,0.92062503
