,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.08280420303344727,0.0008812372386455536,0.34332264959812164
posterior_sigma,0.03684067726135254,0.00072829470038414,0.30811403542757043
posterior_beta3,0.2078990936279297,0.015331358909606933,6.292075711488724
posterior_rho,0.016616523265838623,0.0021118225157260896,0.7622639700770378
posterior_g1,0.10513075500323454,0.0022173967957496645,0.8524933695793147
posterior_g2,0.01353907585144043,0.0009200873970985412,0.3590021297335624
posterior_g3,0.1031913161277771,0.0009320653229951859,0.3669479817152024
posterior_g4,0.002017974853515625,0.00115863636136055,0.4530038237571715
