,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.015497803688049316,0.0009522757679224014,0.3679533988237381
posterior_sigma,0.009212195873260498,0.0012163301557302475,0.46972216963768
posterior_beta3,0.25376176834106445,0.006743499636650085,2.797363269329071
posterior_rho,0.04193270206451416,0.0018856139481067658,0.691767942160368
posterior_g1,0.22457345634295622,0.0022621850669384005,0.8909048080444331
posterior_g2,0.04388689994812012,0.0008784016966819763,0.34119147509336467
posterior_g3,0.08869743347167969,0.0007941558212041854,0.3101432636380197
posterior_g4,0.02568340301513672,0.0012274301052093506,0.4860319957137107
