,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho,posterior_g1,posterior_g2,posterior_g3,posterior_g4
0,0.6322086,0.79325354,4.814022541046143,0.4981523,2.5874119,0.9853593,0.9346845,1.0589347
1,0.73898613,0.7745919,5.4958109855651855,0.42627314,2.8004005,0.9299309,1.0186523,0.9726499
2,0.76942575,0.8151476,6.497305393218994,0.3787639,2.5399778,0.98816144,0.9246208,0.9940992
3,0.7674568,0.80761415,4.87469482421875,0.4905918,2.389957,0.97287434,0.95269233,1.1306787
4,0.8231227,0.83235687,8.374920845031738,0.3435957,2.640812,0.83798116,0.94482344,0.96926033
5,0.7742182,0.81525254,6.3878912925720215,0.47009966,2.6154866,0.8314481,0.98224294,1.0443033
6,0.6626392,0.7729954,3.559309959411621,0.6721617,2.9506898,0.86613095,1.0693861,0.986761
7,0.73287237,0.771375,4.418122291564941,0.4332984,3.0123088,0.9240286,0.832614,1.0589409
8,0.64213026,0.8087279,4.377274990081787,0.8644,2.5687587,0.85304695,0.98031956,0.95420635
9,0.74379194,0.7885849,6.311334133148193,0.35219195,2.5843904,1.105694,0.9163557,1.026442
10,0.7064458,0.7936128,6.043436050415039,0.44981045,2.689778,0.9310567,0.8107367,1.0168504
11,0.68174165,0.79937935,5.786022663116455,0.43406707,2.3447616,0.9911524,1.0008085,0.9614739
12,0.589479,0.8364869,4.006034851074219,0.8714843,2.5616782,0.84391016,0.93237835,0.9349891
13,0.7502141,0.7961374,5.6041412353515625,0.5102812,2.4102228,1.0062319,1.0642862,0.97217315
14,0.7299726,0.77873373,4.955498218536377,0.43242335,2.252653,1.0552405,1.0012342,0.97768474
15,0.67417103,0.78445166,4.6186370849609375,0.6623315,2.5568323,0.99429333,0.99693054,1.0651394
16,0.6645175,0.8271675,4.880028247833252,0.46290088,2.4916496,0.8000496,0.9393087,0.93264335
17,0.71022373,0.7803469,5.1336212158203125,0.4196733,2.9682689,0.81306475,0.7103326,0.9728963
18,0.6401195,0.76392674,4.110337734222412,0.70138484,2.9805756,0.9613084,0.9122984,0.99536675
19,0.79010135,0.7824953,6.2681884765625,0.37025774,2.840672,0.88497,0.9024339,1.027573
20,0.729895,0.82114613,5.858138084411621,0.39621234,2.5578275,0.87175876,1.003151,0.9921604
21,0.76958257,0.7721723,6.094884395599365,0.23403381,2.6552966,0.95497566,0.99830675,1.107254
22,0.7863715,0.7931932,4.98496150970459,0.5400648,2.677578,0.84534925,0.9413391,1.0824096
23,0.726222,0.81840414,6.432618618011475,0.2178255,2.5051856,0.88010424,0.86086404,0.92368007
24,0.7866679,0.7449492,2.5004682540893555,0.8986441,3.3032272,0.8577903,0.98819155,0.8377247
25,0.7044121,0.7505521,3.998182773590088,0.7165556,2.9676275,0.919034,0.95320237,0.98274416
26,0.9054593,0.8223701,7.915525913238525,0.24339974,2.623281,0.90892833,0.90437067,0.96228313
27,0.71894073,0.78977644,5.245046138763428,0.47212765,2.8449383,0.8120722,0.88155043,1.0483301
28,0.686929,0.79445446,3.937668800354004,0.78484875,2.7861679,1.0348302,1.011011,0.9595019
29,0.65935105,0.8173257,5.2237019538879395,0.72119296,2.5976133,0.84556216,1.0581555,0.97814226
30,0.6804315,0.7552325,4.360592365264893,0.59211063,2.9403665,0.89590776,0.9173352,0.9048031
31,0.5555101,0.7877374,3.248323678970337,0.83481354,3.0713313,0.94955266,0.8897759,0.83339715
32,0.562512,0.798126,4.86031436920166,0.4601705,2.6682913,0.8748355,0.9029599,1.1177721
33,0.7615643,0.7893175,6.349305629730225,0.36727366,2.763679,0.96467066,0.9467506,1.0296799
34,0.7235538,0.7812046,4.6261820793151855,0.5345516,2.854512,0.8177114,0.9012351,1.031123
35,0.59639126,0.7985789,4.894888401031494,0.67296004,2.4521332,1.0177438,1.0358698,0.9740627
36,0.7240441,0.81253994,6.110530853271484,0.47936103,2.6988223,1.0359768,0.90003484,0.9139048
37,0.7665248,0.8032006,6.066285610198975,0.2418738,2.7785606,0.86363417,0.95257866,1.1074355
38,0.72665966,0.8185668,5.557444095611572,0.44311562,2.5727496,0.9706438,0.85275763,0.94545317
39,0.7483535,0.79755336,5.017218112945557,0.61199707,2.7324715,0.9374321,0.8467175,0.95781034
40,0.6528781,0.8093261,4.352039337158203,0.707817,2.7646012,0.87740946,0.94976145,0.99166495
41,0.71765095,0.78508794,3.494109869003296,0.72490466,3.0759,0.9615811,0.95309484,0.87585783
42,0.8521462,0.8565197,4.594794273376465,0.7744709,2.4748394,0.82884747,1.058861,1.0866388
43,0.56838673,0.81355053,5.030882358551025,0.7260778,2.7221284,0.9499859,0.99763876,0.9689174
44,0.7644654,0.81358194,6.912553787231445,0.2545146,2.5854447,0.92396986,0.8938626,0.9686379
45,0.6137051,0.7687372,5.6844096183776855,0.37393218,2.9098577,0.9070631,1.1058322,0.9322749
46,0.5959886,0.78599787,5.08128023147583,0.6178309,2.7838662,0.8875222,0.92288184,0.90686035
47,0.73152393,0.7999195,4.983002662658691,0.5085936,2.5466712,1.0830877,1.0811763,0.9406659
48,0.7954605,0.7941222,5.31502103805542,0.5410316,2.8152359,0.9522287,0.8657837,0.9962522
49,0.77367765,0.7868194,4.426178932189941,0.64666545,2.9459615,0.99721545,1.1081662,0.96193355
50,0.57793087,0.78628916,3.8693349361419678,0.991061,2.6752586,0.9536455,1.022023,0.98104286
51,0.69216406,0.78289664,5.442750453948975,0.48215398,2.7400062,0.89903075,0.89858055,1.0330199
52,0.61202294,0.7957908,4.3828229904174805,0.8062562,2.7328603,0.8850579,0.9890761,1.0393615
53,0.6620902,0.7582539,3.9156062602996826,0.6856089,3.0667756,0.90022767,0.95891374,0.9821637
54,0.60854065,0.83712393,3.506096124649048,0.67740196,2.5520017,0.8959598,0.8759527,0.8500641
55,0.6212678,0.8213513,4.867551803588867,0.4007032,2.498759,0.97176343,0.73044395,0.9796481
56,0.6868223,0.8195384,3.9280850887298584,0.88232917,2.62506,0.89223826,0.9970132,0.99689794
57,0.51120216,0.80029005,3.456296682357788,0.8686271,2.874561,0.9912007,0.94749856,0.87776864
58,0.72957695,0.8017483,3.7955660820007324,0.80455244,2.4019663,0.859245,1.0948861,1.1047248
59,0.659168,0.80609226,4.186753273010254,0.7975236,2.7791355,1.0068605,0.99555445,0.9422566
60,0.81186247,0.79766077,5.513646125793457,0.36045277,2.8213933,0.7724173,0.93107533,1.0302463
61,0.72188914,0.7544259,5.563808917999268,0.34579593,2.6747417,0.9682374,1.0314748,1.0315434
62,0.73213345,0.76653576,5.8440022468566895,0.36005542,2.8151,0.90850985,0.9385562,1.0392404
63,0.53761387,0.84478337,3.4384593963623047,0.74937713,2.654847,0.8005995,0.81882805,0.8821006
64,0.72600365,0.77737784,5.43089485168457,0.50262254,2.8124418,0.8570191,1.0393177,1.053045
65,0.6889984,0.80463713,4.8831467628479,0.6303336,2.7104058,0.85855836,1.0318379,0.98014426
66,0.7494537,0.81301194,6.053728103637695,0.41377488,2.5333383,0.9544095,0.93314755,0.92164075
67,0.7702801,0.8187932,4.657702445983887,0.609965,2.7657177,0.85203,0.8962204,0.95253634
68,0.6236148,0.78269124,4.627696514129639,0.5103084,2.915428,0.97420204,0.85508496,0.9852896
69,0.7117949,0.79531956,3.065425395965576,0.88216376,3.1024451,0.9481625,0.78986967,0.99492115
70,0.73921835,0.81264,5.922210693359375,0.40122736,2.675531,0.8838726,0.91595495,0.9441949
71,0.64554125,0.80952036,5.161102771759033,0.554562,2.8345456,0.90039575,0.83567196,1.1437237
72,0.76743907,0.7975386,6.141633987426758,0.3442436,2.8091323,0.7866003,0.9715558,0.87312585
73,0.74399143,0.7822691,5.423577308654785,0.43187025,2.5445535,1.0141209,0.8534511,0.9585036
74,0.73780626,0.78166384,5.875644683837891,0.40440968,2.6407428,1.0095419,0.9928846,1.0184635
75,0.85576695,0.78963345,6.061755657196045,0.41863635,2.8842974,0.9940016,0.918556,0.9839049
76,0.61878586,0.79460526,3.8431215286254883,0.83622456,2.930578,0.8431815,1.0400907,0.93348706
77,0.68736005,0.839465,4.988736152648926,0.84171575,2.4813476,0.8534878,0.9722044,1.0741708
78,0.6003193,0.8299762,4.8189873695373535,0.5569497,2.3934276,0.9589923,0.8611157,0.9493912
79,0.8189252,0.7574559,6.482168674468994,0.2925016,2.2057242,1.0083679,1.0389715,0.86560154
80,0.7732898,0.7892102,5.7787675857543945,0.37122327,2.6889277,0.8575894,1.0072924,0.9705597
81,0.61086893,0.7773623,5.027193069458008,0.46049735,2.7805052,0.9024572,0.94961244,1.0184819
82,0.8681981,0.69628626,6.499054908752441,0.19355701,2.1027253,0.84423864,0.924719,1.1006274
83,0.7381524,0.8308844,4.740510940551758,0.86613435,2.4564786,0.8614484,0.99047893,1.0737376
84,0.68688196,0.81245685,4.9422383308410645,0.6602769,2.6859744,0.89148086,1.0263188,0.8520667
85,0.65743357,0.81102705,5.46403694152832,0.6913024,2.558055,0.9296992,1.0438815,0.9652551
86,0.78215283,0.82537115,4.5147480964660645,0.629066,2.5152328,0.8326559,1.0263624,0.9299636
87,0.76784277,0.8449185,5.704200744628906,0.48682332,2.659061,0.7915681,0.94595313,0.8339714
88,0.75825727,0.8432493,6.568841934204102,0.41692603,2.524639,0.94619584,1.0185179,0.92266005
89,0.79997396,0.822646,9.46725082397461,0.2562484,2.4891453,0.93207127,0.9882919,1.0473781
90,0.80591357,0.81952685,4.315462112426758,0.6855326,2.397492,1.0089885,1.0666766,1.0101756
91,0.80349696,0.75064677,8.122542381286621,0.3008154,2.747576,0.9611993,0.88285965,0.9186514
92,0.6616799,0.7647692,3.436384439468384,0.79391336,2.9442205,0.7655737,0.9626977,1.1587769
93,0.7639965,0.7740707,5.066793918609619,0.44544762,2.7721546,0.9358625,1.03062,0.9872737
94,0.57668996,0.80357987,5.318700790405273,0.47616202,2.8411496,0.8352773,0.9162717,1.0720654
95,0.7228051,0.778915,9.25423812866211,0.23378417,2.722271,0.87758625,1.0143077,0.936875
96,0.7416574,0.8633386,5.493877410888672,0.72803646,2.5390966,0.8731704,1.0485171,0.9736923
97,0.7464021,0.84203553,6.537549018859863,0.34286803,2.683722,0.8991512,0.85092074,0.82137156
98,0.5891865,0.81440645,3.6478500366210938,0.8867676,2.3072426,1.1581067,0.9045957,0.94534564
99,0.5890065,0.80091256,4.240149974822998,0.61054087,2.8206725,1.0250118,0.7636579,0.97423464
100,0.6975043,0.7804748,4.420662879943848,0.57360035,2.835353,1.0207151,0.99588394,0.9407525
101,0.65350544,0.81113136,4.026107311248779,0.86864513,2.6681507,0.99234885,1.0762886,0.93954355
102,0.7607887,0.77552813,4.711239814758301,0.6643864,2.9537284,0.8514941,0.8898252,1.0516452
103,0.5163193,0.78841966,3.6048505306243896,0.8941895,2.2592444,1.1303501,0.9746733,0.9746028
104,0.5055433,0.80455923,3.148247718811035,0.85526806,2.2745993,1.003181,0.99564165,1.0333179
