,posterior_g1,posterior_g2,posterior_g3,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.093581,0.13097328,-0.041707583,0.6278678178787231,0.1490115225315094,2.467288017272949,1.0564667
1,2.1772933,0.0238667,0.038372286,-0.22501537203788757,0.13090109825134277,2.1695008277893066,1.0764276
2,2.2420058,0.011321449,0.044147797,0.003346423152834177,0.17001008987426758,2.1029083728790283,1.1154473
3,2.0903854,0.03262156,0.030419169,0.5206899046897888,0.18004277348518372,2.4604873657226562,1.0839741
4,2.1295385,0.088360764,-0.01082933,0.517888605594635,0.20778095722198486,2.3440256118774414,1.0388714
5,2.1672802,0.12216262,-0.041267566,0.09832873940467834,0.229017436504364,2.2517850399017334,1.1098475
6,1.9620755,0.104620524,0.0544038,0.7843722105026245,0.08521770685911179,2.49503755569458,0.8686779
7,2.1638992,0.047198985,-0.03228493,0.005613307468593121,0.21841610968112946,2.3635597229003906,1.0496318
8,2.028212,0.10732336,0.016609408,0.4061969816684723,0.18682022392749786,2.739557981491089,1.0333153
9,1.9130807,0.069413915,0.04612523,0.749059796333313,0.12073156237602234,2.8489651679992676,1.0976641
10,2.040177,0.10103177,0.020038405,0.5833464860916138,0.16660453379154205,2.4604501724243164,1.0569613
11,2.104776,0.12607901,0.015882373,0.8308093547821045,0.08865275233983994,2.2244558334350586,1.1054618
12,2.2040067,0.123220205,0.022281354,0.22994554042816162,0.16192926466464996,2.191532611846924,1.1196592
13,2.1624227,0.046480715,0.06480911,0.8501687049865723,0.09266720712184906,2.260627508163452,1.0610796
14,2.16844,0.036346518,-0.0068689645,0.12202165275812149,0.22872638702392578,2.381249189376831,1.1299179
15,2.1644468,0.0834109,0.011739017,0.400199830532074,0.1612367331981659,2.358757734298706,1.0596168
16,2.2012913,0.049780816,0.026700117,0.15284894406795502,0.20676611363887787,2.3181216716766357,1.0750047
17,2.2188714,0.067845605,0.040864095,-0.7734144926071167,0.09098100662231445,2.04611873626709,1.1289068
18,2.2188332,0.057448033,-0.005853774,-0.4026927649974823,0.18172788619995117,2.31315279006958,1.0342016
19,2.0654373,0.08075119,0.010237059,0.780393660068512,0.14259874820709229,2.4658401012420654,1.0814723
