,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.04324859380722046,0.0009113990515470505,0.36658691093325607
posterior_sigma,0.005930900573730469,0.0006544554233551026,0.27550082057714453
posterior_beta3,0.6158180236816406,0.010246050357818604,4.086067193746566
posterior_rho,0.07001399993896484,0.0019461725652217864,0.7158788420259949
posterior_g1,0.11509689002825896,0.0022915560007095337,0.8930270373821254
posterior_g2,0.011806607246398926,0.0009953130781650543,0.38949759900569914
posterior_g3,0.062243640422821045,0.000978756695985794,0.3804369568824767
posterior_g4,0.10011696815490723,0.0013264524936676026,0.516953183710575
