,Absolute Bias,Standard Error,95% CI Length
posterior_beta2,0.011478710174560591,0.000621560886502266,0.28787252455949786
posterior_beta1,0.008246409893035933,0.00014698754996061324,0.06097928583621981
posterior_beta3,0.571131706237793,0.01128209114074707,4.458492255210876
posterior_rho,0.12843304872512817,0.0017047418653964995,0.6858156390488147
posterior_g1,0.05589429229901155,0.002240137606859207,0.8857874572277069
posterior_g2,0.013699054718017578,0.0007728827744722367,0.3059269949793815
posterior_g3,0.02250683307647705,0.0006916885823011398,0.2679247483611107
posterior_g4,0.0026715993881225586,0.0008576247841119766,0.33938207924366004
