,posterior_g1,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,1.9731698,0.75283426,0.14897295832633972,2.9099972248077393,1.1073828
1,2.094108,0.7106671,0.1384095549583435,2.455397129058838,1.0241139
2,1.8195599,0.81300825,0.1510748416185379,3.2629594802856445,1.1196831
3,2.0361078,0.7071717,0.151707723736763,2.557203769683838,1.1171862
4,2.1361802,0.74473333,0.14402300119400024,2.615683078765869,1.0236388
5,1.9306549,0.7723955,0.12612637877464294,3.0458567142486572,0.9538724
6,1.8707465,0.6778543,0.1709178388118744,3.2046024799346924,1.1063025
7,2.0822563,0.7186453,0.14266648888587952,2.4764161109924316,1.112896
8,1.939559,0.7743356,0.1462862342596054,2.880253314971924,1.0439199
9,1.8674847,0.7480642,0.16280554234981537,3.2001101970672607,1.1115546
10,1.8908614,0.7873983,0.13974052667617798,3.2837228775024414,1.095249
11,1.9657549,0.7694357,0.1458471566438675,2.9494781494140625,1.0867604
12,2.0552115,0.8150959,0.12220865488052368,2.5598394870758057,1.0848951
13,1.8751007,0.7724987,0.14539659023284912,3.1679723262786865,1.098331
14,2.0829175,0.5310223,0.15834221243858337,2.664947986602783,1.0470685
15,2.016982,0.23787445,0.1983623206615448,2.820725202560425,1.0551467
16,1.8731313,0.8060102,0.1322951763868332,3.1140377521514893,1.089134
17,1.8836355,0.71311855,0.14513255655765533,3.0837152004241943,1.1189927
18,1.9639564,0.71472526,0.15135300159454346,2.9249019622802734,1.0836331
19,2.0489786,0.7270744,0.13314074277877808,2.807307481765747,1.0047407
20,2.0213385,0.7500379,0.156501904129982,2.723336935043335,1.0626198
21,2.0689616,0.67177284,0.13527514040470123,2.6837949752807617,1.0422843
22,2.0804098,0.4847158,0.2029339075088501,2.734419107437134,1.0911868
23,1.9328654,0.78527486,0.1320687234401703,3.130750894546509,1.0761242
24,1.7880955,0.88174665,0.12462174892425537,3.466567277908325,1.0859761
25,1.9464593,0.66407216,0.1486063152551651,2.917874574661255,1.0117551
26,1.9783199,0.79505855,0.13202737271785736,2.854992151260376,1.0646372
27,2.117635,0.72628057,0.14049120247364044,2.221796989440918,0.947482
28,2.0930097,0.7873267,0.13006174564361572,2.6575801372528076,1.0465627
29,2.0995443,0.6317402,0.15661276876926422,2.602485418319702,1.0453799
30,1.998393,-0.51750356,0.17272858321666718,2.852658748626709,1.0923539
31,2.0839434,0.6709432,0.15661939978599548,2.404261589050293,1.005565
32,1.8136884,0.8231967,0.14709442853927612,3.4486424922943115,1.0299728
33,2.0147223,0.7281855,0.15401118993759155,2.6420979499816895,1.1187053
34,1.9770944,0.6278809,0.1501869112253189,2.8370752334594727,1.0009279
35,1.9547983,0.66379565,0.14972417056560516,2.716334104537964,1.1255186
36,1.9846767,0.514276,0.17515502870082855,2.701051712036133,1.0880771
37,1.7851247,0.87946844,0.11803878843784332,3.56938099861145,1.0992099
38,2.1039932,0.81725144,0.09452486783266068,2.7363340854644775,0.954369
39,1.827559,0.8212251,0.1524638533592224,3.3148534297943115,1.0243356
40,2.0235887,0.73655236,0.1491042673587799,2.717074155807495,1.0282998
41,1.9702804,0.7690108,0.1367601901292801,2.931652545928955,1.1075379
42,1.9476768,0.87405556,0.09647804498672485,3.117842197418213,0.9642507
43,2.0617826,0.5965788,0.1776351034641266,2.5553622245788574,1.0805111
44,2.0498981,0.48112053,0.1714184731245041,2.7619471549987793,0.90701175
45,2.0980272,0.4175665,0.1849401593208313,2.6474850177764893,0.9767427
46,2.0788476,0.7778036,0.1407966911792755,2.604628801345825,1.1045786
47,2.0168073,0.80849665,0.12245768308639526,2.6420984268188477,1.0949144
48,1.962259,0.8097135,0.09747136384248734,3.223094940185547,0.95303583
49,2.0331738,0.28159663,0.21512910723686218,2.808373212814331,1.103391
50,1.9095805,0.69289595,0.1588495671749115,3.0466909408569336,1.0910318
51,1.8537916,0.77738833,0.1538981795310974,3.1485867500305176,1.1304965
52,1.9722078,0.55615664,0.13889838755130768,3.025632619857788,0.9611224
53,2.0337138,0.7208639,0.14686846733093262,2.7032082080841064,1.1142823
54,1.7999529,0.81832117,0.16659072041511536,3.678652048110962,1.0928563
55,1.8758665,0.8351462,0.1056172102689743,2.9220714569091797,0.9936501
56,1.8202921,0.7929493,0.15617196261882782,3.4478955268859863,1.108557
57,2.1033177,0.7679999,0.14341728389263153,2.5610408782958984,1.0610569
58,1.9777228,0.73688257,0.15708906948566437,2.8314669132232666,1.0587271
59,2.0483286,0.63337284,0.17162689566612244,2.7751662731170654,0.9433408
60,1.9281483,0.83355707,0.11195534467697144,3.242673635482788,0.9442128
61,2.034059,0.82042325,0.1063963994383812,2.6091725826263428,0.9990158
62,1.8973957,0.8026737,0.1195157840847969,3.071078062057495,1.1062083
63,1.8571517,0.70974386,0.15811538696289062,3.2500712871551514,1.0990986
64,2.1389456,0.57677567,0.15487957000732422,2.4068024158477783,1.0785882
65,1.9292104,0.8340336,0.10079878568649292,2.9749855995178223,1.092969
66,1.9504511,0.600987,0.17206141352653503,2.9019198417663574,1.0774523
67,2.0281138,0.6329121,0.1513596475124359,2.847433567047119,1.0323519
68,2.0269728,0.7305538,0.13486482203006744,2.755831718444824,1.0412107
69,1.9919258,0.7877497,0.12411093711853027,2.751145839691162,1.1138057
70,2.0774796,0.79086447,0.13679423928260803,2.5898196697235107,1.1295291
71,2.0126963,0.6689929,0.16047298908233643,2.78290057182312,1.1062741
72,1.8225423,0.8226369,0.14274753630161285,3.544233560562134,1.0187428
73,2.136972,0.5361278,0.17628459632396698,2.3925535678863525,1.0670006
74,1.955672,0.6763388,0.15131883323192596,2.8733644485473633,1.0610433
75,2.005438,0.5804391,0.158330038189888,2.820580244064331,1.0088202
76,1.9462185,0.85459197,0.10485158860683441,2.9045071601867676,1.1333634
77,1.9600003,0.6265391,0.1379028707742691,2.743314027786255,1.0023923
78,1.9220213,0.7574345,0.13513408601284027,3.094902276992798,1.0729083
79,2.04505,0.7638467,0.1282181292772293,2.8604576587677,1.0823556
80,1.944605,0.3074219,0.2047318071126938,3.0391082763671875,1.096782
81,2.097758,0.7949165,0.1284623146057129,2.6259357929229736,1.0783514
82,2.076164,0.7796617,0.11215508729219437,2.6327972412109375,0.980745
83,2.0528028,0.69958115,0.14151708781719208,2.4229793548583984,1.1085341
84,1.970207,0.7725279,0.13913464546203613,2.8137264251708984,1.0511428
85,1.9839875,0.7507956,0.1409670114517212,2.886270761489868,1.0590754
86,1.8440231,0.85639423,0.11135397851467133,3.207465410232544,0.9864328
87,1.9035876,0.87704545,0.07837669551372528,2.9152610301971436,1.0068972
88,1.9265267,0.80795604,0.10798826813697815,2.9117250442504883,1.0056839
89,2.0924373,0.7957517,0.12292655557394028,2.490549087524414,1.0597558
90,1.9412936,0.7159036,0.15393874049186707,3.234297752380371,1.0007503
91,1.9949521,0.6938372,0.14123880863189697,2.63916277885437,1.065743
92,2.1184607,0.5234919,0.16318123042583466,2.423621892929077,1.1013451
93,2.0137663,0.6216259,0.16810452938079834,2.7524428367614746,1.0188905
94,2.126503,0.1385237,0.21378225088119507,2.5871684551239014,1.103212
95,1.8643434,0.7959602,0.14762981235980988,3.1038477420806885,1.1042242
96,2.0935817,0.59935486,0.1623990535736084,2.3865532875061035,1.0598241
97,1.971321,0.5910803,0.16669674217700958,2.9155466556549072,1.0358992
98,1.8632206,0.75125134,0.13974714279174805,2.8989453315734863,1.1181409
99,2.0010927,0.4296256,0.14703179895877838,2.0,1.034342
100,2.0754998,0.6263004,0.15459591150283813,2.5210518836975098,1.1126037
101,1.9849119,0.48931053,0.18801648914813995,2.9505302906036377,1.0438328
102,1.8814447,0.7254533,0.13918828964233398,2.92155385017395,1.0898196
103,1.8955213,0.7144237,0.15484006702899933,3.14689040184021,1.080217
104,1.8061936,0.8611505,0.11541774868965149,3.2564234733581543,1.0386401
105,1.7928455,0.8444467,0.14821533858776093,3.6362197399139404,1.0723035
106,2.1730037,0.10657353,0.20076881349086761,2.3024964332580566,1.0265884
107,2.0098655,0.86916393,0.07773815095424652,2.74229097366333,1.068527
108,2.2182443,-0.18450224,0.18176735937595367,2.1514270305633545,1.0300496
109,2.149955,0.5329688,0.1497526466846466,2.3525431156158447,1.0666363
110,2.0461137,0.7171389,0.1465766727924347,2.639871120452881,1.0972978
111,1.927651,0.90888304,0.030635258182883263,3.090416193008423,0.96669626
112,2.101577,0.06640957,0.20909540355205536,2.4811043739318848,1.0772498
113,1.9087543,0.7791337,0.1326318383216858,3.0120620727539062,1.1238734
114,2.0933137,0.7444611,0.14350134134292603,2.7528042793273926,1.0432338
115,1.7596776,0.8580749,0.15989238023757935,3.694524049758911,1.0841194
116,1.9951868,0.7949741,0.1314743459224701,2.8208491802215576,1.0895896
117,1.8465345,0.8198266,0.12737399339675903,3.180826187133789,1.0720955
118,2.0435724,0.7346554,0.14525365829467773,2.625922441482544,1.0475774
119,2.1157055,0.5568142,0.16237719357013702,2.5331380367279053,1.056058
120,2.0809064,0.7598234,0.13618482649326324,2.6478965282440186,0.88791245
121,2.0705476,0.6888133,0.13920482993125916,2.803727626800537,0.9259607
122,2.0364816,0.6936265,0.15165671706199646,2.5612454414367676,1.1049575
123,1.8570439,0.79255867,0.1250729262828827,3.4486114978790283,0.965219
124,2.0788002,0.67892617,0.17107583582401276,2.6512601375579834,1.0866098
125,2.0311465,0.8228295,0.11183774471282959,2.5724833011627197,1.0782921
126,1.8292704,0.81934476,0.1399267464876175,3.1293623447418213,1.1042559
127,1.9617162,0.809322,0.10688908398151398,2.9146034717559814,0.9877072
128,1.9604535,0.53383976,0.1533210128545761,2.8490633964538574,1.0076985
129,1.8798269,0.84425104,0.11129085719585419,3.267509698867798,0.96870583
