,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.513409755192697,0.00442583978176117,1.5382669195532799
posterior_sigma,0.07458043098449707,0.00159497931599617,0.5926171675324439
posterior_beta3,3.4781417846679688,0.03740468740463257,12.339304393529892
posterior_rho,0.0003463327884674072,0.0029345178604125977,0.9517227774020284
posterior_g1,0.025529228742858567,0.001060658246278763,0.42074689865112314
posterior_g2,0.15315324068069458,0.0007325072586536408,0.2818170800805091
posterior_g3,0.08195018768310547,0.0006816090643405915,0.2677701711654663
posterior_g4,0.1096847653388977,0.0007908143103122711,0.3102361232042312
