,posterior_g1,posterior_g2,posterior_g3,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
132,2.1300323,0.019283416,0.051351193,0.9217426776885986,0.04467235133051872,4.1742673,0.29833564
133,1.9197317,0.02558585,0.031217761,0.532118022441864,0.13274024426937103,4.0977416,0.38960418
134,2.0922816,0.007939972,0.05435558,0.7723246812820435,0.04611201584339142,3.9894142,0.35977373
135,2.1703475,0.0040364154,0.060737845,0.8927299976348877,0.03434446454048157,3.6927793,0.3433214
136,2.0772643,0.03013021,0.07394454,0.7987939715385437,0.06764576584100723,4.0403175,0.3495157
137,2.0873723,0.026753165,0.06136221,0.7975544929504395,0.04746200516819954,3.5159454,0.39028087
138,1.9625286,0.017955218,0.083806686,0.7411995530128479,0.04174792021512985,4.6787195,0.24051026
139,1.9214216,0.061405897,0.03933487,0.6462693214416504,0.1054489016532898,4.6410904,0.2903438
140,2.20488,0.042310856,-0.0048118304,0.8922412395477295,0.07509072124958038,3.3649707,0.4123462
141,1.9640769,0.06242253,0.09315561,0.694011926651001,0.05393633991479874,3.533871,0.36325568
142,2.131776,0.02218624,0.1252065,0.9145854711532593,0.028880910947918892,3.7341602,0.33852005
143,2.0145092,0.05262079,0.07064129,0.7483803033828735,0.05078313499689102,4.0791464,0.31545976
144,1.9865277,0.030602992,0.11412774,0.6275988817214966,0.05971774458885193,3.2117698,0.50774556
145,2.2306414,0.0127602955,0.055690277,0.9089464545249939,0.0374152734875679,3.513119,0.36266133
146,2.0828702,0.0062017227,0.025536645,0.7890816330909729,0.038461506366729736,4.319477,0.2576046
147,2.090558,0.03005153,0.030125288,0.8335970044136047,0.043238092213869095,4.288153,0.28540272
148,1.9063944,0.015149371,0.07775068,0.5526723861694336,0.093693308532238,4.540342,0.3200838
149,2.2879267,-0.016319847,0.04041861,0.7733883857727051,0.06556782126426697,3.2650347,0.5007007
150,2.028968,0.03544721,0.035984047,0.7442744970321655,0.06790684908628464,4.7009325,0.28095266
151,2.096569,0.022672473,0.047388796,0.7762096524238586,0.05016805976629257,4.0846577,0.32114372
152,1.980222,0.025963252,0.019518306,0.6699157953262329,0.14022135734558105,4.627259,0.35940254
153,2.237378,-0.0075392555,0.03444237,0.7742872834205627,0.04405717924237251,3.2625513,0.4092537
154,2.0558236,0.06880543,0.034154963,0.791081428527832,0.05771999433636665,4.5110054,0.28787503
155,2.1073906,-0.026201323,0.04566993,0.8564585447311401,0.04571956768631935,4.6118345,0.2747922
156,2.1045403,-0.05387481,-0.004828396,0.6561327576637268,0.051838167011737823,4.1546555,0.29724216
157,2.0796666,0.04889803,0.011873403,0.8262218236923218,0.03919634968042374,3.9727979,0.31848842
158,2.2081966,-0.06779338,0.1077398,0.7749583721160889,0.04629043862223625,3.026739,0.50784683
159,1.8670629,0.012496568,0.111472875,0.5281891226768494,0.07876529544591904,4.39673,0.3207998
160,2.0594964,-0.0013043726,0.09091247,0.8463334441184998,0.05295852571725845,3.9611282,0.3647662
161,2.0866559,-0.0047350125,0.05267942,0.7234825491905212,0.043909549713134766,4.441042,0.31267023
162,2.1444192,-0.012040862,0.06290416,0.8837005496025085,0.05739134922623634,3.5945408,0.36145204
163,2.029111,0.05965722,0.052473355,0.7634624242782593,0.04422168806195259,4.1163588,0.3114934
164,2.1775799,-0.011480385,0.10120733,0.8204103112220764,0.07564303278923035,3.7275004,0.3906211
165,2.2542243,-0.03653221,0.063738115,0.9150351285934448,0.07482413202524185,3.760801,0.39379185
166,2.1256673,0.040840134,0.04985526,0.7985568046569824,0.0589643158018589,3.2779906,0.43159983
167,2.1999655,-0.025962144,0.07764321,0.7713451385498047,0.04979782551527023,3.1388412,0.49622893
168,1.9449878,0.038989212,-0.0127877975,0.6232780814170837,0.09470667690038681,4.570769,0.3101198
169,2.1769657,0.021799287,0.051229164,0.8255103826522827,0.05758215859532356,3.394654,0.3845537
170,2.2200322,0.05230565,0.016262949,0.9062489867210388,0.05261139199137688,3.7440562,0.31248638
171,2.036506,-0.0060711023,0.034281567,0.776741623878479,0.056065432727336884,4.4091153,0.2754841
172,2.0312157,-0.05083205,0.091763735,0.6022360920906067,0.06740593165159225,3.9024782,0.4225686
173,1.975257,0.028982542,0.039860524,0.6765211224555969,0.05109342932701111,4.692286,0.27626288
174,2.0937183,0.018689789,0.06705814,0.889634370803833,0.04965992644429207,3.8338125,0.35083377
175,1.9395603,0.006870885,0.07508969,0.5536332726478577,0.052569612860679626,3.9775095,0.343484
176,1.9999127,-0.023437304,0.14821017,0.5529979467391968,0.07506196945905685,3.6117148,0.47526768
177,1.9763539,0.0035452116,0.09941469,0.6466618776321411,0.05364146828651428,4.481485,0.28727767
178,1.9254748,0.026635319,0.06280846,0.6489378213882446,0.09965383261442184,4.783338,0.29061407
179,2.0232446,-0.016198562,0.08779767,0.624662458896637,0.05897564813494682,3.5420084,0.40989894
180,2.202032,0.017843077,0.011279057,0.8595454692840576,0.05034457519650459,4.0344825,0.34847352
181,2.187173,0.0028373506,0.023945935,0.8215936422348022,0.05071033164858818,4.234288,0.29622948
182,2.0318742,0.044109628,0.0169803,0.7285139560699463,0.050898291170597076,4.1480217,0.3435653
183,2.1088188,0.014194877,0.030745864,0.858197033405304,0.033556900918483734,3.9991097,0.32495502
184,2.0392284,-0.011682257,0.10480165,0.7574334740638733,0.05298963189125061,3.8371582,0.3583005
185,2.1135683,0.02172681,0.081184305,0.9030731320381165,0.05,3.9007058,0.2763991
186,2.1819012,-0.046861056,0.039346498,0.80657958984375,0.03586680442094803,3.556602,0.35288882
187,2.064639,0.011205362,0.11964252,0.6846587061882019,0.04662565886974335,3.5093894,0.45918596
188,2.1054106,-0.024676332,-0.017481936,0.730085551738739,0.07732149958610535,3.9310915,0.3324125
189,2.360828,-0.023858842,-0.00040378736,0.6785245537757874,0.0890318751335144,2.2157874,0.84153855
190,2.07736,0.06439435,0.049046874,0.9236363172531128,0.03654872998595238,4.6123304,0.21553761
191,2.2506146,-0.00446534,0.033402838,0.9404892921447754,0.055732473731040955,3.5086517,0.39104167
192,2.0035274,0.031100472,0.05361314,0.6873453259468079,0.09991082549095154,4.196772,0.36307535
193,2.0835955,-0.025548544,0.09340696,0.8319798707962036,0.059516940265893936,3.5837855,0.3860614
194,2.3742437,0.0022718338,-0.017639127,0.7479950785636902,0.09674551337957382,2.785438,0.5760642
195,2.2822127,-0.017598221,0.034282427,0.7501184344291687,0.05727066099643707,3.1026037,0.49276897
196,2.2664974,-0.0034108567,0.024426008,0.8550757765769958,0.05554521083831787,3.1854074,0.48360118
197,2.2207475,-0.0076973764,0.0865913,0.7770840525627136,0.029278509318828583,3.2132177,0.48601636
198,2.2892795,0.005497841,-0.0059536737,0.8496333956718445,0.08157142996788025,3.1163485,0.532004
199,2.078198,0.00010893602,0.057793956,0.8760688304901123,0.026811840012669563,4.3310914,0.24833147
200,1.9359529,-0.020848949,0.07289629,0.6576836705207825,0.05,4.5310655,0.27618334
201,2.141109,-0.019659875,0.051601082,0.8909811973571777,0.049766905605793,4.02521,0.33478045
202,2.153886,-0.0017567548,0.10577003,0.8907477855682373,0.060184963047504425,3.542088,0.43700904
203,2.2195325,0.013486202,0.010579388,0.9427974224090576,0.0571196973323822,4.1846867,0.27888554
204,2.1004155,0.0370137,0.08782431,0.780242919921875,0.04261267930269241,3.6332006,0.36618236
205,2.1630466,-0.054631747,0.114594236,0.817101240158081,0.049248307943344116,2.706275,0.60383314
206,1.9821138,-0.05337697,0.074652545,0.6921922564506531,0.06985171884298325,4.261372,0.31014195
207,2.2179677,0.014348854,0.0632931,0.9052975177764893,0.040918685495853424,3.6210036,0.3663305
208,1.9819908,0.02538297,0.11657526,0.6841328740119934,0.06582074612379074,3.87744,0.39967307
209,1.9417093,0.048963066,0.048971497,0.6915659308433533,0.07244563102722168,4.327017,0.29318798
210,2.293608,-0.01831628,0.03582089,0.862112283706665,0.07050241529941559,3.2799842,0.43999138
211,2.1822095,-0.010212069,0.15396045,0.7095040082931519,0.0328475683927536,2.8914764,0.5531852
212,2.1362634,-0.024755431,0.036043074,0.8220102190971375,0.06073680892586708,4.141483,0.31182632
213,2.2550013,0.004400808,0.016701763,0.9436085224151611,0.05957234650850296,3.738276,0.33277822
214,2.119048,-0.023850782,0.014943852,0.7499339580535889,0.05810264125466347,3.8117878,0.37006947
215,2.1933107,-0.03502794,0.04639031,0.7819932699203491,0.05751961097121239,3.8605957,0.38484022
216,2.207451,0.005476526,0.06785728,0.8513687252998352,0.04686253145337105,3.353628,0.37011322
217,1.8917176,0.024925036,0.102319054,0.6131446957588196,0.0799902006983757,4.5841956,0.30709705
218,2.2103992,0.026124207,0.023168724,0.6663156747817993,0.06575752794742584,2.9104624,0.53870636
219,2.3963811,-0.033349082,0.05763374,0.7580007910728455,0.06331618130207062,2.5424452,0.7030597
220,2.163902,-0.0049547236,0.16265325,0.7791701555252075,0.0047599514946341515,3.043354,0.4341693
221,2.1293976,0.0076022777,0.053144976,0.7545400857925415,0.05281830206513405,4.03341,0.34088513
222,2.1677492,0.029548213,0.059563097,0.8274741768836975,0.0438370406627655,3.0955374,0.46194467
223,2.0883129,-0.037933856,0.04339355,0.7118499875068665,0.04832884296774864,3.3585804,0.41397604
224,2.1546679,0.029558145,0.065550536,0.8324887752532959,0.04696941748261452,3.660056,0.34902802
225,2.1768064,0.012784,0.045183543,0.9149369597434998,0.07183342427015305,3.6026106,0.3816577
226,2.0350833,0.012135705,-0.0031987908,0.8124121427536011,0.05877305567264557,4.3522763,0.2849553
227,2.1022441,-0.03769507,0.0076912898,0.8003394603729248,0.05529240518808365,3.8628619,0.35283813
228,1.9601109,0.02793434,0.05467803,0.7321014404296875,0.11086364090442657,4.5860357,0.3068377
229,2.2955184,0.021580363,0.09572954,0.7621035575866699,0.08324041217565536,2.5549366,0.71823215
230,2.1098819,-0.0208145,-0.004617061,0.7582119703292847,0.06017846241593361,3.7923388,0.36238304
231,2.1981835,0.066452526,0.010378484,0.9073600172996521,0.06459534913301468,3.4725294,0.37090105
232,2.0283928,-0.060834784,0.063619316,0.6217801570892334,0.055997904390096664,4.2080894,0.33339986
233,1.9163588,-0.022418754,0.0076789423,0.5004547238349915,0.08692826330661774,4.6092124,0.29534268
234,2.0605574,0.043944348,0.008783892,0.8336036801338196,0.03558601066470146,4.9743633,0.22648937
235,2.236322,0.01728673,0.05960419,0.7463398575782776,0.09290146082639694,3.071102,0.57885396
236,2.092914,-0.052305363,0.07609976,0.7758288979530334,0.04449319466948509,4.1590195,0.30724514
237,1.937993,0.038840767,0.025320707,0.7090668678283691,0.0855417549610138,4.671616,0.27710238
238,2.0120492,0.018162133,0.10691591,0.6650276184082031,0.06332124769687653,3.5205703,0.4187256
239,2.2005858,-0.022448232,0.0999449,0.8480446934700012,0.007631942629814148,3.4883091,0.36675534
240,2.2479415,-0.03820583,0.13701451,0.8106092810630798,0.020230233669281006,2.6030939,0.6036987
241,2.1357508,0.021300714,0.09845091,0.73782879114151,0.05027441680431366,3.42116,0.4130092
242,1.9802568,0.03159318,0.073671415,0.6955799460411072,0.05,3.9317946,0.3429536
243,2.18615,-0.05203303,0.05455487,0.7791869640350342,0.05710560455918312,3.749868,0.38467878
244,2.1379087,-0.008449651,0.03191214,0.8430795669555664,0.05070701614022255,3.8596177,0.32219508
245,2.0891802,0.0024527921,0.045041304,0.8687548637390137,0.07284670323133469,4.238175,0.3101923
246,2.0135531,-0.0036981034,0.03356538,0.7026936411857605,0.06169167160987854,4.191756,0.32382238
247,2.0505638,-0.013064434,0.03953944,0.7508154511451721,0.062247611582279205,4.2144127,0.33519995
248,2.2848299,-0.08482214,-0.024822311,0.7863169312477112,0.04547152668237686,3.320101,0.43495983
249,2.4057183,0.012835607,0.06418116,0.7592847943305969,0.044685497879981995,2.2800071,0.7186509
250,2.2617927,0.03478517,0.025819559,0.7828391194343567,0.07039923220872879,3.3546264,0.4571772
251,2.133883,0.0034244563,-0.015078381,0.8418868780136108,0.05065028369426727,4.2061195,0.29303393
252,2.1449533,0.021845456,-0.02030431,0.8669475317001343,0.06953753530979156,3.8524923,0.37329784
253,1.9823651,0.020045502,0.09859373,0.6199827194213867,0.05094043165445328,4.0652657,0.37298217
254,1.9699756,0.019841377,0.111023866,0.6062507629394531,0.05362672731280327,4.0246444,0.36997178
255,2.1226661,0.016690416,0.022505164,0.8660789728164673,0.05351616069674492,3.9670372,0.3064618
256,2.1210918,-0.009536882,0.08926264,0.7603805661201477,0.053985346108675,3.5528615,0.3953226
257,2.1767554,-0.02858657,-0.019788247,0.8516579866409302,0.05032055824995041,4.2159452,0.3131179
