,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,0.59845406,1.2387513,0.16566332,0.74665093,1.2879337,-0.40002948,-0.41622877,0.044802163,0.49463806,5.175374,0.23580798506736755
1,0.85560197,1.3636128,-0.032170925,-2.5465672,1.3283223,0.077100135,2.6736038,0.19572227,0.6099064,3.7170765,0.08540623635053635
2,4.1117086,-1.8797958,-1.9133916,-0.9150978,-1.8927041,1.8500626,1.1439728,0.6530586,0.33142206,3.919014,0.21327519416809082
3,1.5092381,0.71399397,1.3283709,-2.5837302,0.6964588,-1.1856792,2.8141203,-0.05782017,0.57145494,3.5860202,0.07924201339483261
4,0.94874865,1.2396872,-1.7973602,-0.41914347,1.3103393,1.6522309,0.7022484,0.8075382,0.35250592,3.843413,0.3035426735877991
5,0.5545254,1.3696947,0.11474181,1.4236844,1.4643083,-0.55027944,-1.2814358,0.024411092,0.5868636,4.1143064,0.16455504298210144
6,1.6277934,0.08922239,0.6328982,0.3296169,0.15457709,-0.75685465,-0.08591811,0.23244761,0.6250927,6.954053,0.14847584068775177
7,-0.78922933,2.875052,0.18959655,-1.2131592,2.8202872,-0.20296957,1.3484501,0.467,0.43833932,4.3183064,0.15344052016735077
8,3.9639847,-1.6327462,0.4518348,-0.03356795,-1.6199615,-0.4869215,0.2761757,0.8397207,0.48794654,3.5511465,0.3415065109729767
9,1.124216,1.1418682,-0.96502125,2.4930654,1.1273792,0.4916593,-2.241099,-0.22055848,0.87508106,3.2134626,0.1214127317070961
10,1.8292421,0.13262913,0.8840583,-0.64584875,0.23714168,-1.0512807,0.84935766,0.17390671,0.41792268,3.8632421,0.24513661861419678
11,2.1587641,-0.14820327,2.7426136,-0.12645315,-0.058716036,-3.1264198,0.29229963,0.17723128,0.6737852,4.271643,0.22342774271965027
12,0.679139,1.4999359,1.5409886,-0.2899387,1.5210625,-1.6935668,0.47456717,0.76587415,0.3201312,4.1370163,0.2666604220867157
