,posterior_g1,posterior_g2,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
0,1.9052246,0.09175326,0.38480258,0.08196723461151123,4.196841,0.5408939
1,2.0574524,-0.021666728,0.6752505,0.07176034897565842,3.464369,0.47173762
2,2.0996034,0.05540579,0.92482847,0.05166409909725189,4.2514887,0.3340443
3,1.9456958,0.089851625,0.58014256,0.06573200970888138,3.720264,0.49384582
4,2.1979687,0.029598668,0.9879368,0.04405714198946953,3.8111904,0.38683414
5,2.1241133,0.018991144,1.0051892,0.05,4.2532544,0.27479485
6,1.8506038,0.10386446,0.38855115,0.06064783036708832,4.753225,0.48498577
7,1.8833885,0.02774437,0.3729608,0.049239374697208405,4.435271,0.4605223
8,1.9648616,0.047749273,0.5519228,0.09551161527633667,3.7975361,0.49889576
9,1.8590597,0.070451766,0.36509603,0.06553689390420914,4.897814,0.43714392
10,2.0538971,0.08124823,0.8227913,0.041312482208013535,3.8211763,0.43653345
11,1.894568,0.08370226,0.47534433,0.057991042733192444,3.7587068,0.58000153
12,1.9856797,0.055802852,0.8184086,0.05884687602519989,4.217536,0.360112
13,1.9692478,0.032817263,0.580648,0.0578516460955143,4.41684,0.4252539
14,1.8971738,0.100367576,0.45203075,0.04085075110197067,4.2801704,0.4157415
15,2.0992115,0.083921954,0.9259763,0.016192732378840446,4.41332,0.30664375
16,1.8677775,0.055740118,0.44779888,0.02523888647556305,5.01538,0.40009692
17,1.7725282,0.093418546,0.15822263,0.027399322018027306,5.6222167,0.4069289
18,2.0764902,0.06957971,0.89469105,0.06658199429512024,4.192223,0.35913578
19,1.9488823,0.15279509,0.62394786,0.056328486651182175,3.9558594,0.48039383
20,2.140964,0.016449237,1.0505351,0.04246794432401657,4.351638,0.3093106
21,1.8625087,-0.0018851368,0.3259495,0.06847886741161346,5.8301544,0.3513882
22,1.7876774,0.1397719,0.2228057,0.05,5.249252,0.40346342
23,2.0653896,0.13564995,1.0106086,0.06427895277738571,4.1261315,0.37705734
24,2.1786296,0.072074376,1.064158,0.06462564319372177,4.316909,0.33960983
25,1.8057957,0.051499326,0.26113003,0.05,5.9637094,0.3132046
26,2.0158613,0.1123589,0.84562075,0.042012184858322144,3.9369829,0.3606129
27,1.9655488,0.06471486,0.63284934,0.03849339112639427,3.8736234,0.4478418
28,1.854566,0.058729928,0.4503673,0.04530508443713188,5.3278565,0.3167829
29,2.0423331,-0.0465427,0.7014631,0.061809439212083817,3.6421335,0.507157
30,2.0000722,0.02577432,0.7114011,0.05672018602490425,4.057172,0.398594
31,2.0399606,0.053260148,0.80628365,0.05,4.4478827,0.30186892
32,1.9841714,0.09295465,0.7013224,0.042953863739967346,3.740386,0.460647
33,2.0839968,0.07716807,0.8897106,0.0694298967719078,4.134571,0.3793528
34,2.271993,0.05704399,1.0862551,0.02019159309566021,3.118193,0.5014299
35,1.9207509,0.08270163,0.4395691,0.05,3.9294188,0.429207
36,2.2071655,0.034550995,1.1264366,0.05,3.520164,0.32588816
37,2.100506,0.0586642,0.9781286,0.05,4.548653,0.28052762
38,2.0048747,0.0048915707,0.7661758,0.040675971657037735,4.2562037,0.35277098
39,2.1565967,0.03764401,0.9152725,0.05,4.015885,0.35992396
40,2.0399435,0.064838305,0.9271922,0.032468415796756744,4.25901,0.32972637
41,1.8384166,0.09638694,0.3924565,0.021587684750556946,5.295591,0.34823814
42,1.7347959,0.12552929,0.12972762,0.028283949941396713,6.450582,0.42851663
43,1.7438027,0.14996132,0.17285708,0.05,5.5577874,0.3660244
44,1.9449884,0.10702679,0.59067094,0.045565441250801086,4.0331783,0.43976924
45,1.8269119,0.078280196,0.3333785,0.02353718690574169,5.4023247,0.349449
46,2.0236185,0.09425467,0.72974735,0.051271386444568634,3.8486953,0.42298895
47,2.1150343,-0.007337144,0.927881,0.06792376190423965,3.965893,0.41052917
48,2.107116,0.025117133,0.811147,0.06007101386785507,4.007445,0.4251101
49,1.9224993,0.08274035,0.6531684,0.053819794207811356,4.2343345,0.38834608
50,1.9735265,0.03821685,0.6992047,0.07558026164770126,4.2697735,0.39831805
51,1.8145243,0.054317392,0.32798627,0.05,5.7409363,0.28215817
52,2.0332656,0.07830514,0.85824424,0.07666288316249847,3.965112,0.4457471
53,1.9076011,0.09452738,0.5050722,0.055780503898859024,4.0999584,0.5008868
54,2.0963914,0.074760295,0.8406003,0.04275781661272049,3.5535345,0.45325783
55,1.9590003,0.030763082,0.5266595,0.07897888123989105,3.524026,0.6621822
56,2.0003467,0.10561461,0.7005056,0.10701288282871246,3.7923875,0.44302925
57,2.0222504,0.10462239,0.746886,0.06416025757789612,4.0556316,0.40932772
58,1.8894559,0.06299296,0.46554962,0.040047623217105865,4.6888437,0.38946623
59,1.8877817,0.03226401,0.42660865,0.042751066386699677,4.6748967,0.4607179
60,2.0937734,0.08451852,0.9934798,0.06345444917678833,4.5940075,0.32004073
61,1.9651144,0.07295448,0.75973237,0.06503131240606308,4.3418937,0.37907684
62,2.0895724,0.058467288,0.82648414,0.07805422693490982,3.9865766,0.42416897
63,1.9535614,0.023586635,0.7207604,0.05,4.2776384,0.29846746
64,1.8316611,0.06251373,0.3565692,0.05058242008090019,5.9341583,0.3223298
65,1.8948535,0.024597352,0.50872856,0.0565149262547493,5.1805124,0.34664476
66,1.79276,0.13747464,0.22962858,0.04866958037018776,5.403452,0.42565617
67,1.8525261,0.036771607,0.34633434,0.0474221296608448,5.4402013,0.34150213
68,1.7745289,0.08697267,0.17950892,0.035490937530994415,6.1217546,0.37930766
69,2.0219083,0.07669501,0.6928055,0.029221544042229652,3.157374,0.542302
70,1.7883387,0.05715911,0.18812187,0.05,6.0163126,0.33757636
71,1.8010558,0.12824935,0.26290667,0.04065810889005661,5.320466,0.42294952
72,1.8121378,0.048760656,0.24365284,0.0455905944108963,6.0094957,0.41050228
73,2.0324228,0.030469911,0.830447,0.06495192646980286,3.7934804,0.43161792
74,2.091215,0.08344398,0.85202026,0.05,3.6534152,0.36761552
75,1.9275795,0.039662275,0.55636984,0.08735097199678421,4.232538,0.51299924
76,1.971515,0.05698061,0.6746943,0.09190844744443893,4.0225043,0.46845123
77,2.0978498,0.042725477,0.8672599,0.05365196242928505,4.5300417,0.38004085
78,1.9335974,0.04153868,0.45256537,0.08173828572034836,4.593529,0.4803105
79,2.1542592,0.033021394,1.1145235,0.06044523045420647,4.3052793,0.3032772
80,1.9738016,0.060102608,0.5759567,0.07571395486593246,3.756125,0.5695988
81,1.8580284,0.05278574,0.4117078,0.05,5.9150057,0.3028406
82,1.8070303,0.0776172,0.28715873,0.05,5.930427,0.33413747
83,1.9922872,0.039673384,0.6938733,0.0259257722645998,4.290611,0.32537788
84,2.0864904,0.0126262205,0.99955493,0.0599893182516098,4.165857,0.35204306
