,posterior_g1,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,1.8386967,-0.8525452613830566,0.05163433402776718,4.3586183,0.6927656
1,1.8658849,-0.32114383578300476,0.10912658274173737,4.083647,0.675394
2,1.706029,-0.99,0.05,5.826777,1.9709928
3,1.9325609,-0.14476941525936127,0.18548600375652313,4.0023866,0.6162787
4,1.9591329,0.4907747805118561,0.14852948486804962,3.163504,0.694119
5,1.90986,0.03158054128289223,0.12035306543111801,3.9143157,0.49655205
6,1.7526118,-0.99,0.05,6.431363,1.0121883
7,1.8501657,-0.45532944798469543,0.09738174825906754,4.2203345,0.62137544
8,1.8487628,-0.822027862071991,0.022127924486994743,4.174528,0.5718129
9,1.9032353,0.4011288285255432,0.17540475726127625,4.279697,0.61474806
10,1.8313594,-0.803985059261322,0.09433791041374207,4.7559443,0.81039023
11,2.0527022,0.5174149870872498,0.14864541590213776,3.3915305,0.59715897
12,1.9399512,0.33788830041885376,0.15208101272583008,3.4972117,0.6427367
13,1.7628978,-0.8605692982673645,0.09124166518449783,5.8876147,1.6858693
14,2.102378,0.047133758664131165,0.1464090645313263,2.6975613,0.8181407
15,1.8922228,0.168593630194664,0.1275271326303482,3.786247,0.7068691
16,1.7810353,-0.8915682435035706,0.05238258093595505,5.64314,1.2758837
17,1.9386013,0.3038423955440521,0.14211857318878174,4.2010713,0.4501999
18,2.0267594,0.599820077419281,0.11724091321229935,3.1569326,0.5881655
19,1.9446876,0.6771799921989441,0.10078173875808716,3.4490888,0.5375238
20,1.7603133,-0.8499956727027893,0.07304327934980392,5.904062,1.4753768
21,1.9208486,0.4992426037788391,0.12468466907739639,3.8597577,0.55098563
22,2.0176878,0.5240082740783691,0.1812407523393631,3.030516,0.76680946
23,1.9861153,0.6772790551185608,0.13076332211494446,3.1121814,0.60648423
24,1.9988922,0.660843551158905,0.1321372091770172,2.907052,0.70959693
25,1.792325,-0.9200780391693115,0.03061435930430889,5.0552344,0.9109275
26,1.8595603,-0.7444558143615723,0.0782860666513443,4.3587284,0.51525694
27,1.8630112,-0.5260383486747742,0.11251063644886017,4.4607043,0.55896014
28,2.0194101,0.5123816728591919,0.1641327291727066,2.74406,0.90458417
29,1.9857553,0.18474683165550232,0.16358168423175812,3.1953363,0.7017421
30,1.9508041,0.21049033105373383,0.193267360329628,3.6618247,0.6435364
31,1.9750173,0.1426767110824585,0.2118198573589325,3.103299,0.820761
32,1.870238,-0.6902082562446594,0.07885216921567917,3.5382588,0.7133442
33,2.1210868,0.0337841771543026,0.16036199033260345,2.5734973,0.88960963
34,1.852622,0.34694886207580566,0.08522018790245056,4.2195196,0.701622
35,1.9530839,0.6114186644554138,0.14708919823169708,2.8365023,0.77539086
36,1.907735,-0.05149875581264496,0.09653514623641968,4.148172,0.4393717
37,1.8965904,0.0549645870923996,0.1396397203207016,3.987639,0.54684573
38,1.8292029,-0.7636100053787231,0.08235342800617218,4.155269,0.8645212
39,2.0310204,0.32796725630760193,0.1647806316614151,3.1261137,0.5768353
40,1.9581248,0.318360835313797,0.19433480501174927,3.6351824,0.62725526
41,1.7299148,-0.99,0.01511530764400959,5.844109,2.4658449
42,1.7472017,-0.99,0.023487739264965057,4.5586863,2.435712
43,2.0353813,0.31410375237464905,0.15150225162506104,3.0569177,0.7001509
44,1.8969566,-0.137164905667305,0.16530421376228333,3.4324212,0.74951637
45,2.0501761,0.19021330773830414,0.1927979737520218,3.4977212,0.6644221
46,1.9598231,0.6284089684486389,0.14691686630249023,3.6770928,0.608161
47,1.81503,-0.8677718043327332,0.06073162332177162,4.9391384,0.78631467
48,1.9333109,0.38789212703704834,0.15516215562820435,4.2940674,0.45871395
49,1.8097193,-0.8652351498603821,0.054795924574136734,4.6796894,0.8557008
50,1.9859141,0.2204277068376541,0.21345479786396027,3.548461,0.69500285
51,2.0770085,0.34525951743125916,0.10009445250034332,2.3988268,0.8143344
52,1.8778038,0.20917999744415283,0.1105937659740448,4.135506,0.5171542
53,2.0425599,0.6340106129646301,0.13395532965660095,2.9364026,0.7844512
54,1.9898586,0.27567967772483826,0.1633388102054596,3.0568552,0.68159163
55,1.9883243,0.816463053226471,0.06609317660331726,3.2686052,0.6413332
56,2.0385323,0.37213578820228577,0.1690332293510437,3.078345,0.75069195
57,2.075775,0.40370598435401917,0.16439668834209442,2.867813,0.8837461
58,2.0386002,0.6956491470336914,0.14166675508022308,2.657937,0.92851305
59,2.0119653,0.37964698672294617,0.17286889255046844,3.1671324,0.64838624
60,1.9065199,0.2754513919353485,0.18481987714767456,3.6740022,0.7335363
61,1.9181426,0.34477999806404114,0.14870184659957886,3.9541488,0.46978313
62,1.7591223,-0.99,0.0071974569000303745,6.5169115,1.1934623
63,1.9501929,0.15114831924438477,0.18696165084838867,3.7002938,0.6244413
64,1.8583978,-0.642342209815979,0.0677308589220047,4.3044634,0.5303314
65,1.9267442,0.07809209078550339,0.14117209613323212,4.2436295,0.47541913
66,2.123557,0.25874894857406616,0.15968039631843567,2.9209528,0.75823075
67,1.9468591,0.6508197784423828,0.12283741682767868,3.3758862,0.5782844
68,1.9085914,0.05763953924179077,0.09091247618198395,3.4637694,0.6089926
69,2.051959,0.8512625694274902,0.06455711275339127,2.8658566,0.65474445
70,1.9280262,0.2557736039161682,0.14036981761455536,3.8595495,0.5398416
71,1.9210441,0.6539667248725891,0.12054496258497238,4.073002,0.48865682
72,1.9181343,0.44406452775001526,0.05880027264356613,4.153962,0.42196447
73,1.8379447,-0.6403141021728516,0.07700130343437195,4.7562456,0.62213343
74,1.8904481,0.08717095851898193,0.13458095490932465,4.155431,0.596147
75,2.0237126,0.16194358468055725,0.19607500731945038,3.1856368,0.7932537
76,2.043876,-0.46132439374923706,0.14370624721050262,2.9519463,0.7194321
77,2.045971,0.25777822732925415,0.14781391620635986,2.8454888,0.7529349
78,1.8283201,-0.801632821559906,0.06350095570087433,4.6519055,0.59551126
79,1.9121512,0.06690268963575363,0.1841280311346054,4.5283985,0.56208754
80,1.8129147,-0.8316673040390015,0.10126989334821701,4.7336645,1.1211194
81,1.7957753,-0.9037376046180725,0.039861444383859634,5.500856,0.9267876
82,2.0561109,0.21066606044769287,0.14071588218212128,3.0888321,0.6443631
83,2.2572792,0.26188260316848755,0.1586168110370636,2.2525635,1.0890867
84,2.0185735,0.5001052618026733,0.17185498774051666,3.3493247,0.59855807
85,2.0044436,0.43635526299476624,0.21558363735675812,3.4833798,0.75363797
86,1.9582559,0.3199272155761719,0.1657637506723404,3.9245908,0.5371034
87,1.8680874,-0.15071605145931244,0.07879066467285156,4.669252,0.47658557
88,1.7883954,-0.8681003451347351,0.060138802975416183,4.8123565,1.1921204
89,1.8352491,-0.6682946681976318,0.09903764724731445,4.9299936,0.69876033
90,1.8702263,-0.4621601998806,0.07299379259347916,5.2169676,0.32444316
91,1.8088125,-0.8828256130218506,0.06860826164484024,4.250539,1.2762679
92,1.9663551,0.5133141875267029,0.17677442729473114,3.733935,0.60730904
93,1.8159715,-0.7986937761306763,0.08027055859565735,5.217235,0.68322897
94,1.9264189,0.13577264547348022,0.17132478952407837,3.7579834,0.61798483
