,posterior_g1,posterior_g2,posterior_g3,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.011365,0.13989483,-0.0036358368,0.8711904,0.16137694,4.8262744,1.1565024
1,1.9520961,0.086943395,0.05990913,0.8754834,0.17519319,4.357197,1.1555507
2,2.1858916,0.09824788,-0.019077808,0.859833,0.24164805,3.800876,1.8136419
3,1.9774679,0.08503746,0.0069903443,0.85830903,0.20330757,4.487964,1.3341422
4,2.2217054,0.09317492,-0.0066409647,0.8668631,0.23800318,4.03854,2.0776207
5,2.3082728,0.0899536,-0.010628014,0.86718124,0.21064937,3.6863134,2.006429
6,2.1407046,0.14523599,0.04414321,0.87544626,0.13601354,4.3239684,1.6457024
7,1.9554274,0.12386502,0.046579905,0.8664564,0.13086961,5.03456,1.1228385
8,2.3252265,0.030167656,0.020044155,0.85145736,0.29591262,3.761092,1.9638859
9,2.4339004,0.06045662,-0.061757512,0.870961,0.22298397,3.47944,2.0032244
10,2.0907202,0.10218881,-0.023832604,0.8463027,0.17231432,4.2851195,1.504871
11,2.0170324,0.07570793,-0.06560047,0.8214844,0.20475593,5.367353,0.903185
12,1.9627858,0.091539815,0.11039864,0.86181116,0.20686084,4.6337295,1.1035653
13,2.1657193,0.07776655,0.07434126,0.86139923,0.20277089,4.017979,1.7741083
14,2.094261,0.04351246,0.008761103,0.8652408,0.20524304,3.957896,1.5104895
15,2.1974409,0.060108535,0.0016762118,0.866498,0.20055631,3.6830547,2.0524514
16,2.3790727,-0.0047498476,0.001750085,0.8726706,0.24741575,3.8246877,2.208987
17,2.2365832,0.049491137,-0.018783186,0.8505116,0.24868624,3.8861258,1.9136175
18,1.9371727,0.1098091,0.008491846,0.85798067,0.18724743,5.0655417,0.9275626
19,2.1141741,0.08819039,-0.02532905,0.86133826,0.22250883,4.0370536,1.6986544
20,2.1808624,0.1294096,0.032030795,0.8643113,0.25830725,3.617398,1.9521426
21,2.1565478,0.10186944,0.026281858,0.8680068,0.17847882,4.0509977,1.8012687
22,2.117732,0.06312234,0.0056217867,0.8614481,0.20546028,4.114791,1.6240915
23,2.1305764,0.10333776,0.021485059,0.86330277,0.2857877,4.0554237,1.9992217
24,2.1803246,0.14443238,-0.045517385,0.8743673,0.111879654,4.0269265,1.2887145
25,2.2235131,0.1339168,0.027665017,0.86844385,0.21691501,3.9110415,2.0117197
26,2.2594142,0.15848829,-0.040634014,0.86786056,0.2321739,3.6710918,1.8621404
27,2.1702313,0.09212567,0.064356565,0.86296886,0.24059649,4.101144,1.8085502
28,2.0783162,0.07775858,0.01650342,0.8551462,0.22507201,4.3917055,1.642396
29,2.1478958,0.09384621,-0.008508133,0.8581408,0.18517952,4.189288,1.7090745
30,2.205603,0.08942635,0.050745793,0.8399123,0.3030505,3.9520257,1.8082206
31,1.7884846,0.07160073,0.020037977,0.85660666,0.16302457,5.2760243,0.8670917
32,2.2565172,0.07211612,0.04551904,0.8658023,0.2559993,3.5784047,2.39813
33,2.3166149,0.12089961,-0.037945215,0.86119825,0.21825594,4.0969977,1.8222876
34,1.9726863,0.11547783,0.036411304,0.8651621,0.1532597,4.8787174,1.0964315
35,2.1002202,0.12108051,-0.07470124,0.8684263,0.08031379,4.385273,1.2130973
36,1.8683451,0.04253364,-0.0027632168,0.87732875,0.15544002,5.6259604,0.7674507
37,2.0352762,0.05583499,0.0003754048,0.85177314,0.22328176,4.5255423,1.3071196
38,1.9903283,0.1170062,0.027144343,0.867679,0.17688492,4.695624,1.1066786
39,1.9110196,0.13592853,0.048209038,0.83548063,0.20338398,5.46191,0.74308825
40,2.1645875,0.1138036,-0.012263166,0.8610573,0.2496735,4.1811438,1.7574546
41,1.731378,0.09120571,0.020830043,0.834118,0.2804887,5.488784,0.64906275
