,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3
0,-0.19560893,0.4465435,2.061351,0.11630621,-0.07886198
1,-0.27551305,0.4107904,2.093254,0.09536294,0.1290563
2,-0.4254282,0.38865983,2.0244753,0.07937682,0.0204203
3,-0.38879701,0.41723913,2.2307103,0.097208396,-0.023092004
4,-0.25656906,0.44739234,1.9157401,0.0865948,0.022142041
5,-0.25366896,0.43310198,2.1140149,0.14018318,-0.044353142
6,-0.013236245,0.465353,1.9246186,0.13474607,0.014260228
7,-0.31908795,0.41198248,2.1262197,0.11384742,0.002912646
8,-0.18450665,0.4365262,2.0719473,0.0667354,-0.002950905
9,-0.4467572,0.4264994,2.1553307,0.12811887,-0.04793168
10,-0.35790893,0.4080812,2.06189,0.08256346,-0.058457687
11,-0.49539456,0.4052926,2.01785,0.09992541,0.021094628
12,-0.5045438,0.39448616,2.1214187,0.10276663,-0.031521592
13,-0.28994286,0.39347857,2.3617568,0.07996169,-0.010134576
14,-0.26149637,0.43874207,2.1644437,0.08331189,0.0465786
15,-0.19757707,0.4242838,1.9602902,0.14025904,0.016526736
16,-0.20571043,0.45687085,1.9925306,0.099792525,-0.040301614
17,-0.17003089,0.4465675,2.1502588,0.1323127,-0.08124014
18,-0.3041065,0.4162068,1.880661,0.06957148,0.014539168
19,-0.19097584,0.4703255,2.2965348,0.08093535,-0.06120324
20,-0.121072516,0.4563151,2.161468,0.10828423,0.036185674
21,-0.24884136,0.42266884,2.0638802,0.09555635,-0.002727544
22,-0.50267804,0.36099273,2.0900702,0.06595398,-0.018509367
23,-0.23417777,0.42559212,2.166907,0.08838303,0.007421554
24,-0.33718982,0.40480816,2.13146,0.09028686,0.00066682894
25,-0.33445236,0.44991726,2.166938,0.065855525,-0.011986694
26,-0.18746842,0.4494177,2.0996506,0.073939964,-0.008083795
27,-0.25715968,0.37690756,2.2418873,0.012161931,-0.08012075
28,-0.23750126,0.43919647,2.1339514,0.1437473,0.01463452
29,-0.33898577,0.394881,2.039784,0.11659414,0.030990139
30,-0.20206185,0.4656174,2.1204185,0.06814863,-0.042469822
31,-0.20846464,0.43366298,1.8564998,0.13275744,0.1311631
32,-0.25414267,0.42115805,2.0566502,0.102368295,0.007966251
33,-0.15604687,0.4487887,1.9718995,0.062422574,-0.009707974
34,-0.295107,0.4130772,2.1295323,0.102851786,0.001634598
35,-0.18207237,0.4370802,2.164796,0.15890089,-0.0008310251
36,-0.46342146,0.39855784,1.9467019,0.09681147,-0.06228512
37,-0.10937301,0.4348791,2.0517225,0.08767026,-0.025289977
38,-0.4018734,0.40920347,2.1547122,0.0897763,-0.0758144
39,-0.24009237,0.4281112,1.9582901,0.09386073,0.0074957754
40,-0.32196054,0.4500989,2.1488922,0.13965991,-0.017091075
41,-0.30495164,0.42619443,2.1582496,0.10782337,0.009356494
42,-0.2315696,0.394337,1.907955,0.061176937,0.021828545
43,-0.34313455,0.3791633,2.0315242,0.12675731,-0.016497776
44,-0.29379568,0.41813937,2.0678153,0.14924926,-0.045144323
45,-0.07566501,0.4432428,2.1407971,0.108947374,0.029105445
46,-0.17659533,0.40946248,2.1165745,0.07352812,0.0071040066
47,-0.13214204,0.4485331,2.131689,0.04476874,0.07306168
