,posterior_g1,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.078712,0.86030436,0.28898335,3.3620493,0.31787094
1,1.9391896,0.81224465,0.3900953,4.0248256,0.21955936
2,2.002192,0.8504009,0.3134649,3.985826,0.26149935
3,1.9896144,0.8485364,0.32002184,3.4576964,0.29262
4,2.004889,0.8202713,0.38136974,4.265746,0.21780455
5,1.9896394,0.8498696,0.29927972,3.73772,0.25958654
6,1.9258113,0.8527033,0.28442535,4.2116036,0.21665235
7,1.9528198,0.8444579,0.35227838,4.189897,0.2121496
8,2.0574503,0.8419812,0.3115757,3.627548,0.2890472
9,1.9995846,0.84935224,0.30836958,4.097441,0.24375273
10,2.1674013,0.8496218,0.34095445,3.502652,0.31817392
11,2.029263,0.8467638,0.34785134,3.8635194,0.22643802
12,1.8421409,0.8267526,0.27556223,4.5927196,0.23205274
13,2.101919,0.84794223,0.34571448,3.6535807,0.29604954
14,1.9326134,0.82791924,0.34728205,4.424268,0.19318728
15,2.0870633,0.85323834,0.3757247,3.5031626,0.29870993
16,2.0654876,0.84837955,0.42261302,3.80646,0.2408279
17,1.9739952,0.85104436,0.30302852,3.9975684,0.24713251
18,1.8756149,0.8466594,0.2501983,4.036184,0.24928108
19,2.019211,0.8511488,0.29511565,4.2170763,0.21891096
20,1.9171842,0.83885175,0.29253006,4.1256166,0.23063166
21,1.8849878,0.7703736,0.40193942,4.767927,0.20077515
22,1.7187304,0.6110572,0.48386633,4.0125346,0.24487
23,1.9413263,0.8511365,0.2959803,3.5762181,0.25597844
24,1.7996838,0.7173712,0.39574125,4.3648376,0.23841375
25,2.0354834,0.8469067,0.3359479,3.813789,0.2263718
26,2.0565012,0.82766616,0.40695283,3.4973912,0.27149987
27,1.9345285,0.854366,0.2952929,3.8258154,0.24417593
28,2.0496106,0.8376988,0.33990967,3.9351912,0.2254297
29,2.1533613,0.8598524,0.32356575,3.4043255,0.34188032
30,1.954696,0.84933615,0.3181738,4.340073,0.21148513
31,1.8355367,0.8223602,0.32075244,4.336768,0.23580207
32,1.8662957,0.8293129,0.28639174,3.939777,0.230406
33,1.9520526,0.8394009,0.35357496,4.420048,0.19713357
34,1.998646,0.85222656,0.30992296,3.8479738,0.22909805
35,2.1139572,0.8529163,0.35480872,3.6496797,0.28208125
36,2.0743835,0.84668565,0.3550758,3.822001,0.25959355
37,1.923956,0.8456088,0.27697578,4.014743,0.23122394
38,1.8026727,0.7973081,0.325162,4.3986645,0.22927941
39,1.9765549,0.840286,0.33135492,3.8671408,0.2439672
40,1.7660578,0.7384379,0.36194366,3.9965332,0.24488054
41,1.9561063,0.8145624,0.35862336,3.8561525,0.23045833
42,2.0872033,0.8514206,0.41125724,3.9544382,0.24843639
43,1.9872565,0.8505625,0.30918133,3.6769063,0.2847618
44,1.9429095,0.84202546,0.29167324,4.065091,0.22085059
45,1.9880222,0.84545213,0.29927757,3.7985203,0.25864932
46,2.0777605,0.8565166,0.42685193,3.41778,0.29845405
47,2.1749296,0.84626746,0.3850883,3.508388,0.33242851
48,1.6315597,0.58124554,0.58189446,4.3728924,0.21045963
49,1.9956026,0.8620878,0.30305976,4.0769134,0.22546475
50,2.0316856,0.8548097,0.34454358,3.3712738,0.32793957
51,1.9772773,0.8381526,0.36891115,4.0428705,0.23102906
52,2.0081456,0.85232383,0.34379452,3.94163,0.2355579
53,1.9113122,0.8545997,0.22784597,4.0828495,0.2284879
54,1.8625501,0.77843493,0.34539562,4.4622173,0.20875561
55,1.8918518,0.8464415,0.3250426,4.3154426,0.21911442
56,1.723033,0.68325347,0.39445376,4.163452,0.21278873
57,1.9664822,0.8575233,0.28866997,4.425942,0.20916066
58,2.1014628,0.8442426,0.40785366,3.689507,0.26696655
59,1.9462157,0.8505683,0.32026494,4.049095,0.23317365
60,1.9679376,0.84341896,0.36244556,3.767855,0.23515703
61,1.9297827,0.8419971,0.26098484,4.346849,0.21670736
62,1.8035994,0.7390337,0.37227932,4.386826,0.22418453
63,2.0002563,0.8414642,0.32865214,4.073124,0.21957433
64,2.2752454,0.83584434,0.41867936,3.6356285,0.31313142
65,1.8720126,0.8360513,0.28044897,3.928545,0.24496895
66,1.9086889,0.83936787,0.3006859,3.9203749,0.24499509
67,2.0106502,0.852756,0.30654907,3.5158572,0.26511994
68,1.9380267,0.8456766,0.31972262,4.371144,0.20828268
69,2.0507188,0.84799916,0.37643304,3.8972948,0.23454845
70,2.0404174,0.85393935,0.30731598,3.9801726,0.22610582
71,1.9059222,0.8270364,0.28453857,4.529695,0.19725029
72,1.7977527,0.7980284,0.28411058,4.057701,0.27822825
73,1.93275,0.8060055,0.26571605,4.066038,0.23557942
74,2.102445,0.84273887,0.4406324,3.6571517,0.28808144
75,1.8652004,0.8236008,0.29295,4.3963966,0.22781809
76,1.9855278,0.8369764,0.38768357,3.9695947,0.24686839
77,1.9242566,0.85801333,0.27785802,3.9113364,0.23386334
78,1.9744656,0.8525415,0.31985095,3.9154274,0.2281036
79,1.9898238,0.83273333,0.36564952,3.9282317,0.24025072
80,2.0729961,0.8550321,0.3148669,3.8707783,0.26263317
81,2.0777218,0.85499483,0.34544894,3.5157416,0.2804546
82,1.9313416,0.827515,0.37910235,4.3053656,0.20243014
83,1.9360392,0.8441055,0.35609335,3.953805,0.23455763
84,1.9152622,0.84955966,0.24612905,3.894963,0.25991088
85,2.0258253,0.8480333,0.39431953,3.936117,0.23732215
86,2.0352252,0.8608802,0.30523235,3.8208838,0.24822898
87,2.0444367,0.85842645,0.25174242,3.7018034,0.2889463
88,1.972813,0.84530646,0.29619843,3.755313,0.23917182
