,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4
197,0.19129759,0.9483729,2.3323283,-0.04963301,-0.15352984,0.22687685
198,-0.15267096,0.9346997,2.227446,0.00685757,-0.1787298,0.23454621
199,-0.38525903,0.76222426,2.1262434,0.019545607,-0.16937523,0.23167832
200,0.91043824,0.7687661,2.52115,0.010068409,-0.14807928,0.23077843
201,-0.41413438,0.8785303,2.0898838,-0.0050608297,-0.17479073,0.26424783
202,0.34168187,0.92148805,2.293743,-0.023234699,-0.18173449,0.27976346
203,0.32325277,0.83885276,2.2436812,-0.023996755,-0.17690966,0.2786092
204,-0.24100785,0.9137794,2.1580453,0.0015658003,-0.17648569,0.26144367
205,-0.105236694,0.87180316,2.117174,0.013063163,-0.16696984,0.24756896
206,-0.035588,0.85171354,2.0505285,0.00575734,-0.17111507,0.2254471
207,-0.3775942,0.80059344,1.8931885,0.03023921,-0.17803012,0.27775738
208,0.29462537,0.88581043,2.2270482,-0.06508675,-0.15308958,0.28982434
209,-0.33908296,0.8058136,2.2205982,0.021959677,-0.18127981,0.2707534
210,-0.59190744,0.64991486,2.169683,-0.008399922,-0.1742604,0.26312107
211,-0.2863099,0.9211991,2.3310857,0.04417103,-0.16579786,0.2632575
212,0.99,0.6100558,2.8586407,-0.025925161,-0.22354732,0.32165173
213,-0.16483134,0.8654268,2.0944965,-0.012275888,-0.20917967,0.27119553
214,0.57525885,0.96049833,2.339327,-0.025263323,-0.18593258,0.27764985
215,-0.38887838,0.80181557,2.4594836,0.014342363,-0.20721467,0.27858785
216,0.3690466,0.9224794,1.9006712,-0.024738954,-0.19376163,0.28545573
217,0.99,0.71644795,3.0091183,-0.04570326,-0.17007627,0.2703483
218,-0.14034618,0.82861567,2.2834377,-0.0031201234,-0.19364402,0.24967283
219,0.10974442,0.87456065,2.1618426,0.0049942373,-0.15646315,0.27519703
220,-0.37056768,0.7106009,2.0582316,-0.010149583,-0.20569555,0.2490927
221,-0.114602946,0.82261056,1.885052,-0.015553133,-0.13005462,0.26158112
222,-0.4331431,0.80619717,2.505167,0.0010496743,-0.20844404,0.24640992
223,0.029757852,0.89025456,2.1834438,0.0049763825,-0.16980426,0.24189195
224,0.30962288,0.8049251,2.2789297,-0.021000853,-0.19263624,0.26991343
225,-0.112953156,0.8039442,2.0159495,0.03034067,-0.17037141,0.28733328
226,-0.042507716,0.93469656,2.3315465,-0.006656375,-0.15608625,0.2617756
227,-0.15133584,0.82971,2.002507,-0.0126123065,-0.18803059,0.30080605
228,-0.58479434,0.742091,2.2338202,-0.017476603,-0.18837917,0.28223276
229,-0.021405837,0.97835934,2.1881926,-0.0056916582,-0.21798466,0.27716488
230,-0.3499048,0.7411581,2.0492146,-0.053051185,-0.21819709,0.2684764
231,-0.18078807,0.99714106,2.4644728,-0.04118176,-0.18718217,0.26139078
232,-0.5411246,0.78130007,2.15145,-0.016658036,-0.13163972,0.24152137
233,0.99,0.6650753,3.2454336,-0.0538157,-0.14469005,0.26792672
234,-0.7472919,0.5822364,2.1877513,-0.047777,-0.21232428,0.26398674
235,0.48570457,0.9307961,2.0342023,0.015212534,-0.18193853,0.21246947
236,-0.34156942,0.77364045,2.1855357,-0.0076769865,-0.17820895,0.2630604
237,0.08544091,0.8694195,2.4782743,-0.043565523,-0.1748547,0.26895073
238,0.1571914,0.93129253,2.316498,-0.026231281,-0.18913843,0.24895252
239,-0.59839517,0.64465517,2.3770087,0.011851767,-0.16029923,0.26451057
