,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3
253,-0.13879493,0.86321527,2.282725,0.08934424,-0.030676467
254,-0.42837262,0.78265357,2.0088193,0.06813185,-0.03358955
255,0.5005414,0.8389427,2.5125828,0.08851968,-0.012169209
256,-0.009607682,0.93973637,2.2405667,0.0923177,-0.013046345
257,0.18797177,0.89643615,2.3585255,0.055314276,-0.04534012
258,0.33737144,0.80537754,1.9544455,0.043994572,-0.014830028
259,0.5296178,0.9070292,2.1454787,0.04350837,-0.026152333
260,0.38128495,0.98568416,2.2150495,0.05984122,-0.014516806
261,-0.19262886,0.9010061,2.2156336,0.067327805,-0.017768888
262,-0.11395335,0.81280094,1.8879766,0.08800556,-0.03825828
263,0.5999748,0.8547379,2.0077925,0.089879714,-0.037068743
264,-0.1123613,0.8555328,1.8779627,0.07833171,-0.06967142
265,-0.87058777,0.50043,1.9998245,0.08386609,-0.05045734
266,0.4736225,0.7823616,2.0473707,0.055011313,-0.015996356
267,0.37285146,0.8367934,1.9904561,0.073898666,-0.026987368
268,0.36092806,0.9506306,1.89476,0.06897638,-0.013287992
269,-0.67859703,0.67270625,2.1980407,0.056308497,-0.011116794
270,0.59073514,0.77345973,2.2340508,0.07054411,-0.047001775
271,-0.4032888,0.7866972,2.0874639,0.088056386,-0.035177577
272,-0.39392623,0.6894518,2.250311,0.09287754,-0.038841978
273,0.057686277,0.8345201,2.1332333,0.052107565,-0.013239116
274,0.63092476,0.85939324,2.1144707,0.099966876,-0.035187628
275,0.34946615,0.9197532,1.9709288,0.061034713,-0.037938774
276,0.03588063,0.88215774,2.1795366,0.05544024,-0.024583487
277,-0.41471523,0.82526517,1.9716407,0.066176996,-0.03680239
278,-0.7578613,0.6737195,2.5424712,0.09069488,-0.0126339225
279,0.5222496,0.7977806,2.0873053,0.05891347,-0.046732493
280,0.8951393,0.7367675,2.2347102,0.11202136,-0.031580884
281,0.26186925,0.9923858,2.0476906,0.0723739,-0.023392798
282,-0.75105304,0.57022005,2.2599628,0.09897233,-0.038749825
283,-0.10956252,0.8622352,2.0946379,0.085714035,-0.033329204
284,-0.20325369,0.82873744,2.1413171,0.06025174,-0.028467359
285,0.99,0.62498647,1.7829512,0.054491244,-0.020842038
286,-0.50093,0.7202937,2.057879,0.06093524,-0.03194358
287,-0.013561729,0.8538435,1.787365,0.055229083,-0.031135706
288,-0.41195714,0.8400017,2.1565464,0.06807563,-0.02417729
289,-0.50961727,0.69639635,2.1842318,0.08461537,-0.025818944
290,0.51921874,0.95646673,2.1643097,0.0717679,-0.024557052
291,0.4232092,0.8790613,2.1353972,0.07720216,-0.033514675
292,-0.13570079,0.80552775,2.0177054,0.076285325,-0.049371112
293,-0.19986224,0.94394094,2.3982608,0.07778525,-0.03357787
294,0.5016375,0.84829855,2.1410594,0.071040556,-0.04350917
295,0.12411455,0.9133937,2.0878968,0.07371616,-0.03351372
296,-0.61639935,0.731298,2.1232235,0.11254633,-0.029969051
297,-0.1390623,0.9439971,2.0115845,0.067210525,-0.026399428
298,-0.030654488,0.85919243,2.2372735,0.051499195,-0.016535437
299,0.4300803,0.93469083,2.0146265,0.050317314,-0.026687257
300,0.37406683,0.87170625,2.0799084,0.060845226,-0.028008891
301,-0.6631577,0.69280005,2.0911057,0.07910661,-0.023089541
302,0.76690584,0.69288635,2.4032423,0.083124034,-0.01896427
303,-0.61533916,0.7289665,2.134469,0.045910392,-0.020173198
304,-0.6281037,0.72764987,1.9795352,0.091267854,-0.019289045
305,-0.050700665,1.002927,2.188217,0.09303425,-0.008254509
306,0.19137685,0.89485896,2.048763,0.07838665,-0.028459553
307,-0.06587177,0.91957974,2.123771,0.09142736,-0.048718262
308,0.45058155,0.9736699,2.1168005,0.058637016,-0.015233822
309,-0.075987615,0.9958071,2.2778244,0.05945141,-0.009070115
310,0.20824285,0.9077252,1.8954086,0.0780472,-0.024391385
311,-0.99,0.39973933,2.0267286,0.061130956,-0.013509697
312,-0.15183727,0.85185,2.053708,0.077704355,-0.020500496
313,-0.48246428,0.7778756,2.1497705,0.06946736,-0.0219046
314,-0.34475073,0.7876083,1.9882685,0.066011764,-0.020887027
315,0.38655835,0.83143336,2.1895933,0.05316979,-0.025987677
316,0.29149702,0.95289344,2.2708437,0.0772794,-0.033015057
317,0.15933636,1.0827743,1.8301616,0.093718424,-0.019515235
318,0.37383428,0.80448735,1.9399792,0.06355244,-0.021666056
319,-0.8549091,0.5562678,2.210586,0.0961853,-0.016293544
320,-0.25528198,0.7884079,2.125098,0.068960756,-0.023935726
321,-0.004349273,0.98664904,2.117519,0.10070864,-0.02156052
322,0.99,0.63873136,2.5168643,0.09101775,-0.020415267
323,0.13626938,0.8961142,2.0506063,0.07648861,-0.013002195
324,-0.118160374,0.98098,1.8399062,0.070880584,-0.03448648
325,-0.26768747,0.8830285,2.012427,0.038688272,0.005786309
326,-0.04682945,0.9685166,2.1474025,0.08535283,-0.04330411
327,-0.6573416,0.71825904,2.3487432,0.08590709,-0.039761633
328,-0.5228236,0.7116822,2.125977,0.069945715,-0.061713923
329,0.5073818,0.8152505,2.0134642,0.09950007,-0.049962
330,0.6007722,0.9653311,2.141095,0.08201058,-0.014153482
331,0.33472577,0.8714219,1.9406033,0.097758695,-0.02923474
332,0.41915634,1.0122468,2.2599204,0.09417312,-0.021087931
333,0.99,0.5518882,2.1802526,0.01751868,-0.021832787
334,-0.060449358,0.89824384,2.1978798,0.05192373,-0.041788604
335,-0.3252734,0.78329307,1.9352523,0.03377764,-0.037583414
336,0.022048494,0.912091,1.9377097,0.0508158,-0.007838566
337,-0.19123195,0.9045843,2.1817546,0.07125765,-0.032290727
338,-0.5993726,0.7915569,2.2496219,0.058391225,-0.04381341
339,-0.529026,0.7563962,2.1442125,0.073818855,-0.051374193
340,0.21830249,0.8882921,2.1073394,0.08092513,-0.038143285
341,-0.99,0.52007765,1.9042965,0.054962736,-0.004735529
342,0.7657989,0.79242796,2.042443,0.086940356,-0.042352397
343,-0.53457487,0.7516623,1.93434,0.053509768,-0.01824667
344,0.69743,0.84284645,1.9721885,0.06473911,-0.016793618
345,0.25631768,0.770494,2.3873947,0.08673039,-0.038783286
346,-0.038744975,0.9146739,2.2902818,0.055893753,-0.026662486
347,0.2648749,0.7937374,2.1050577,0.0541293,-0.03270843
348,-0.2884207,0.8790571,2.2073078,0.06982053,-0.05679744
349,-0.4086671,0.74599034,2.1177406,0.08499487,-0.045496777
350,0.36265025,0.905291,1.9438301,0.06833543,-0.0314263
351,0.23561002,0.80774146,1.7824057,0.09882355,-0.037431035
352,-0.6046356,0.7855273,2.0892496,0.04952462,-0.013624069
353,-0.24213336,0.863239,2.1116295,0.062973954,-0.03946782
354,0.8875477,0.7947496,2.3343666,0.062348213,-0.020820623
355,0.99,0.60188323,2.1388993,0.097810805,-0.03395277
356,0.29033706,0.86673635,2.0560052,0.040798,-0.042544477
357,0.21154194,0.9225581,2.3271363,0.06257083,-0.05294472
358,-0.31152576,0.9487026,2.11471,0.058369283,-0.04747946
359,0.6720866,0.901408,2.2009964,0.07314554,-0.012131478
360,0.17655487,0.96733695,1.9904934,0.08030412,-0.022610255
361,0.39022028,0.8093523,2.2117252,0.0706435,-0.030319983
362,0.4380962,0.84907806,2.126996,0.046050806,-0.019746684
363,0.2001838,0.8480494,2.0360358,0.08763327,-0.032461826
364,-0.18628076,0.84208316,2.2362974,0.06328513,-0.040028542
365,0.061805643,0.8072739,1.9270043,0.08498507,-0.014297668
366,-0.111711375,0.91067356,2.3000236,0.043796126,-0.053963073
367,-0.1490404,1.0011292,2.1567347,0.05546601,-0.03371347
368,0.05272691,0.95932645,1.9919062,0.085987605,-0.028628586
369,0.2239478,0.94056416,2.0198755,0.08122724,-0.016517445
370,0.69122946,0.8314725,2.233015,0.09866201,-0.036226988
371,-0.3569312,0.8374579,2.0066068,0.044376798,-0.057405718
372,0.30507633,0.93207306,2.160284,0.06690549,-0.014996013
373,0.761316,0.7401231,2.258523,0.030250954,-0.046759475
374,-0.4335431,0.858478,2.4070559,0.03162497,-0.03909279
375,-0.6918855,0.61784387,1.9828572,0.056332923,-0.028982768
376,0.37264153,0.8586909,1.9522827,0.07133656,-0.03738407
377,0.3998235,0.8973371,1.983624,0.07037495,-0.027436722
378,-0.06649544,0.7888748,2.0919764,0.07161737,-0.024422359
379,0.17520751,0.92983556,1.7658716,0.08672466,-0.024549097
380,0.3464344,0.8325422,1.9631786,0.07425859,-0.02532721
381,0.36837843,0.86086965,1.9018455,0.0954085,-0.048575286
382,-0.7721623,0.58293027,1.9481988,0.07457627,-0.017526027
383,0.99,0.70974594,2.164679,0.087505214,-0.02155779
384,0.036765646,0.8912539,2.0394213,0.06319204,-0.01990224
385,0.4125095,0.9273644,2.2618217,0.060331345,-0.042970628
386,0.2864899,0.9675083,2.2891474,0.041716732,-0.013541652
387,0.27324125,0.93879616,1.959304,0.07829964,-0.03529924
388,-0.5195337,0.8416741,2.1232667,0.09144401,-0.02257907
389,0.14975835,0.9593095,2.2938275,0.065273345,-0.019875405
390,0.0030501161,0.8995149,1.9463743,0.07996597,-0.024656959
391,0.01654212,0.9039124,2.2581885,0.07102715,-0.045958355
392,-0.201097,0.86326534,2.124747,0.09686184,-0.034015138
393,0.562387,0.8833559,2.191708,0.06473345,-0.034744292
394,0.24215628,0.8920136,2.1297345,0.08249499,-0.03046791
395,-0.29145852,0.85666645,2.0558112,0.09501123,-0.027626472
396,-0.7929689,0.5636844,2.2252698,0.09723482,-0.041721724
397,0.6910731,0.6972506,1.9276973,0.05542017,-0.01347432
398,0.02109399,1.069167,2.2011032,0.08044737,-0.019281738
399,-0.43398225,0.8110105,2.495898,0.11014208,-0.025470939
400,-0.37419465,0.87927926,2.1834884,0.06992352,-0.02144549
401,-0.3846001,0.87222713,2.1671114,0.07383916,-0.048962343
402,-0.116166465,0.91433257,2.201233,0.04933859,-0.037852496
403,0.084921226,0.99047893,2.2593126,0.08287223,-0.03243599
404,0.3174353,0.9612727,2.311254,0.06927397,-0.031761386
405,0.33931437,0.9405126,1.994856,0.07204724,-0.04638744
406,-0.17247733,0.8442107,2.210012,0.0863257,-0.030152356
407,0.045824043,0.97229034,2.129948,0.071720235,-0.017550852
408,0.1237741,0.96984595,2.4699214,0.050614517,-0.023571309
409,-0.04833521,0.8703144,2.2118843,0.06723337,-0.018253079
410,-0.10155779,0.85522693,2.488296,0.054100554,-0.013328398
411,-0.4661181,0.7576464,2.2571576,0.06730121,-0.013055533
412,-0.16033901,0.9459568,2.0729861,0.0705989,-0.03669239
413,-0.0019973123,0.88868725,2.082326,0.08286984,-0.035081122
414,0.37339017,0.93225265,2.0532131,0.0884045,-0.032302998
