,posterior_g1,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
312,1.8135824,0.5464652,0.1406739205121994,5.705954,0.21656954
313,1.723009,0.66596615,0.16945183277130127,4.5840125,0.28337926
314,1.7144381,0.5625375,0.19266106188297272,4.7255077,0.29756972
315,1.9410787,0.53954506,0.11293204873800278,4.624405,0.3069948
316,1.9232981,0.5072366,0.1268632858991623,4.583192,0.31348178
317,1.8420858,0.61367553,0.11191637814044952,5.3133254,0.16655454
318,1.6432427,0.72169286,0.2194635272026062,5.8244305,0.28647783
319,1.9695637,0.6262547,0.08087018132209778,4.478292,0.31134492
320,1.7615584,0.5606989,0.21581535041332245,5.0793004,0.25875476
321,1.8955456,0.49147895,0.13855841755867004,4.6626744,0.34931937
322,1.9860939,0.6433791,0.10790915787220001,4.1341887,0.40759256
323,1.9336516,0.5506571,0.11651260405778885,4.57893,0.29604855
324,2.0276036,0.7331083,0.06467096507549286,4.2281113,0.28777257
325,1.8779024,0.5430828,0.09713158756494522,4.963735,0.21309295
326,1.9188492,0.5027129,0.14030767977237701,4.705611,0.32633
327,1.7745794,0.49362773,0.23118028044700623,4.902103,0.3539639
328,1.8417234,0.5583395,0.14756076037883759,5.1184177,0.2561546
329,1.8378791,0.5193405,0.15818588435649872,5.185046,0.24252735
330,1.7844812,0.47376043,0.18910112977027893,4.3792667,0.3577157
331,1.793153,0.5643502,0.13815546035766602,5.447947,0.20793903
332,1.7186704,0.674366,0.17096774280071259,5.224343,0.21055971
333,1.9137659,0.56629163,0.08686563372612,5.286638,0.21454033
334,1.8605108,0.5212599,0.13752886652946472,4.6960564,0.27619758
335,1.964286,0.5702455,0.1114630401134491,4.4784894,0.3434782
336,1.8302367,0.5017673,0.1158832460641861,5.3219237,0.22404253
337,1.7043458,0.70741534,0.205818310379982,5.2433805,0.2517786
338,1.8156686,0.51772904,0.1762491762638092,5.2064743,0.2650942
339,1.8487792,0.51082814,0.17092159390449524,4.78865,0.2993632
340,1.7481886,0.5405601,0.17989110946655273,5.014334,0.25266016
341,1.8986406,0.57474726,0.08072701096534729,5.4474525,0.20700403
342,1.9336791,0.5699255,0.10152016580104828,4.528394,0.28372815
343,1.7475796,0.5758794,0.17118756473064423,4.871513,0.25140187
344,2.0858872,0.67831314,0.06382789462804794,3.4643555,0.44174933
345,1.9869283,0.6768681,0.10523497313261032,4.9353147,0.28808996
346,1.9323312,0.4884506,0.0978093221783638,4.3178043,0.3237582
347,1.7806677,0.57814664,0.15439336001873016,4.814592,0.24321058
348,1.7878661,0.5564363,0.17912068963050842,5.3300796,0.24289113
349,1.6245518,0.71637315,0.20664876699447632,4.395937,0.44801617
350,1.7797064,0.6044094,0.1491701453924179,5.611109,0.1680953
351,1.8836548,0.5818484,0.07120081782341003,5.010536,0.21781628
352,1.8588477,0.55830663,0.0931214764714241,4.923658,0.24541669
353,1.6318089,0.6840253,0.2308843731880188,4.716746,0.38384175
354,1.7462815,0.56665355,0.1860782951116562,4.8964787,0.24995288
355,1.8003812,0.5937772,0.11004231125116348,5.592611,0.17081964
356,1.8479463,0.55907387,0.12043412774801254,5.6201305,0.16917232
357,1.7480451,0.57270676,0.16296659409999847,4.77279,0.24947062
358,2.119974,0.741228,0.05028278008103371,4.233348,0.31299758
359,1.8934408,0.49718255,0.14215250313282013,4.5018086,0.32221064
360,1.8154566,0.47901732,0.16560156643390656,4.547712,0.30279443
361,1.7448403,0.5684895,0.1947745531797409,4.862154,0.26850167
362,1.7098949,0.61312413,0.20581968128681183,4.85881,0.26495606
363,1.9080657,0.5571816,0.12121641635894775,4.5462666,0.31665602
364,1.7496955,0.52684814,0.2158229500055313,5.0905724,0.31129777
365,2.0782163,0.7432656,0.05564694479107857,4.1589985,0.31385252
366,1.9068998,0.5635583,0.1195841133594513,5.2392282,0.2600064
367,1.770004,0.54656786,0.20200861990451813,4.266835,0.39986506
368,1.6938784,0.62179434,0.21992912888526917,5.5559926,0.27285594
369,2.0990326,0.8664722,0.04424744471907616,4.3714366,0.28953043
370,1.8480971,0.48827347,0.16054758429527283,5.255304,0.25456083
371,1.8209884,0.48624307,0.1715555191040039,5.6154613,0.25209817
372,2.0349987,0.7074944,0.10300706326961517,3.8741777,0.4224599
373,1.9108281,0.49019274,0.10542663186788559,4.4835153,0.309745
374,1.857616,0.52665955,0.1564725935459137,4.6133513,0.2959556
375,1.7995305,0.5782076,0.17192356288433075,5.085314,0.24859151
376,1.6444958,0.6862889,0.1794561743736267,5.1223555,0.2426294
377,1.7855852,0.5442019,0.19376999139785767,5.68908,0.2148506
378,1.8573469,0.53260434,0.15740470588207245,5.1827717,0.2667374
379,1.6949695,0.72816163,0.18863438069820404,4.540256,0.3086727
380,1.9723434,0.61663294,0.09026138484477997,4.388689,0.32176
381,1.850516,0.51277554,0.1278381645679474,5.1024113,0.2306552
382,1.6784837,0.60033834,0.21588760614395142,4.4368834,0.44489485
383,2.0141816,0.75552905,0.06785791367292404,4.4752893,0.2834635
384,1.7975199,0.51901066,0.17597036063671112,5.80146,0.23178904
385,1.8209571,0.54459655,0.17795591056346893,5.251605,0.26344952
386,1.8582605,0.5750512,0.1389247179031372,5.041406,0.2182468
387,1.6972117,0.62604517,0.231125608086586,4.3467693,0.45305786
388,1.7579004,0.5897747,0.18298330903053284,4.931459,0.26563397
389,1.9044601,0.4680452,0.15913686156272888,4.9425654,0.31896362
390,1.6327425,0.84117717,0.16697819530963898,5.7291074,0.22690661
391,1.5318056,0.8971595,0.2135559618473053,5.9793067,0.31591412
