,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6
153,-0.67345434,0.24979202,2.8985896,-0.57716787,-1.4043796,0.2793378,-0.54576993,1.255997
154,-0.773603,0.2869143,-0.16603968,2.3292534,0.9552081,0.20246948,2.3460665,-1.0829637
155,-0.73130226,0.27947566,3.562742,-1.3309739,-1.9682405,0.18383177,-1.269308,2.0545006
156,-0.6148345,0.2967598,1.1269466,1.0951254,-1.2671572,0.3321624,1.0439224,1.091187
157,-0.72550505,0.26611358,4.8703856,-2.5263844,1.2024229,0.3446055,-2.5471547,-1.4184698
158,-0.546749,0.29244998,1.8728492,0.41760278,0.60026044,0.32302415,0.41017994,-0.8619849
159,-0.43761384,0.3561176,3.2809536,-1.2169393,-1.820315,0.43529406,-1.1419322,1.5384836
160,-0.724473,0.27674413,2.2720976,0.04833211,-1.2468042,0.2955565,0.06990999,0.97029424
161,-0.49937713,0.35231248,0.058331147,2.2040377,-1.5703865,0.43325633,2.2106817,1.2493832
162,-0.6392271,0.32915506,1.4162012,0.81477934,-1.649038,0.21234412,0.70149,1.4932904
163,-0.5898466,0.2980099,2.9032977,-0.69142765,2.263074,0.35542193,-0.6564909,-2.4363525
164,-0.5670765,0.33002096,0.75256056,1.5592407,-0.669904,0.36971238,1.4957204,0.42193043
165,-0.69714653,0.2793631,1.1727031,0.93647575,1.8832932,0.38174266,0.905106,-2.0659573
166,-0.51372993,0.31087852,0.7069801,1.4514897,1.0600353,0.33390346,1.4643781,-1.2744226
167,-0.36778298,0.3528527,2.150764,-0.016812753,-0.16012688,0.31543368,-0.035108212,-0.094566256
168,-0.637305,0.27332866,1.9123048,0.39231828,-1.6108598,0.4197948,0.42418295,1.3265457
169,-0.5389485,0.29428947,-0.5227301,2.790192,-0.27055594,0.41608986,2.7423246,0.014121794
170,-0.50876397,0.34486806,2.8737528,-0.58540857,1.795563,0.3089706,-0.5929444,-1.9073335
171,-0.49553546,0.35166264,-1.24432,3.4387157,-1.0129075,0.1389426,3.3684351,1.0779827
172,-0.54581106,0.33129242,0.19984232,2.028306,-0.9154004,0.37129527,2.049603,0.65072495
173,-0.6873255,0.26845014,1.5723891,0.6197334,0.047402855,0.1120258,0.63779545,-0.12939084
174,-0.480395,0.3365126,4.0828,-1.9495595,0.9467337,0.31899345,-1.934556,-1.1046299
175,-0.8271285,0.24727589,1.8632929,0.27703372,-2.943232,0.21927236,0.25001562,2.801639
176,-0.6683137,0.2746174,0.69123757,1.5044646,-0.879451,0.40319335,1.5592092,0.64130825
177,-0.63552094,0.2667964,-0.48639584,2.560802,0.01604362,0.15745035,2.5383513,-0.15585071
178,-0.63986814,0.305219,3.3391795,-1.2501879,-0.5093445,0.20094652,-1.2142929,0.41760963
179,-0.47385517,0.3203783,2.57094,-0.4344483,2.8402245,0.2591971,-0.4434135,-3.021765
180,-0.5114419,0.29283047,2.4332254,-0.105125144,1.445559,0.3795611,-0.05268494,-1.7007104
181,-0.50346905,0.3421501,2.1726317,-0.06982399,1.1864735,0.16782102,-0.040108297,-1.1832519
182,-0.6641728,0.23976953,1.1820462,1.0364825,0.76771647,0.30340815,1.032692,-0.9556455
183,-0.6447597,0.33435613,1.0598612,1.1069016,0.11347661,0.38746586,1.119525,-0.35100827
184,-0.7617971,0.25081062,4.507723,-2.1879292,0.7346139,0.23300518,-2.1892564,-0.83879507
185,-0.60798466,0.30145422,1.4647168,0.7917195,-1.7839078,0.21183908,0.7361042,1.7584653
186,-0.5145962,0.33661312,0.10132308,2.2727776,-0.59786636,0.24001284,2.2737799,0.50885814
187,-0.39197347,0.31922328,1.5670062,0.64693856,-0.79763097,0.25838986,0.62636566,0.70541656
188,-0.5740847,0.3308453,1.8629045,0.23437077,1.5044631,0.21498731,0.23565193,-1.6718302
189,-0.8779416,0.23192228,3.033108,-0.7084112,0.2262597,0.349824,-0.7764228,-0.38152224
190,-0.4975477,0.3290757,0.2529554,1.9373174,1.0203305,0.21199842,1.9229804,-1.0913918
191,-0.49555972,0.32715005,-2.2964208,4.4188776,-0.18899927,0.29954013,4.468326,0.028427444
192,-0.45506182,0.3329602,0.37622574,1.8208921,-0.87695783,0.42966604,1.9149452,0.58799493
193,-0.4768306,0.33724147,2.5082195,-0.32083467,-0.60083777,0.21015234,-0.4260035,0.41669843
194,-0.43145987,0.32657722,0.71122545,1.6282728,2.5390763,0.35775462,1.6217209,-2.7819595
195,-0.7747898,0.25433573,2.5481308,-0.21935235,-1.1168307,0.30360913,-0.2833273,0.9559444
196,-0.55824995,0.30062568,2.2543561,-0.10916697,0.38710085,0.4874382,-0.21008474,-0.801773
197,-0.46637252,0.35313925,3.0708025,-0.9239247,0.7771577,0.26684362,-0.93043727,-0.97842664
198,-0.5560357,0.3367835,2.310527,-0.054761805,-1.9087975,0.3971569,-0.06376747,1.7303796
199,-0.45376667,0.33098575,-0.15550089,2.3583028,-2.5315382,0.0859382,2.3628237,2.617098
200,-0.8480679,0.25660858,1.1938571,0.9163003,0.83270013,0.39004585,0.9093434,-1.1514443
201,-0.82433623,0.24615164,1.2966124,0.9963814,0.50613356,0.3990436,1.0290486,-0.9465674
202,-0.47807246,0.3188607,-0.6842685,2.9253893,0.89762884,0.210327,2.9114025,-0.9341174
203,-0.488337,0.31893757,-0.7873852,3.074033,-0.77026933,0.31787232,3.2101488,0.553625
204,-0.7383494,0.24063326,0.49613723,1.698167,0.22090483,0.31750664,1.6575987,-0.2870471
205,-0.5291466,0.32030672,1.0325133,1.3004944,0.9589397,0.3007096,1.293112,-1.2084439
206,-0.55009097,0.31160548,0.3522337,1.8223574,0.4619253,0.32807484,1.779871,-0.6999808
207,-0.55586994,0.32402724,1.2997603,0.9411881,1.3218788,0.35409462,0.9108999,-1.548987
208,-0.444041,0.3367329,1.0321351,1.2229414,-1.2984906,0.16742091,1.2399384,1.227586
209,-0.4689114,0.35270762,-1.1533331,3.431425,-1.8152908,0.30135375,3.3719773,1.7590599
210,-0.7462616,0.2299338,2.115127,0.0706177,1.2693948,0.23939562,0.17357995,-1.3493516
211,-0.68611234,0.27895564,1.3376617,0.8451135,-0.78462845,0.2566665,0.8940412,0.64697444
212,-0.8800671,0.23959987,-0.9100352,3.1612709,1.2687007,0.16389549,3.1474142,-1.219661
213,-0.83236915,0.24155153,2.129837,-0.028111205,-3.2546163,0.30307332,-0.058415134,3.083693
214,-0.7118428,0.27429935,1.5778176,0.7507743,1.5744717,0.22633131,0.72810495,-1.7405137
215,-0.5007047,0.332302,-0.15158027,2.4371064,-1.3588012,0.2416918,2.4222264,1.1672475
216,-0.4553112,0.31029376,2.271366,-0.022410545,-0.7750949,0.26793775,-0.062293895,0.6444939
