,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho,posterior_g1,posterior_g2,posterior_g3,posterior_g4
0,0.8757054,0.816728,7.188636,0.33911678,2.8403234,0.9015698,1.0785034,1.1793994
1,0.76342666,0.8053622,4.2914386,0.6868893,2.6736221,0.97646534,0.9274005,1.1435001
2,0.79513514,0.8324637,3.5590057,0.8729981,3.064296,1.1086001,1.089097,1.2810386
3,0.17048995,0.8468586,4.264711,0.9714833,2.2310212,1.0602798,0.9847275,1.1161883
4,0.6736961,0.8201656,5.2421603,0.5282894,2.8112183,1.104342,0.9370321,1.1360282
5,0.68997896,0.82913184,4.732056,0.8534668,2.915134,0.93272334,0.97675985,1.0469489
6,0.685151,0.7903716,6.7903156,0.3071686,2.6889505,1.0929883,1.0118072,0.9980232
7,0.77775913,0.81080633,5.627223,0.4357979,2.697968,1.0297884,0.92617315,1.0991466
8,0.6595837,0.8030034,7.5649076,0.37236816,2.7076328,1.1070837,1.0751541,1.1112534
9,0.8352896,0.8119654,3.0757415,0.9701889,3.2647667,1.0947862,1.0423106,0.9126892
10,0.5210411,0.85453236,2.4141827,0.8474187,3.3748374,1.2783414,0.9534722,0.9632191
11,0.7227678,0.8131041,3.1498177,0.8389843,3.0687857,1.1897475,1.0766102,1.1529566
12,0.68716115,0.8353911,4.1517534,0.58821464,3.1422427,1.0433906,0.7879623,1.0356604
13,0.69181687,0.80497235,5.2455797,0.61232513,2.9447482,1.0969253,0.9925076,1.0966562
14,0.7989621,0.81620586,3.2739995,0.91505367,2.9594183,1.0757506,0.99517846,1.2622507
15,0.63724786,0.8234798,4.551472,0.6387142,3.1382935,0.96954817,0.97049963,0.9244623
16,0.54160804,0.7892007,3.0349455,0.9638779,3.03226,1.0482956,0.9831132,1.2127913
17,0.69637066,0.8136785,3.3184843,0.9067938,2.953394,1.0651687,1.0251122,1.2409179
18,0.72277504,0.7905168,4.754798,0.5089199,2.7753453,1.0537382,0.9255143,1.1008248
19,0.7483769,0.7981216,7.2739134,0.36344478,2.9299953,0.85051686,0.9498404,1.1269683
20,0.9043095,0.903132,4.2918305,0.30836567,3.3086019,1.0278363,1.0309061,1.3250169
21,0.6399335,0.806799,3.9244602,0.8021072,2.4758813,1.018244,0.9084697,1.1575114
22,0.5172315,0.8056114,3.3136895,0.9857964,3.0410383,1.1479667,0.97503173,0.9733284
23,0.77256775,0.7986517,4.405502,0.7318312,2.7135584,1.1692585,1.0085392,1.0952374
24,0.82535595,0.8073026,5.1296124,0.46154794,2.5999265,1.1003052,1.0423673,1.1175145
25,0.80429184,0.9100606,3.395633,0.4504878,3.5563009,0.9775404,1.034471,1.0436765
26,0.5331652,0.8003422,3.3719225,0.89688027,3.0122116,1.1056558,1.0735673,1.1346484
27,0.6845739,0.8027866,2.867907,0.95483804,3.2113025,1.1175839,0.9179021,1.1574607
