,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho,posterior_g1,posterior_g2,posterior_g3,posterior_g4
0,0.8312887,0.753904,3.6124542,0.583758,3.281589,0.9705618,1.013826,0.9876023
1,0.79057413,0.8327933,6.9115887,0.3979801,2.526814,0.8881682,0.92475873,1.0220687
2,0.6645203,0.797996,5.1599097,0.56752646,2.672739,1.0351583,1.1406529,0.90479594
3,0.5765549,0.77525216,4.926821,0.55346656,2.7781727,0.95124143,1.0035789,0.8769719
4,0.8141188,0.7878646,6.165697,0.28254554,2.9502182,0.91497934,0.88857096,1.0169034
5,0.66106147,0.811676,4.9033923,0.6165313,2.5217247,0.9772222,0.9992674,1.1363366
6,0.8253725,0.77583677,6.091335,0.3541158,2.6270306,0.9065584,0.9765131,1.0132406
7,0.7407761,0.7594093,4.6643972,0.58543235,2.7908363,0.9521853,0.93271744,1.1303862
8,0.7190923,0.7983148,4.661121,0.6927136,2.6370862,0.9041369,0.9463865,1.0559558
9,0.6677304,0.81700623,5.1990213,0.66607636,2.8875177,0.92990816,0.9572072,1.0473948
10,0.7167618,0.8061173,5.171187,0.53029555,2.863995,0.90001094,1.0765673,0.96031857
11,0.71843594,0.8117513,4.088917,0.93938524,2.8907084,0.9986246,0.95469856,1.0381322
12,0.56622493,0.7813129,4.5860863,0.54605585,2.745052,0.8781441,1.0874735,1.0370975
13,0.76649475,0.7962817,6.339592,0.33902973,2.7127779,0.9171443,0.9234855,0.94191396
14,0.66848063,0.790905,4.9464097,0.5918248,2.6392806,0.99621665,0.9271924,1.0596446
15,0.6870413,0.7792705,5.8220425,0.33730757,2.8761485,0.9113478,0.9270675,0.9089844
16,0.6092708,0.7063552,3.5232725,0.8402345,2.0479114,0.9616319,0.9327203,0.99232614
17,0.7737269,0.79553485,5.5935197,0.40956527,2.5823238,1.0172106,0.9522145,0.996079
18,0.7475461,0.74096656,5.586334,0.35712782,2.9178834,0.87540317,0.88897336,1.0997069
19,0.55525273,0.75208455,3.02441,0.7601169,3.127204,0.8338904,0.97384757,1.0279417
20,0.7330665,0.7946823,5.805211,0.43157578,2.3426683,1.0028256,1.0231638,0.92241114
21,0.6587648,0.81232506,5.3847213,0.57833123,2.5188289,0.9549498,1.0133001,0.9644943
22,0.67485386,0.7747211,5.14788,0.48552942,2.5727873,0.8091025,0.99648523,1.0295309
