,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho,posterior_g1,posterior_g2,posterior_g3,posterior_g4
0,0.6596281,0.815721869468689,5.751223,0.49896306,2.7612212,1.0976934,0.90961754,1.0810422
1,0.60766363,0.8103530406951904,6.8432364,0.36821082,2.4702778,0.8127014,0.92024916,1.0769181
2,0.8836187,0.29596176743507385,2.4236708,0.04054272,3.424307,0.9997069,1.0216347,1.1185403
3,0.6131456,0.8099415302276611,4.909647,0.6586622,2.7373548,0.9702116,0.94963425,0.977341
4,0.73538303,0.8311681747436523,2.9434257,0.92725015,3.183792,1.1057128,0.8978672,1.1269157
5,0.79058945,0.8249883055686951,7.15639,0.41919792,2.6256554,0.99661183,1.0155373,0.9951468
6,0.6308933,0.8240967988967896,3.6216912,0.74122196,2.8831728,0.98662126,1.1596392,1.0246745
7,0.5545897,0.8267691135406494,3.9172492,0.8270893,2.6753564,0.84562856,0.96271515,1.0178733
8,0.8935815,0.8420117497444153,4.4249067,0.5453408,3.1115685,1.0439737,0.9029203,1.068787
9,0.60044897,0.8211724758148193,3.3973365,0.76540214,2.8875413,1.0060548,1.1638081,0.9267512
10,0.5602367,0.8468794822692871,4.6459293,0.76331997,2.8093164,1.1086959,0.9161046,0.8491994
11,0.6845318,0.8133692741394043,3.7476408,0.80359834,2.8487484,1.0387632,1.055435,1.0124346
12,0.67379725,0.8186119198799133,7.9858117,0.3109327,2.972887,0.91721153,1.0160971,0.857808
13,0.64622235,0.8124887347221375,4.1980667,0.9039312,2.8313537,1.1278629,1.0500358,0.9316575
14,0.8608986,0.8201910853385925,4.332276,0.5718783,3.1099114,1.0677533,1.0152162,0.858948
15,0.7100968,0.8315066695213318,3.1944873,0.94508594,3.1981108,0.9335463,0.91251695,0.93612933
16,0.52683926,0.8007819652557373,3.2414377,0.95604926,2.9872985,0.82126665,1.0421702,0.95423263
17,0.7528087,0.823063850402832,5.470133,0.6407577,2.4531212,0.9597076,1.078936,0.96661925
18,0.93411666,0.8079756498336792,8.434813,0.23292066,3.1089604,1.0505778,0.91747254,0.88486284
19,0.61439687,0.8118680715560913,4.854428,0.7176862,2.4250333,1.0341926,1.1986878,0.96215093
20,0.56815803,0.8379654884338379,5.035709,0.7179348,2.6678479,0.9041815,1.1472596,0.90611833
21,0.6227451,0.8191185593605042,3.7153137,0.7718111,2.834705,0.9765871,0.7587901,1.0035568
22,0.6896881,0.8248682022094727,5.2366934,0.52382594,2.7325647,0.9748698,0.97227836,1.0017779
23,0.5975802,0.8275554180145264,4.230819,0.65473694,2.6030388,0.92565274,1.1764265,0.86990476
24,0.5840554,0.8089748024940491,3.950141,0.88523936,2.6772738,1.0395834,1.182215,0.99879676
25,0.69000965,0.8168084025382996,4.7129025,0.7699655,2.8614514,0.98935556,0.85845566,0.90608424
26,0.6188709,0.8316202759742737,3.6394508,0.97609633,2.9852688,0.9276099,0.9444039,1.0721855
27,0.64591134,0.8126577138900757,4.3423934,0.9560144,2.5691557,1.0453511,1.1285797,0.97260153
28,0.7570962,0.8267850279808044,6.1214614,0.55367905,2.5117307,1.0335318,1.148356,0.9256854
29,0.6531254,0.8086065649986267,4.6918645,0.52241117,2.8490148,0.86714077,0.9954528,0.88974535
30,0.6476845,0.818708598613739,4.2818327,0.53464997,2.9654593,0.89523035,0.8941744,0.9947437
31,0.6640903,0.816435694694519,4.8566294,0.5827367,3.0475042,1.0061431,1.0101331,0.90728897
32,0.5379196,0.8041213154792786,3.4209933,0.87452227,2.898114,0.89978915,0.99641967,0.93674695
33,0.76703584,0.8371618390083313,4.2253494,0.49618146,3.0093253,1.1562399,0.9728653,0.9309054
34,0.5622478,0.8306494951248169,4.54588,0.5936079,3.1007118,0.8960282,0.8780787,0.87854636
35,0.76011336,0.808880627155304,5.8784394,0.55720174,2.7139876,1.0007998,1.0783647,0.9010789
36,0.7130013,0.818175196647644,5.6028056,0.4818258,2.849879,0.8768406,1.0731168,0.9782333
37,0.5780472,0.8436271548271179,4.912358,0.7406777,2.5456038,1.059733,0.9024615,0.94870603
38,0.676876,0.8034462332725525,4.774642,0.4080385,2.849067,0.9996094,0.85146815,1.0790672
39,0.7869714,0.8338701725006104,5.2641435,0.53680885,2.9141161,1.039788,0.9872534,1.0324326
40,0.69650936,0.7963662147521973,5.071423,0.5551982,2.942999,0.914869,0.9389969,1.0759163
41,0.5381309,0.8288417458534241,5.3664985,0.63710666,2.4931436,1.1049148,0.8794432,0.8375892
42,0.6011367,0.8427608609199524,3.1387045,0.9305744,3.0655205,0.9474235,0.89591515,1.2020111
43,0.69448155,0.8083759546279907,4.0884924,0.6880898,2.7116995,1.1565614,1.0690328,1.0587538
44,0.93840706,0.7732963562011719,3.1225705,0.64165115,3.257098,1.0796958,1.0707482,1.0495815
45,0.8717055,0.7920228838920593,6.2267056,0.34504658,2.7691429,1.1051688,1.0797198,1.014157
46,0.6870547,0.8206629157066345,6.6534047,0.4798214,2.826993,0.9917145,0.9164976,1.141823
47,0.6555652,0.755140483379364,7.224027,0.346804,2.270228,1.060774,1.0224843,0.943784
48,0.9108213,0.7887616753578186,6.297546,0.3839022,3.3579473,0.8941221,0.90935844,0.8942913
49,0.6554205,0.8125873804092407,3.4022362,0.82388914,3.0255635,1.0217186,0.9288243,1.1396834
50,0.69283795,0.838655948638916,3.5993042,0.84529924,2.9997518,0.88994735,0.9308776,0.99952865
51,0.596431,0.8212680220603943,6.353,0.58709186,2.4098155,1.1103953,1.0010805,0.8509879
52,0.66948664,0.8267163038253784,4.305944,0.6144051,3.1560016,1.0061609,0.7457433,0.90715224
53,0.6301025,0.8068262338638306,4.3803325,0.5311322,2.9157696,0.78553736,0.81809413,1.0101944
54,0.7302125,0.7967795729637146,5.72453,0.46790367,2.8070183,0.9128168,0.846242,1.0310764
55,0.8016244,0.8106192946434021,5.4082036,0.47185698,2.889114,0.9459531,1.0279973,0.8658442
56,0.659795,0.8051331639289856,4.9853625,0.64410466,2.301221,0.95563585,1.0670856,1.2184589
57,0.645956,0.8174228072166443,2.9109926,0.96203107,3.0415199,1.0059652,1.0220432,0.9628321
58,0.8103799,0.8130179643630981,3.70191,0.7463394,3.1911461,1.0465848,1.0254134,0.8508674
59,0.597695,0.8323359489440918,4.3220134,0.68118966,2.7967503,1.0723941,0.88571596,0.9141775
60,0.53369236,0.8031633496284485,5.142262,0.847176,2.3667018,1.0127151,1.0803697,0.94715023
61,0.5837869,0.7940487861633301,3.5327826,0.83353263,2.89929,0.95038664,0.99910367,1.117606
62,0.6336346,0.8307486772537231,3.1729684,0.90348095,3.0011199,0.8453789,1.061091,1.0893617
63,0.49583328,0.8310272693634033,5.2049627,0.97429717,2.437683,0.9369672,0.9223775,1.0471128
64,0.7053636,0.8273168802261353,3.901334,0.882436,3.0301995,1.0186942,0.8629365,0.97222286
65,0.62123406,0.8079409599304199,4.434994,0.8953275,2.751197,0.98693043,0.90308845,1.0069556
66,0.66295403,0.81473308801651,4.9464216,0.7165433,2.5604415,1.0761336,1.0428408,0.9065007
67,0.74918723,0.8037481904029846,3.671229,0.9087733,2.7155123,0.92310274,1.1812214,1.1264514
68,0.71607655,0.8307294249534607,6.3453894,0.40840483,2.985242,1.0856524,0.89589757,1.0140456
69,0.67419475,0.8199636340141296,5.3372836,0.53073066,2.7321723,0.9508634,1.0496118,1.1371019
70,0.684941,0.8414396643638611,5.4173155,0.65530145,2.7873874,0.9867272,1.1291773,0.9300337
71,0.78112805,0.8104478716850281,2.9795792,0.8619057,3.2280614,0.88557255,1.0457721,0.9668646
72,0.6588856,0.8503619432449341,4.428563,0.7065386,2.5218499,1.1445518,0.9454172,0.93828756
