,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho,posterior_g1,posterior_g2,posterior_g3,posterior_g4
0,0.7030022,0.7650835,2.5638964,0.9396025,3.3210368,0.9964225,0.95522213,0.9639
1,0.8022224,0.7842064,2.8592103,0.8272693,3.2273796,1.077982,0.9759197,0.98353267
2,0.7292721,0.77241564,3.0985198,0.8235755,3.2310693,0.97858053,0.97330487,1.1140692
3,0.64893246,0.80893284,4.887679,0.52542377,2.9657197,1.07776,0.9719645,0.9622485
4,0.70227855,0.77472997,6.8538337,0.23662077,2.5779936,1.0152136,0.9456585,1.0892973
5,0.71879303,0.8078521,6.4913344,0.27562556,2.536916,0.96292776,0.9537417,0.9697482
6,0.63210225,0.7927742,5.5576453,0.33766994,2.8204622,0.9656538,0.87642306,1.0110819
7,0.6897159,0.79026145,6.30554,0.30901322,2.6568158,1.0256771,0.9704332,1.1477464
8,0.6706761,0.78122073,4.8567324,0.34166628,2.9379027,1.1210703,0.89460677,0.94278157
9,0.66904396,0.77787715,5.0004306,0.27602822,2.8558466,1.0258495,0.78048146,0.97415555
10,0.8924281,0.8209912,6.362714,0.22062549,2.2821064,1.0309352,1.0724429,0.99003494
11,0.7066086,0.77570534,7.505759,0.14562671,2.769004,0.9211912,0.8938353,0.89013577
12,0.76128334,0.7693087,5.2287025,0.35784125,2.9018264,1.0393587,1.0057353,1.0054333
13,0.62265325,0.78768843,5.184663,0.39514238,2.8093805,1.0610328,0.87247425,0.88599336
14,0.7585257,0.785884,4.9695177,0.43679923,2.7501686,1.0844026,1.0143377,1.0208616
15,0.7068622,0.78564924,6.193627,0.2638623,2.6166124,1.1122944,1.1038908,0.89359784
16,0.7132288,0.81960857,6.032119,0.2714916,2.473213,0.9477565,0.85254174,1.0436095
17,0.7104239,0.7922491,5.9296474,0.32124093,2.8054516,1.0631436,0.9334676,0.9853676
18,0.7312033,0.77032995,6.065193,0.29210377,2.7673519,0.954214,0.89537114,0.95252717
19,0.73275554,0.7843511,5.745215,0.28797635,2.8484526,1.0141212,1.0974436,1.0447879
20,0.7356353,0.7764059,7.0917034,0.19298333,2.6523538,0.9642918,0.91025263,0.9539737
21,0.67034215,0.7948296,5.10591,0.40884304,2.9356964,1.054759,1.0289567,1.0407343
22,0.7025531,0.7878491,5.9476514,0.28343084,2.8708465,1.0159358,0.923401,1.0203563
23,0.7418402,0.7887463,5.3717785,0.41928986,2.6785405,1.0180827,1.0800765,0.9149278
24,0.74676037,0.77195096,3.1445417,0.64770687,3.2004137,1.0067786,1.0975567,0.9845822
25,0.71596926,0.78444153,6.0155935,0.27416605,2.8674355,0.9368897,0.9307347,0.9101241
26,0.66213024,0.7931747,3.6362982,0.6839255,3.1242325,0.93689543,0.9395731,1.1662799
