"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"123449","2",2,4,"DY-M2","calculo_WIS/WIS_phi_train_quantileDY-M2.RData","calculo_WIS/errores_train_quantileDY-M2.RData",FALSE,380.896013498306,1.8,436.5
