"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"126006","8",8,4,"D2-M1","calculo_WIS/WIS_phi_train_quantileD2-M1.RData","calculo_WIS/errores_train_quantileD2-M1.RData",FALSE,590.112122058868,1.8,436.3
