"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"126015","1",1,4,"DY-M1","calculo_WIS/WIS_phi_train_quantileDY-M1.RData","calculo_WIS/errores_train_quantileDY-M1.RData",FALSE,371.181934833527,1.8,436.5
