"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"123795","6",6,4,"D4-M7","calculo_WIS/WIS_phi_train_quantileD4-M7.RData","calculo_WIS/errores_train_quantileD4-M7.RData",FALSE,802.702422142029,1.8,437
