"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"123851","9",9,4,"D5-M4","calculo_WIS/WIS_phi_train_quantileD5-M4.RData","calculo_WIS/errores_train_quantileD5-M4.RData",FALSE,849.482651948929,1.8,436.7
