"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"126004","6",6,4,"D1-M6","calculo_WIS/WIS_phi_train_quantileD1-M6.RData","calculo_WIS/errores_train_quantileD1-M6.RData",FALSE,159.36546421051,1.8,436.7
