"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"123457","6",6,4,"DY-M6","calculo_WIS/WIS_phi_train_quantileDY-M6.RData","calculo_WIS/errores_train_quantileDY-M6.RData",FALSE,375.626899719238,1.8,436.9
