"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"123456","5",5,4,"DY-M5","calculo_WIS/WIS_phi_train_quantileDY-M5.RData","calculo_WIS/errores_train_quantileDY-M5.RData",FALSE,384.887652397156,1.8,436.8
