"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"123787","3",3,4,"D6-M2","calculo_WIS/WIS_phi_train_quantileD6-M2.RData","calculo_WIS/errores_train_quantileD6-M2.RData",FALSE,353.2206594944,1.8,436.6
