"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"123447","7",7,4,"DY-M7","calculo_WIS/WIS_phi_train_quantileDY-M7.RData","calculo_WIS/errores_train_quantileDY-M7.RData",FALSE,376.684899806976,1.8,437
