"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"123432","2",2,4,"D3-M3","calculo_WIS/WIS_phi_train_quantileD3-M3.RData","calculo_WIS/errores_train_quantileD3-M3.RData",FALSE,352.126352787018,1.8,436.6
