"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"123778","10",10,4,"D5-M5","calculo_WIS/WIS_phi_train_quantileD5-M5.RData","calculo_WIS/errores_train_quantileD5-M5.RData",FALSE,827.419386386871,1.8,436.8
