,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho,posterior_g1,posterior_g2,posterior_g3,posterior_g4
0,0.570517,0.972926,4.513068,0.47875723,2.3945906,1.0887159,0.9149155,0.9610939
1,0.38741767,1.116976,4.543952,0.4568869,2.7623382,0.9727104,0.80590904,1.0406414
2,0.5327862,0.95824903,4.8439636,0.8025091,2.299357,0.9691573,0.9688345,1.046654
3,0.42829034,1.0714505,5.7391233,0.36404935,2.5527358,1.0120387,0.9043648,0.99625087
4,0.6665238,0.6296435,4.320021,1.0058864,1.8160015,1.0961647,0.8590944,1.0109041
5,0.43081808,1.0604677,4.754243,0.671994,2.38404,1.0618746,0.9095066,0.9882077
6,0.51363057,1.0058017,4.504358,0.49729395,2.4309804,0.93238115,0.9859422,1.0728874
7,0.6763823,0.8018845,4.371964,0.5424754,2.3051918,1.1839734,0.87458813,0.9082967
8,0.4200423,1.0911688,5.3189955,0.3620704,2.564767,1.029198,0.76765823,1.0840324
9,0.51617736,0.98625726,5.1234508,0.5063257,2.307515,1.0860107,0.89812344,1.0844204
10,0.4200914,1.0902344,5.872815,0.25873333,2.545299,1.024098,0.9660793,1.204732
11,0.51583743,0.9834872,5.086911,0.30342188,2.3961763,0.99210525,1.0131084,1.1348119
12,0.4066203,1.0945935,4.6948338,0.45409012,2.5636034,1.1513233,0.8491905,0.95480174
13,0.38689166,1.0923975,3.1061687,0.60497373,2.9104106,0.91366124,0.86945206,1.0964992
14,0.69184977,0.8067595,4.8437,0.7910865,2.3111758,1.1077737,0.794309,1.021979
15,0.45380983,1.0690725,4.754925,0.6283775,2.547441,1.0591557,0.7446711,1.0543292
16,0.5104107,1.0041388,4.823035,0.66535413,2.486229,1.1239525,0.9239883,0.95116496
17,0.5136791,1.0132864,5.475002,0.31222105,2.52885,0.9973126,0.9119493,0.88897204
18,0.72695076,0.6137765,5.0049067,0.47812015,1.6527243,1.1830081,1.030539,1.2624911
19,0.47517225,1.047506,5.14501,0.2731566,2.3594494,1.3001094,0.8805564,1.0413572
20,0.45024902,1.0533466,5.5082874,0.34543476,2.6904066,1.0026705,0.8710354,0.7579771
21,0.48980767,1.0547192,6.02435,0.4244954,2.3724236,1.0727112,1.0488861,1.1340332
22,0.57901645,0.92734206,6.3139367,0.3381573,2.4352636,0.88054633,0.97362804,0.96129864
23,0.47486296,1.074961,2.9714177,0.98116857,2.8028092,1.0197828,1.0282046,1.0373856
24,0.40433913,1.0876846,4.2399025,0.62402415,2.6233706,1.1154121,0.7502183,1.0050673
25,0.44785696,1.0747129,4.9455605,0.36886302,2.5632236,1.0318079,1.1380368,1.0371505
26,0.55925083,0.9561129,5.378335,0.38601094,2.1672363,1.1370049,0.96609485,1.2782972
27,0.5083677,1.0202309,5.576577,0.37809348,2.4464276,1.1644149,0.9248013,0.9767945
28,0.6461277,0.83150536,5.0369716,0.7357756,2.3382084,0.90387326,0.9764431,0.9649138
29,0.69998384,0.6875552,5.1225595,0.9473851,2.1347325,0.9694788,0.8409331,1.1386181
30,0.58550125,0.9043583,5.064692,0.6342157,2.169515,1.1768239,0.9900496,1.1188852
31,0.47104102,1.0619266,5.310956,0.46336624,2.4974341,1.1375629,0.8230155,0.9703946
