,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6
157,0.25842458,0.61996347,2.1579134,-0.30015483,-1.4632097,0.5260604,-0.32083526,1.389067
158,0.73678774,0.3882877,3.1479323,-0.8812565,-2.3265452,0.51582205,-0.9782062,2.2696989
159,-0.40057427,0.5505496,-0.01074077,2.163948,-1.1014905,0.47946018,2.252096,0.82145095
160,-0.21861015,0.60569423,2.6168022,-0.7807968,-0.44453204,0.3423901,-0.8611841,0.30935013
161,0.832291,0.39226457,-0.08436776,2.3721569,1.2595066,0.6053255,2.4842515,-1.4690937
162,-0.46179834,0.5765491,1.5548688,0.86601895,-1.5671419,0.542613,0.79455996,1.1976839
163,-0.37784436,0.5344628,2.2144651,-0.046861414,-0.33587208,0.43227452,-0.05428354,-0.13384427
164,-0.27900133,0.5772924,2.6530883,-0.6919109,-0.596403,0.45912775,-0.8878699,0.715649
165,0.4478223,0.50348896,2.8450747,-0.6285697,-0.5067265,0.4376027,-0.65802413,0.50431657
166,-0.72017205,0.44139743,0.87327844,1.3838946,0.54111713,0.32514843,1.3255919,-0.805983
167,-0.605055,0.42976108,1.945587,0.5632843,-3.3082433,0.24398498,0.3013365,2.9801314
168,0.41167408,0.44221386,2.568199,-0.33063427,-0.73380405,0.48306164,-0.40998563,0.50980806
169,0.2019738,0.5429952,0.046394568,2.2962914,0.2898897,0.4376556,2.4239616,-0.5389778
170,-0.5915878,0.5077522,-0.09010977,2.4641051,-0.5774831,0.4653884,2.317494,0.30746993
171,0.19467142,0.48234892,1.3870287,0.9882755,-0.16937576,0.26746476,0.59389454,-0.105443984
172,-0.033035804,0.60079765,0.27464098,2.0727637,-1.3971927,0.49529377,2.1167243,1.0449457
173,-0.3820948,0.54056096,2.4305604,-0.17006944,-2.8751028,0.4414939,-0.0849752,3.013525
174,-0.11736633,0.48774984,2.9449954,-0.6036425,-1.0901814,0.410604,-0.6053287,1.0142183
175,0.3451686,0.5603739,1.1994565,1.0552073,0.28889,0.49977195,0.876531,-0.2357649
176,0.12322165,0.5517266,1.8917828,0.39160785,3.6846967,0.6147623,0.21039958,-4.1578574
177,-0.44988123,0.49316895,1.4126096,0.7390676,1.5704142,0.5110535,0.7903656,-1.8851048
178,0.24526623,0.61625123,-0.25741518,2.618091,-1.7444599,0.45106873,2.4951646,1.3864621
