,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,1.2865481,0.9646445,-0.13747191,0.4128964,1.0077542,0.8166729211807251,0.14230166375637054,2.458402633666992,1.0844764
1,2.064123,0.16852464,-0.3165502,0.48940092,0.32695943,0.6587706208229065,0.13138610124588013,2.5130457878112793,1.0328164
2,1.8218305,0.49455708,-0.26011845,0.36827138,0.44137987,0.6852689385414124,0.1249392107129097,2.5086381435394287,1.2271535
3,1.9771109,0.178615,-0.25694132,0.50574684,0.4129108,0.5051887035369873,0.19873113930225372,2.43249773979187,1.3983098
4,2.3492074,-0.11736626,-0.13106984,0.4270005,-0.10759303,0.42064762115478516,0.21485060453414917,2.517148017883301,1.1042095
5,3.2741537,-0.83439964,-0.23248734,0.55942744,-0.9284478,0.5166605114936829,0.20088686048984528,2.047942638397217,1.6658443
6,0.8604581,1.4028928,-0.17368944,0.46887153,1.5606471,0.7955411076545715,0.11613237857818604,2.1417462825775146,1.2812387
7,1.9724096,0.31038994,-0.2695431,0.44541928,0.35698697,0.46016496419906616,0.20217064023017883,2.36777400970459,1.4230995
8,2.5093415,-0.28656554,-0.23770595,0.42009804,-0.075724214,0.7464857697486877,0.13474586606025696,2.343255043029785,1.3979503
9,2.4631202,-0.18262139,-0.22721717,0.3740143,-0.08483409,0.8389730453491211,0.09826671332120895,2.3488996028900146,1.143248
10,2.4273276,-0.15657069,-0.24713972,0.46631333,-0.14551418,0.34111273288726807,0.22130580246448517,2.3842782974243164,1.129207
11,0.01841782,2.255606,-0.15267202,0.36885816,2.3452728,0.7272953987121582,0.16537036001682281,2.3221242427825928,1.4415619
12,0.85898393,1.3996184,-0.13586134,0.4114646,1.4533675,0.7832303047180176,0.14624418318271637,2.4054410457611084,1.1367733
13,1.8155588,0.414021,-0.19833392,0.37784922,0.5871083,0.6513590216636658,0.15355351567268372,2.4051053524017334,1.147035
14,2.7483828,-0.5887318,-0.3456224,0.53132164,-0.3860889,0.23607699573040009,0.24828700721263885,2.434511423110962,1.1774849
15,2.5961182,-0.27052996,-0.13982338,0.37374565,-0.24528201,0.4633432924747467,0.17807802557945251,2.1622262001037598,1.3681262
16,-1.7053487,3.8033493,-0.1965584,0.5040843,3.9457283,0.21155796945095062,0.28174787759780884,2.5166525840759277,1.2454877
17,0.72260904,1.5710702,-0.14447273,0.4447114,1.6879897,0.7038670182228088,0.13306082785129547,2.111231803894043,1.4614089
18,3.7277982,-1.4898471,-0.28024718,0.42913568,-1.3933464,0.3816477060317993,0.25872382521629333,2.296170234680176,1.3857455
19,3.6153271,-1.5387963,-0.15794948,0.5120368,-1.3084818,0.5791577696800232,0.19846302270889282,2.519692897796631,1.2271194
20,1.6865923,0.6012688,-0.2274607,0.47574142,0.6725662,0.5257730484008789,0.19687288999557495,2.1030538082122803,1.4169245
21,1.7044078,0.58815765,-0.18527913,0.30924597,0.538535,0.3585180938243866,0.21480676531791687,2.38236141204834,1.2785103
22,2.1688473,-0.001224263,-0.22935253,0.48525685,0.14269777,0.6047841310501099,0.1470605731010437,2.6413753032684326,0.9491746
23,-0.39343038,2.6771445,-0.19616506,0.3686932,2.658937,0.5832403898239136,0.20100465416908264,2.2913458347320557,1.3627825
24,-0.22915423,2.443717,-0.17194396,0.48575506,2.5579374,0.6869171857833862,0.1474749743938446,2.2121872901916504,1.2466897
25,2.2317822,0.075372964,-0.3578819,0.48274663,0.14126424,0.64695143699646,0.170066237449646,2.4837088584899902,1.1165112
