,posterior_g1,posterior_g2,posterior_g3,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.204633,0.10660893,-0.06278617,0.85,0.021933389827609062,3.9311335,1.8379005
1,2.3095646,0.04610596,-0.13791864,0.85,0.02011330984532833,3.0298357,2.2983356
2,2.430188,0.08404671,-0.24617982,0.8317586779594421,0.05740108713507652,2.3904414,2.6546547
3,2.261774,0.027881602,-0.06931161,0.8149279952049255,0.04127546027302742,3.9546256,2.1435843
4,2.2077224,0.12196369,-0.113669105,0.8291096091270447,0.015713540837168694,4.0127373,2.096009
5,2.3329337,-0.00090276805,0.049240354,0.85,0.05,2.0385656,2.8651135
6,2.2959945,0.079066806,-0.087701105,0.85,0.025992054492235184,2.83633,2.5771072
7,2.3680215,0.034390688,-0.07324294,0.8293436169624329,0.043911613523960114,2.460195,2.1681325
8,2.1736095,0.048581194,0.0015788177,0.80296790599823,0.03452816605567932,4.7949486,1.778789
9,2.1511636,0.14272699,-0.035584208,0.85,0.05,4.6618333,1.7451679
10,2.3450084,-0.01767264,-0.112419486,0.85,0.05,2.6877017,2.6506634
11,2.2987847,0.043184694,-0.08843968,0.85,0.05,2.8545322,2.670289
12,2.256402,0.0023460577,0.014108731,0.8242512345314026,0.026936473324894905,2.9717047,2.132908
13,2.2963042,0.084925815,-0.13102068,0.49416422843933105,0.06103741005063057,2.9034004,1.8634909
14,2.2461746,0.14373302,-0.102907345,0.85,0.05,3.0859513,2.4849093
15,2.271288,0.034227844,-0.19916981,0.85,0.03814195469021797,4.811872,2.1232848
16,2.2370584,0.10540855,-0.07934689,0.85,0.0271648820489645,3.9756658,2.1737888
17,2.1770554,0.19487959,-0.10336146,0.8105118870735168,0.05,4.103558,2.0324514
18,2.184394,0.11270134,-0.11000871,0.5323004126548767,0.024340353906154633,4.627733,2.2731328
19,2.4136522,0.037143,-0.028409248,0.3841431736946106,0.09288012236356735,1.9887649,2.844403
20,2.2506785,0.09100326,-0.13396834,0.834173321723938,0.010724471881985664,4.4764757,2.082367
21,2.2325907,0.085613444,-0.026194112,0.85,0.05,2.6297529,2.1365867
22,2.3163674,0.04315659,-0.22152118,0.85,0.011657414957880974,4.064182,2.0778856
23,2.300731,0.031858884,-0.009041196,0.85,0.05,2.455547,2.4451451
24,2.2531044,0.10599667,-0.16774203,0.85,0.05,4.3679,1.9785835
25,2.2302403,0.11024494,-0.20438462,0.85,0.05,5.0211096,2.008667
