,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,1.6772664,0.6293109,-1.8174386,0.39022428,0.6504813,1.598888,-0.16733444,0.7600005865097046,0.14543311297893524,2.44181489944458,1.1850096
1,0.9108822,1.3052831,0.49194813,0.62303996,1.4644828,-0.7069519,-0.2817653,0.730897068977356,0.1818801909685135,2.361022472381592,1.1844149
2,2.2485979,0.07693455,0.8774721,0.82432556,0.114025466,-1.1210228,-0.5225033,0.6413769721984863,0.19376890361309052,2.286409378051758,1.4757572
3,-0.24055198,2.545374,1.2592481,0.5490712,2.65672,-1.7143501,-0.20916373,0.7434014081954956,0.1494472324848175,2.6273696422576904,1.1117733
4,0.99799746,1.3327597,0.5243308,0.70471865,1.4696473,-0.8260335,-0.501748,0.6837239861488342,0.14895933866500854,2.0194504261016846,1.4839617
5,0.660527,1.6940957,-1.8651046,0.6913674,1.6997559,1.643682,-0.43218076,0.48302704095840454,0.16664086282253265,2.2430789470672607,1.2998224
6,0.5321713,1.8386254,-0.96960866,0.4497358,1.9451239,0.58870906,0.029572757,0.43619415163993835,0.1655777394771576,2.0883569717407227,1.2852665
7,-0.09145309,2.4537497,-0.61071885,0.6808774,2.516224,0.36506027,-0.44649154,0.6542389392852783,0.1020224317908287,2.1148276329040527,1.1889066
8,1.492616,0.68112856,0.22710982,0.6245888,0.84193087,-0.33868796,-0.4196381,0.8413330316543579,0.08689538389444351,2.309513807296753,1.2437286
9,0.008072521,2.2498384,0.2674927,0.5596772,2.3089828,-0.29946283,-0.14141773,0.7500268816947937,0.1489703357219696,2.0806379318237305,1.8797191
10,3.7224164,-1.4739109,-0.11782178,0.7626772,-1.3543844,-0.057123236,-0.4719957,0.7115927338600159,0.16003011167049408,2.237246036529541,1.2011741
11,1.5459518,0.6604941,-0.46610242,0.5784903,0.83956975,0.13909853,-0.20067462,0.7160298824310303,0.11211232095956802,2.2456154823303223,1.0851828
12,1.9032302,0.40590099,1.2603515,0.7473342,0.4493363,-1.6342254,-0.39275554,0.7223973274230957,0.16136041283607483,2.384859323501587,1.209527
13,0.469782,1.8308735,0.44603035,0.5817706,1.7779211,-0.45599848,-0.25471646,0.7673410177230835,0.14112211763858795,2.069746971130371,1.8285835
14,1.7298714,0.6346838,1.2807184,0.4438143,0.75576884,-1.3178991,-0.10847125,0.6615048050880432,0.2448878139257431,2.0005762577056885,2.2743664
15,2.9496424,-0.64934725,-4.0764675,0.534734,-0.5037483,3.7553,-0.11478678,0.6259196996688843,0.14250943064689636,2.3549368381500244,1.0366403
16,1.3280904,0.8258728,-1.2208968,0.5643825,1.0675098,0.876499,-0.008809478,0.3227851688861847,0.1850069761276245,2.51267671585083,1.1894149
17,0.54942083,1.6884947,1.4588301,0.6760718,1.7882178,-1.69505,-0.41567397,0.7365960478782654,0.13258953392505646,2.2442429065704346,1.2521286
18,1.4637325,0.83360565,-1.2455406,0.8350991,0.89105815,0.96300876,-0.4973522,0.35093045234680176,0.18098074197769165,2.044884204864502,1.516338
19,1.0655352,1.2267178,0.94234943,0.6996288,1.2500372,-1.1318963,-0.50373304,0.5784675478935242,0.19040195643901825,2.2967944145202637,1.1962781
20,0.03125699,2.2481518,0.106306344,0.5174007,2.4612048,-0.40915504,-0.0913493,0.7717664241790771,0.16659989953041077,2.173388957977295,1.422865
21,2.7404568,-0.43699944,-1.9499279,0.62840724,-0.4944611,1.7615397,-0.26245376,0.653903603553772,0.15612588822841644,2.11893892288208,1.1423308
22,2.4561093,-0.22910017,0.6318134,0.5282237,-0.13775119,-0.85644376,-0.2307204,0.6369568109512329,0.16504208743572235,2.227019786834717,1.1871011
23,0.646331,1.7789614,-3.9478204,0.3708489,1.9517672,3.644164,-0.10384117,0.85,0.10298324376344681,2.307685375213623,1.369456
24,1.1992383,1.0337044,-1.4361684,0.5816242,1.1028581,1.3283437,-0.35711667,0.591395378112793,0.22696121037006378,2.3207848072052,1.4074355
25,4.152945,-1.8180417,0.4656576,0.79021984,-1.7279148,-0.6799617,-0.6799957,0.6316519975662231,0.159504696726799,2.0856804847717285,1.4152815
26,1.0112624,1.1763244,1.8522282,0.5685275,1.3065495,-1.9653928,-0.38581187,0.6902272701263428,0.17167049646377563,2.365715265274048,1.2200117
27,2.770667,-0.45668173,-0.42302033,0.64570445,-0.29672334,0.1780774,-0.38507318,0.7540678381919861,0.1209113746881485,2.322434663772583,1.2655598
28,2.5063374,-0.25990745,-1.0794473,0.4074674,0.034114543,0.797667,0.020565264,0.5562573075294495,0.20231032371520996,2.1717336177825928,1.50594
29,1.9732082,0.24462366,-1.5074944,0.45969024,0.46939918,1.3859049,-0.1457011,0.78375244140625,0.08800191432237625,2.3885273933410645,1.0486512
30,0.8449286,1.4439682,0.82658863,0.6559624,1.6780808,-1.0475804,-0.18704116,0.8457949757575989,0.08898630738258362,2.1704201698303223,1.466243
31,0.8370804,1.4035928,-0.6210781,0.55893064,1.6129475,0.34460768,-0.1569917,0.7529518008232117,0.1285688728094101,2.3263039588928223,1.1972799
32,2.3214548,-0.19295825,0.25990328,0.60298115,-0.0014503977,-0.4840108,-0.3728999,0.6393424868583679,0.10161728411912918,2.4246864318847656,0.8171997
33,1.3564396,0.9044885,0.9204681,0.6522201,1.0161581,-1.1021531,-0.30325785,0.5787798166275024,0.1433798223733902,2.062321662902832,1.3903272
34,1.0558244,1.27206,-3.7899709,0.5788238,1.3851157,3.3216026,-0.16036089,0.6603243947029114,0.12583863735198975,2.6489577293395996,0.8426375
35,0.9891875,1.2745795,-2.5536783,0.72126067,1.3901352,2.2412848,-0.37983122,0.7971065044403076,0.17700763046741486,2.3756425380706787,1.301187
36,2.9908757,-0.7175787,-0.053012393,0.2830646,-0.5590065,-0.00066426763,0.17273213,0.799967348575592,0.16399319469928741,2.258657217025757,1.7285026
37,1.2774694,1.0628117,-0.5986059,0.2645289,1.1417346,0.40669182,-0.050261933,0.7951676845550537,0.12027857452630997,2.285525321960449,1.3390131
38,3.4852498,-1.2599739,-2.4961312,0.706564,-1.2989097,2.2233684,-0.40235266,0.018603023141622543,0.22830812633037567,2.7424349784851074,0.9225491
39,1.8345488,0.32549572,1.1233684,0.6357119,0.49267498,-1.3395171,-0.19551344,0.6868611574172974,0.1395837962627411,2.334733724594116,1.152243
40,3.035669,-0.81770056,2.275554,0.5728594,-0.79628694,-2.6352363,-0.3039419,0.2791202664375305,0.20653703808784485,2.576490640640259,1.0318245
41,2.8959131,-0.72774535,-0.9532098,0.46455428,-0.4135795,0.77487135,-0.010404734,0.5544756054878235,0.18704119324684143,2.208843231201172,1.3420907
42,1.8971256,0.3852886,-1.4840921,0.6828764,0.71606064,1.1519623,-0.3990849,0.5888441205024719,0.09881281852722168,2.055495500564575,1.272298
43,1.1737627,1.2333146,-1.1991547,0.33371818,1.4276922,0.76953053,-0.11378805,0.7556018233299255,0.15580740571022034,2.182201385498047,1.1855851
44,-0.8275122,3.1213067,1.5572282,0.95558316,3.1477368,-1.7400857,-0.6977622,0.7691155672073364,0.1529853492975235,2.1175241470336914,1.6607933
45,2.235605,0.019705424,1.4599853,0.5799088,0.09158971,-1.8112558,-0.24368487,0.7397400736808777,0.12609265744686127,2.466695547103882,1.0311092
46,4.5639224,-2.3492868,-0.2309466,0.6815319,-2.6930652,0.09552605,-0.3774479,-0.508926510810852,0.23671293258666992,2.570460557937622,1.2615682
47,3.4002929,-1.1268481,1.4940549,0.7584768,-1.0491301,-1.7488744,-0.5562867,0.7830451726913452,0.14232738316059113,2.156336784362793,1.5591205
48,1.7904238,0.33423418,2.657796,0.5014794,0.5400352,-2.7805576,-0.13181277,0.8166332840919495,0.09050734341144562,2.4153506755828857,1.0202018
49,2.8672695,-0.5813514,-1.8931787,0.79153556,-0.60159284,1.7320656,-0.5254125,0.8093565702438354,0.13015256822109222,2.4731035232543945,0.99181086
50,0.5493382,1.7683566,0.62393653,0.39582735,1.8849509,-0.82616246,-0.024033854,0.7455917596817017,0.1343606412410736,2.0288259983062744,1.5215466
51,1.7281075,0.6000811,-3.338593,0.6532312,0.7646041,3.085562,-0.34388795,0.830503523349762,0.11468920856714249,2.210118055343628,1.4449257
52,2.5075371,-0.21844819,-2.1261978,0.42181662,-0.11412119,1.9485902,-0.12948577,0.44642847776412964,0.17612911760807037,2.290189027786255,1.267415
53,-0.5206654,2.9501069,-1.531368,0.43700096,2.7942717,1.3748573,-0.2178704,0.5070520043373108,0.2160542756319046,2.3332157135009766,1.0128952
54,1.1394632,1.2063043,-1.2229468,0.9215623,1.2860614,0.9486507,-0.679918,0.673410177230835,0.11672087758779526,2.336749315261841,1.2936379
