,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.2827563,-0.099610046,-0.29673564,0.50476146,0.7648612260818481,0.2455888,3.8926537,2.298806
1,2.1854336,0.12889072,-0.2583471,0.49425307,0.7347134351730347,0.25208625,3.9823587,1.6105185
2,2.1570199,-0.009945548,-0.13755189,0.49200732,0.7762896418571472,0.2298399,4.5985804,2.452282
3,2.2717516,-0.13354883,-0.2343118,0.45788112,0.7665910720825195,0.222958,4.077467,2.4441347
4,2.249056,-0.11765389,-0.32921866,0.5099601,0.85,0.18022631,5.2528853,2.1432402
5,2.3876495,-0.0364965,-0.28269383,0.5185166,0.45587193965911865,0.23608194,2.2001204,2.3193862
6,2.2733753,-0.06254823,-0.32171652,0.5276218,0.8075119853019714,0.19565679,4.025211,2.1921902
7,2.3046992,-0.013117927,-0.2610444,0.5027982,0.8331561088562012,0.17236675,2.9050195,2.1403162
8,2.2837913,0.040143166,-0.18500486,0.37608886,0.5804659724235535,0.27454075,2.6493065,2.335227
9,2.3586357,-0.023527088,-0.38315594,0.5490137,0.7487806081771851,0.23802786,3.0169964,2.3735132
10,2.3048835,0.0194359,-0.33453435,0.42417502,0.6520082950592041,0.30729967,3.4635136,2.4905317
11,2.229353,-0.012674811,-0.1974974,0.55032164,0.6883642673492432,0.27618694,3.4570355,2.6760123
12,2.3054786,-0.10857502,-0.19289443,0.31547478,0.7531529068946838,0.2505,2.9941761,2.0209258
13,2.318258,0.005657439,-0.21231402,0.3173257,0.5564418435096741,0.2848368,2.78313,2.2569077
14,2.2856293,-0.0019505605,-0.22334258,0.38196775,0.7468605041503906,0.25402412,3.1898139,2.7599263
15,2.1877358,0.04540307,-0.19658028,0.38469297,0.7473664283752441,0.25660554,4.3308835,2.7503338
16,2.2781334,-0.042221166,-0.1906994,0.45938474,0.7988759279251099,0.21443169,3.1253839,2.2334416
17,2.235968,-0.04470065,-0.3186472,0.46935686,0.7408231496810913,0.25513405,5.4685154,2.4502108
18,2.2025502,-0.0043259934,-0.23845947,0.4789917,0.7888996005058289,0.23446208,4.2350845,2.2617521
19,2.4385524,-0.07829131,-0.30970824,0.4713326,0.4524831175804138,0.24094659,2.2537112,2.183725
20,2.28276,-0.0065532513,-0.19159682,0.4510852,0.6552079916000366,0.26457092,2.757002,2.4965267
21,2.3482666,-0.12263474,-0.33601746,0.50771594,0.7685551047325134,0.2045048,2.6259513,1.4476416
22,2.176899,-0.090689406,-0.14667632,0.39459124,0.719272255897522,0.2752738,5.6288896,2.7358153
23,2.1997797,0.023832627,-0.16287275,0.5023573,0.8184716105461121,0.19563617,3.4550755,2.3323805
24,2.2031147,0.037335627,-0.23568712,0.3063737,0.6997073888778687,0.27879435,4.586017,2.8098822
25,2.1968565,0.05424093,-0.20183891,0.4927402,0.7971005439758301,0.22758578,3.450833,2.5641358
26,2.2805421,0.014148167,-0.20406824,0.48592907,0.6177352070808411,0.16159934,2.2489429,1.2725241
27,2.3621826,-0.089167394,-0.28190762,0.42145425,0.5688031315803528,0.27247795,3.1563916,2.5815258
28,2.3107357,-0.019115414,-0.26604402,0.33711162,0.6776149272918701,0.22844966,3.2541857,1.8118123
29,2.3223653,-0.035323627,-0.23434123,0.47514147,0.7388085126876831,0.2140538,2.6103315,2.2205567
30,2.1897278,-0.00043939342,-0.23373635,0.3158679,0.8143593668937683,0.21978983,5.9730015,2.7984536
31,2.2334938,-0.053818524,-0.1717416,0.40979624,0.7788082957267761,0.24960972,3.3069673,2.7587178
32,2.425864,-0.11867602,-0.3125337,0.47898477,0.4739045798778534,0.28924713,2.6483688,2.4507852
33,2.1954236,0.0069039343,-0.18260787,0.43306905,0.8163498640060425,0.22868834,3.9273727,2.7682517
34,2.287464,-0.092361435,-0.21217293,0.3028046,0.85,0.18046741,3.3296714,2.0036213
35,2.308115,-0.03190963,-0.16841485,0.5132442,0.40787792205810547,0.3035534,2.459587,2.0910583
36,2.3984525,-0.028597176,-0.24431589,0.46801403,0.6949456334114075,0.15070118,2.1124358,1.3858036
37,2.12194,-0.024099762,-0.1632443,0.45147434,0.7759342789649963,0.2581,6.9513845,2.7694156
38,2.3100734,-0.08557323,-0.23142709,0.45520663,0.6878687143325806,0.28496996,3.4354095,2.5048978
39,2.3434482,-0.05964406,-0.2583762,0.5820368,0.6792364120483398,0.2300236,2.4676855,2.3416464
40,2.3271415,0.032046303,-0.2241222,0.45190442,0.30680474638938904,0.34275484,2.6201668,2.895992
41,2.241618,-0.1141086,-0.12797938,0.25658804,0.8354286551475525,0.2106688,4.288362,2.9032776
42,2.199015,0.13492693,-0.16612937,0.44243234,0.6613019704818726,0.2589085,3.086536,2.3323932
43,2.2396085,-0.039370857,-0.19985184,0.4874527,0.8426818251609802,0.21193641,3.6386395,2.393173
44,2.1479065,0.060358718,-0.16871738,0.47950548,0.8372719287872314,0.21137302,4.252625,2.254736
45,2.1764312,0.023134328,-0.20590244,0.44898254,0.7694275975227356,0.22886775,4.914023,2.6552324
46,2.1319818,0.108608015,-0.13478367,0.4947689,0.7773239016532898,0.24761912,3.644431,2.4361415
47,2.10677,-0.055828974,-0.15083574,0.60699725,0.7037431597709656,0.30713475,7.9246354,2.8886592
48,2.2623982,-0.08067756,-0.2468543,0.52051985,0.828684389591217,0.19963218,3.5720274,2.7473328
49,2.3713493,-0.05303309,-0.2694354,0.47772995,0.596586287021637,0.27003554,2.459625,2.442085
50,2.3894138,0.014471437,-0.2939114,0.5468932,0.5214459300041199,0.20942956,2.1818511,1.6877764
51,2.316544,-0.078900374,-0.22993879,0.44823292,0.7359889149665833,0.23902032,3.2364345,2.705529
52,2.2027125,-0.0071501657,-0.16496606,0.4568147,0.7913238406181335,0.20564444,3.3080032,1.9266824
53,2.2705903,-0.06810905,-0.20693414,0.506716,0.7120966911315918,0.2572219,3.5721378,1.9951721
54,2.4171963,-0.13825093,-0.13244909,0.6143541,0.38076311349868774,0.21147984,2.0732424,1.6587671
55,2.3706343,0.026923314,-0.28500542,0.4646302,0.763393223285675,0.13530211,2.114622,1.7285389
56,2.3309624,-0.054809745,-0.27274925,0.3747614,0.7863054275512695,0.19890994,2.917733,2.4818277
57,2.3837018,-0.0542693,-0.32953313,0.46820423,0.584658682346344,0.30674082,2.4256313,2.7136307
58,2.2717056,-0.022858255,-0.25316066,0.41905403,0.7341374158859253,0.2663837,3.758323,2.577573
59,2.3610198,-0.0032893405,-0.3482591,0.46000707,0.5902071595191956,0.06552017,1.9757222,0.9548339
60,2.31546,-0.08814732,-0.2297464,0.3859579,0.6513785719871521,0.2662493,3.290216,2.3823333
61,2.3354774,0.0102873705,-0.26230007,0.38036495,0.4939478635787964,0.27519175,2.5429575,1.8894733
62,2.3266678,0.038941506,-0.25527248,0.36837688,0.5490013360977173,0.29292712,2.7130942,2.6468816
63,2.3671496,-0.08789132,-0.22758795,0.5080515,0.8418758511543274,0.13004053,2.3282745,2.0309308
64,2.2792623,0.06024094,-0.26734525,0.5669331,0.6336718797683716,0.2478287,2.979238,2.4091716
65,2.3547826,-0.0123338895,-0.27515253,0.5244319,0.6800252199172974,0.20351124,2.305978,1.8825153
66,2.3573108,-0.09562716,-0.32583517,0.524405,0.7679423689842224,0.21430553,2.9980392,1.9375561
67,2.2773635,-0.054024313,-0.20016825,0.5700464,0.8173570036888123,0.21954057,2.9666405,2.8880777
68,2.2975807,-0.03427125,-0.24851204,0.49305576,0.7248873114585876,0.22741958,3.0941124,2.4031844
69,2.302164,-0.028053297,-0.27388647,0.4061897,0.781338632106781,0.1971113,2.849845,1.4384289
70,2.3215601,-0.0009252812,-0.26150528,0.47467837,0.835740864276886,0.16036914,2.5152514,1.9674758
71,2.3052707,-0.053703275,-0.2008272,0.54261327,0.6080254316329956,0.28045747,2.8828077,2.5645201
72,2.2472816,-0.02103559,-0.28698704,0.48894814,0.7938573956489563,0.21983555,3.898871,2.16502
73,2.2309313,-0.0007060749,-0.12540586,0.31571588,0.8059091567993164,0.24343605,3.64653,2.6747012
74,2.3287282,-0.16403618,-0.24194679,0.60104775,0.6210797429084778,0.3092171,3.3848991,2.616222
75,2.2016225,-0.048223007,-0.17901257,0.3849993,0.8063555955886841,0.20647761,4.3280005,2.3181603
76,2.2432764,-0.0835555,-0.20731573,0.5547284,0.8030387759208679,0.19148953,3.2366073,2.0914886
77,2.151205,0.10876325,-0.19238786,0.49944854,0.8367727994918823,0.19179636,4.0752263,2.5094395
78,2.3218472,-0.04184616,-0.34178874,0.5079317,0.8455577492713928,0.18711998,3.1629584,1.9223814
79,2.2536297,0.027163843,-0.20219836,0.4658517,0.6924479007720947,0.27540037,2.976632,2.818291
80,2.2491004,-0.0037351635,-0.11888776,0.43012184,0.7409462928771973,0.22881293,2.7531784,1.6900659
81,2.4098885,-0.10287461,-0.2699362,0.5332452,0.3765738308429718,0.31644744,2.3644543,2.135193
82,2.3684137,-0.032643087,-0.31347024,0.5175699,0.8091121315956116,0.18729341,2.5172405,1.9342238
83,2.3032,-0.035112742,-0.2741641,0.53656363,0.761630117893219,0.24829783,2.9697187,2.8104317
84,2.298908,-0.09515804,-0.28564838,0.33988377,0.7242745161056519,0.27001703,3.9544544,2.7928112
85,2.3422925,-0.057176877,-0.22473663,0.5253621,0.6720821261405945,0.21960495,2.4629507,2.1294482
86,2.287116,0.0639188,-0.23957807,0.46593553,0.4815462529659271,0.3166601,2.8003068,2.1054304
87,2.33657,0.05250263,-0.36159405,0.33651805,0.8098651766777039,0.19803211,2.9994915,1.8814378
88,2.3278797,-0.11316444,-0.35435203,0.45732906,0.801022469997406,0.22177286,4.0644507,2.30197
89,2.1552181,0.092243165,-0.16130185,0.47256362,0.7059184312820435,0.25898167,4.321814,2.8262777
90,2.2993789,-0.07796385,-0.13848473,0.58315444,0.6995489597320557,0.24730456,2.5694344,2.4597921
91,2.3031294,-0.030655954,-0.3012368,0.48379093,0.757177472114563,0.23042735,3.1333208,2.5380507
92,2.368321,-0.2039073,-0.28791046,0.43056193,0.8370962142944336,0.19936143,3.5340466,1.8692203
93,2.2238793,-0.0019108444,-0.20465042,0.42185608,0.85,0.18490583,3.9310317,1.6910259
94,2.2178466,-0.06912012,-0.15049428,0.45494026,0.8183956742286682,0.21190608,3.8649879,2.298143
95,2.2143233,-0.0014074709,-0.15145764,0.47818494,0.8246049880981445,0.20270543,3.3798428,2.4010768
96,2.3729968,-0.0739132,-0.29374838,0.5004272,0.6333383321762085,0.27328873,2.886804,2.6892202
97,2.4427695,0.0152655225,-0.23206559,0.40548477,0.2894861698150635,0.23519166,2.0499315,1.7148165
98,2.3769116,-0.063109905,-0.31699374,0.4803842,0.6909127831459045,0.20786619,2.4224513,1.5927367
99,2.2665792,0.00582183,-0.19797878,0.37435922,0.7241618037223816,0.24968971,3.2756264,2.2686665
100,2.2623477,-0.015762623,-0.20362203,0.40043047,0.7099334001541138,0.24733283,3.4328582,2.561492
101,2.2416737,0.11208595,-0.15046164,0.42833307,0.5035867094993591,0.3126317,2.3962486,2.57375
102,2.4698749,-0.038891017,-0.35961378,0.45798782,0.7730938196182251,0.09478548,1.9784164,1.4663802
103,2.169953,-0.024937639,-0.14588593,0.40883043,0.7147986888885498,0.2589301,5.3995934,2.882902
104,2.1570117,-0.009669098,-0.21330965,0.39422455,0.8325693011283875,0.23241621,5.5478334,2.8774626
105,2.2156181,0.0012364576,-0.25014374,0.48299038,0.7388019561767578,0.2615084,4.049088,2.8703365
106,2.3807225,0.065595165,-0.29668197,0.48240384,0.5826408267021179,0.22452986,2.1077368,2.4539657
107,2.1873984,0.0238772,-0.13396262,0.46763554,0.7725713849067688,0.22672652,3.7521014,2.2559297
108,2.3628938,-0.057311833,-0.26075855,0.44510785,0.5046864748001099,0.3220124,2.7232375,2.5706275
109,2.2082295,-0.04102604,-0.26784763,0.5425028,0.7434350252151489,0.2692896,4.8298664,2.540496
110,2.3459969,-0.0599851,-0.32589754,0.47800028,0.8011291027069092,0.21686125,3.1610823,2.6988773
111,2.174399,0.0304613,-0.27719268,0.57657397,0.795451819896698,0.22479413,5.1580935,2.3316512
112,2.2358236,-0.09154129,-0.30571422,0.53348863,0.7828267812728882,0.23312742,5.34081,2.5579462
113,2.3708427,0.026924625,-0.26432392,0.5240429,0.4603502154350281,0.21119653,2.138592,1.4289218
114,2.2176354,-0.02585067,-0.30956203,0.45216668,0.740470826625824,0.2584738,6.087813,2.7145743
115,2.4335554,0.033066057,-0.3639673,0.31887907,0.6888817548751831,0.16924845,2.1971076,1.5418106
116,2.33546,-0.12337743,-0.15016197,0.45627567,0.5451316833496094,0.2853388,2.5302935,2.2533545
117,2.1885138,-0.019485872,-0.22851418,0.45519713,0.8178398609161377,0.21772633,4.278837,2.4091313
118,2.1000147,-0.08207944,-0.1588431,0.5115827,0.7274713516235352,0.3072647,10.404117,2.8735554
119,2.3938012,-0.054651503,-0.23894663,0.4914196,0.6288903951644897,0.21271482,2.1539693,1.9889764
120,2.1723387,-0.09431917,-0.20964557,0.48140728,0.7168021202087402,0.29220408,6.19803,2.798195
121,2.3125937,-0.002108839,-0.2640153,0.4361973,0.6819009780883789,0.26441282,3.0378888,2.7880578
122,2.285001,-0.030399717,-0.2756299,0.42956248,0.7495251893997192,0.2276179,3.7712655,2.6889322
123,2.251508,-0.03714101,-0.35467163,0.49831778,0.7367799878120422,0.24264048,4.71132,2.2060285
124,2.1438386,-0.0013593677,-0.19319914,0.33477312,0.8030397295951843,0.2530795,7.050417,2.7074904
125,2.3175042,-0.01204174,-0.29470533,0.4886333,0.7835108637809753,0.22703694,2.989401,2.0862873
126,2.3374832,-0.08292401,-0.28881812,0.4607009,0.6876980066299438,0.29442272,3.480274,2.872115
127,2.3423038,-0.031956803,-0.35134465,0.57285935,0.660700261592865,0.28625473,3.1218781,2.8822205
128,2.2962275,-0.0042965203,-0.25559318,0.49648502,0.7353768944740295,0.23968898,3.0384016,2.5539944
129,2.1976388,-0.0017235952,-0.2730515,0.49026564,0.8146412968635559,0.22082967,4.839379,2.7937453
130,2.175089,-0.0060906406,-0.20031576,0.47479883,0.8429663181304932,0.1725648,4.6080604,1.8724195
131,2.3164792,-0.03001573,-0.28359297,0.28374243,0.7524651885032654,0.24201654,3.3616443,2.3646665
132,2.3349397,-0.08038057,-0.22669941,0.45187932,0.8058183789253235,0.16694316,2.5663714,1.9353502
