,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,0.8909328,1.5327406,3.1420653,0.4575629,1.5863653,-3.6611068,-0.055619422,0.8177869319915771,0.5038455,6.525189,0.056206438690423965
1,1.8902864,0.47811323,-0.034781486,0.51699775,0.4369699,-0.12410934,0.07789914,0.7597973942756653,0.642039,6.436477,0.07032828778028488
2,0.93589425,1.0754137,0.4573906,0.543946,1.2284367,-0.61298203,-0.06950989,0.8203293085098267,0.4405734,9.107176,0.05
3,2.5173519,-0.30301812,-1.6150705,0.35732102,-0.51489687,1.5362555,0.006028671,0.8134370446205139,0.4147811,9.848052,0.05
4,0.63005966,1.5444552,1.8038352,0.388424,1.5415708,-1.9400114,-0.03916843,0.7852230072021484,0.44549632,7.2679205,0.07211098074913025
5,3.3318882,-1.0207427,1.1158448,0.37952438,-1.1382993,-1.2846681,0.1307575,0.8394899368286133,0.50315404,9.309019,0.000569419760722667
6,-0.042169336,2.2914684,1.3071135,0.4293542,2.3931754,-1.5102998,0.07541721,0.85,0.3793401,3.128174,0.35311996936798096
7,3.176218,-0.770704,-1.454148,0.32736152,-0.7484019,1.3235964,-0.028463788,0.85,0.4265432,7.5358863,0.02453955076634884
8,1.2838522,0.9187533,-0.33702746,0.4558673,1.0398287,0.044820793,-0.00636202,0.8251075744628906,0.38646764,3.7629354,0.23958003520965576
9,1.1865176,1.0068283,0.07912967,0.4831602,1.0560324,-0.4158253,-0.09841566,0.8367313146591187,0.42863446,9.29111,0.005070983897894621
10,1.3563646,0.9462659,-0.6590768,0.4571978,0.94283605,0.62372464,-0.015784508,0.8407463431358337,0.48125777,4.956847,0.17058394849300385
11,3.5463068,-1.4434383,0.5760504,0.5164522,-1.3250747,-0.62215734,-0.18727586,0.7678012847900391,0.48955283,9.476069,0.05
12,2.3218918,0.10570648,-1.4988424,0.37195617,0.092411816,1.2960973,0.002880975,0.8171007037162781,0.50250846,4.261491,0.18144573271274567
13,1.1338055,0.8280737,-0.20176598,0.5128563,0.942138,-0.080170095,-0.11797729,0.8313401937484741,0.455304,5.700233,0.140330970287323
14,0.7702931,1.3882405,0.027745102,0.4398274,1.4546067,-0.21195489,-0.028498173,0.8028147220611572,0.43556544,6.532091,0.08842012286186218
15,2.594876,-0.13434058,1.1998382,0.34224257,-0.08901198,-1.4085046,0.15358675,0.8382733464241028,0.5594586,3.6586843,0.2754504382610321
16,2.0886998,0.40651837,-1.0419128,0.47877294,0.3727849,0.81874895,-0.03515264,0.830476701259613,0.5225615,3.1769953,0.3466207981109619
17,1.7890018,0.5388274,0.21069622,0.3658506,0.50662005,-0.31424072,0.02658793,0.85,0.39512923,3.0759308,0.3424155116081238
18,1.7673734,0.7283103,1.333675,0.34235603,0.61175287,-1.5414432,0.030759016,0.8374783992767334,0.44918334,3.9798357,0.1864863783121109
19,-0.026513336,1.9880885,-0.23193042,0.41561872,1.969277,0.016178988,-0.07029266,0.7775265574455261,0.5428622,4.0416827,0.19511137902736664
20,1.0766034,1.2961355,-0.9803794,0.52789146,1.2865334,0.58365685,-0.27090648,0.7303751707077026,0.53419334,6.702601,0.07574530690908432
21,1.8904895,0.5867536,1.5417138,0.5772042,0.527255,-1.7064942,-0.21226883,0.834481954574585,0.5772685,4.706754,0.169948011636734
22,2.3405294,0.028062066,-0.29645854,0.4635563,0.006976855,0.17418137,-0.054196227,0.7617087960243225,0.6273546,6.208044,0.10453757643699646
23,1.7539858,0.5540831,1.6747203,0.4792112,0.62349874,-1.8189085,0.0058341823,0.781002938747406,0.53873384,6.2475624,0.06232384592294693
24,2.6247334,-0.055809967,-0.23579003,0.39954022,-0.26543164,0.10366794,0.023248067,0.8280275464057922,0.54627705,3.1207678,0.3145183324813843
25,2.1059132,0.17707291,0.3840186,0.41412115,0.21001452,-0.41418132,-0.06750457,0.7894265651702881,0.5416793,4.5589247,0.1792851686477661
26,1.4458891,0.85053706,1.2656378,0.38765794,0.7327168,-1.4112614,0.057905924,0.8234836459159851,0.3197782,3.2540634,0.3858778178691864
27,0.2800352,2.1885414,2.9481127,0.4436775,2.0961344,-3.1958034,0.04174514,0.6982436180114746,0.75710905,8.063947,0.014014173299074173
28,0.4218264,1.9894764,-0.8835682,0.4903308,1.9844329,0.67647344,-0.19779615,0.7562785148620605,0.61224097,5.690712,0.11981406807899475
29,-0.32478848,2.6304984,-1.2412326,0.47791433,2.668078,0.9626422,-0.073057085,0.8329764008522034,0.48542395,3.7066617,0.2726244330406189
30,0.20526245,2.0010278,1.4939382,0.43081254,2.140571,-1.7229105,-0.1115589,0.838508665561676,0.36503994,4.3417435,0.19424083828926086
31,1.4012775,0.9013962,1.87585,0.46513286,0.8034595,-1.9408941,-0.07977782,0.7988125085830688,0.4848005,3.9227533,0.24673669040203094
32,3.0648494,-0.93075824,0.40978855,0.38506702,-0.74347156,-0.6687709,0.14093086,0.8415961861610413,0.32787746,4.1279535,0.2086833268404007
33,1.8907491,0.5875717,0.88891596,0.51076764,0.4946035,-1.1859329,-0.06971401,0.8112407922744751,0.60526484,8.316183,0.01623605564236641
34,1.1674181,1.2722718,-4.853568,0.38397026,1.1465051,4.6205072,0.096257515,0.8051005601882935,0.5151795,5.9268894,0.10622350126504898
35,1.3774096,1.2143776,-0.20070116,0.34394035,1.0779655,0.08960599,0.05082477,0.8098184466362,0.6117116,3.8445451,0.21192897856235504
36,2.7309837,-0.37494385,1.2532514,0.38641313,-0.4539215,-1.5056727,-0.02220877,0.7241703271865845,0.55241627,7.343727,0.034823328256607056
37,0.28247032,2.0482466,3.5919864,0.41360402,1.9765186,-3.912011,0.0065726507,0.8182676434516907,0.39099184,4.0672283,0.20577000081539154
38,3.3514814,-1.2058063,0.76298153,0.42221877,-1.2424788,-0.7678589,0.053638466,0.830035388469696,0.47605702,4.0608172,0.19659826159477234
39,-0.15834998,2.3820496,-0.08965497,0.42110112,2.4833887,-0.27673686,-0.17402555,0.85,0.33406278,4.535644,0.17793287336826324
40,2.1795645,0.4011161,0.16687651,0.48731285,0.35986325,-0.33992797,-0.13856338,0.8134722709655762,0.5874122,5.663126,0.0995677039027214
41,3.1589162,-0.82484186,-0.32533556,0.43278354,-0.81248605,0.0076149893,-0.0063107912,0.7862311601638794,0.5367903,9.080252,0.05
42,-0.8089236,3.1412208,-0.029582923,0.38891995,3.0418937,-0.21128373,0.095431514,0.805363118648529,0.45085555,4.0891547,0.22595961391925812
43,1.2434621,0.9937578,2.044809,0.34560385,0.97082627,-2.3036654,0.08304763,0.8483673930168152,0.3853659,5.707974,0.11652129888534546
44,0.67683417,1.6823611,-1.8978984,0.28731474,1.8052622,1.784045,0.12305612,0.7927137613296509,0.55031174,3.836439,0.22216574847698212
45,-0.110063605,2.418502,0.3010526,0.2621528,2.4547153,-0.5818312,0.13742201,0.8166610598564148,0.4458661,4.317964,0.20335175096988678
46,0.2951883,2.1978157,-2.4743807,0.50921464,2.2661712,2.2746356,-0.0842627,0.849965512752533,0.5427481,3.323524,0.303581565618515
47,-1.6106428,3.7568116,0.93905705,0.4446201,3.6932027,-1.0247512,-0.09847249,0.8323114514350891,0.3840854,5.5294843,0.09024573117494583
48,1.4659382,0.8649857,1.2689914,0.2827734,0.81804615,-1.552987,-0.05328281,0.8440400958061218,0.4435466,4.6956797,0.16049671173095703
49,2.5166478,-0.4298773,2.8579361,0.39756346,-0.38658503,-2.859831,0.041601267,0.7735770344734192,0.48495555,6.871788,0.0915364921092987
50,0.4817932,1.8965378,0.41791695,0.44407094,1.9315464,-0.4469161,0.07211577,0.8300707340240479,0.5479086,6.9267616,0.033478256314992905
51,2.000597,0.5990481,-0.21549965,0.4867158,0.65236884,0.073170654,-0.12568478,0.8253253698348999,0.65770763,4.327048,0.19298626482486725
52,2.0791996,0.18465419,2.2004778,0.44595313,0.17594942,-2.8246396,-0.10227754,0.7029261589050293,0.51031697,8.935017,0.014705603942275047
53,2.0128653,0.31619096,-1.5794663,0.3081677,0.21059096,1.4987674,0.09351354,0.85,0.41024446,3.688702,0.28258779644966125
54,2.1016629,0.4704051,1.5329466,0.4972787,0.5079152,-1.7292688,-0.069902316,0.8361743688583374,0.56984407,7.8849955,0.01971002295613289
55,2.0731344,0.08132248,-2.1954482,0.39939293,0.012213792,2.037254,-0.065518156,0.8104347586631775,0.48833692,8.725573,0.016681227833032608
56,0.90197587,1.2918317,1.6233934,0.49838352,1.477073,-1.8018703,-0.028353775,0.8332637548446655,0.46566495,8.248795,0.01497406791895628
57,3.5710223,-1.3634027,-1.1693258,0.4107125,-1.3697098,0.98746586,0.14614515,0.7866594791412354,0.42107388,6.302612,0.09325817972421646
58,2.7789695,-0.72210246,-1.3398587,0.35240307,-0.6394707,1.2814131,0.084018044,0.7946289777755737,0.44148776,9.855824,0.01213560439646244
59,3.503821,-1.2219468,-2.21268,0.4979769,-1.3663528,1.9763348,-0.02767047,0.7418303489685059,0.5446526,8.468787,0.02646259032189846
60,2.4389424,-0.3686642,1.5460218,0.35447305,-0.2867947,-1.6509252,0.047335982,0.8248956799507141,0.41741797,7.8772955,0.031146546825766563
61,0.39546087,1.9708241,-0.41450542,0.5370124,1.8878002,0.29880434,-0.1944374,0.8495457768440247,0.46298155,4.578095,0.18247780203819275
62,1.7019991,0.37584215,-1.5869778,0.3023519,0.3894045,1.3750083,0.027080266,0.7843056917190552,0.49109304,6.454979,0.09609523415565491
63,1.2862246,1.1365986,1.5246488,0.46799093,1.0251232,-1.7054517,0.0064171604,0.818469226360321,0.47090054,4.4857545,0.1909782439470291
64,-0.06602878,2.5723476,-1.4704099,0.3389215,2.6505837,1.2610263,0.097045586,0.85,0.36747137,2.361782,0.4732299745082855
65,0.24832848,1.9910063,-0.6076227,0.51381403,2.1444018,0.36294085,0.056565,0.7285658121109009,0.52891564,5.6611457,0.11437733471393585
66,0.29374534,1.867182,0.18803272,0.42820913,1.9469532,-0.40468088,0.017330974,0.8204783201217651,0.38070112,5.1915708,0.14918014407157898
67,1.4267716,0.72800004,0.3794135,0.47783262,0.77586097,-0.6430139,0.0011890967,0.8156833052635193,0.40393186,4.5177536,0.17960834503173828
68,3.493546,-1.4059324,3.2602077,0.4295987,-1.4307886,-3.549042,0.08463891,0.7755594253540039,0.42360985,6.8211064,0.10252780467271805
69,2.8703277,-0.6516122,-0.7940319,0.5487611,-0.7297503,0.47382954,-0.06414468,0.7957807779312134,0.433754,5.8552275,0.09634488075971603
70,3.5815597,-1.6466537,-0.09353405,0.4299217,-1.4396455,-0.047954842,0.06905397,0.8365570306777954,0.40241992,5.478916,0.14676964282989502
71,0.5939452,1.5844655,0.49026886,0.5035503,1.5884215,-0.5006509,-0.024153538,0.8093644380569458,0.50581944,3.2196777,0.32802507281303406
72,2.9246173,-0.5252969,-2.277332,0.31230542,-0.62905574,2.011621,0.20026663,0.85,0.3080376,3.418892,0.31526777148246765
73,-0.45073313,2.569741,-1.4758315,0.3777193,2.6129122,1.3743378,0.13127828,0.7883238792419434,0.43893582,8.392206,0.024780651554465294
74,0.30194038,1.687089,-1.1147934,0.4055425,1.602168,1.0142156,0.0100357495,0.8244093060493469,0.47693866,7.281269,0.08260038495063782
75,1.4731481,0.60989296,-1.2478209,0.4859125,0.6084446,1.1093723,0.005420922,0.8388397097587585,0.36975878,6.6404853,0.1085953488945961
76,2.7847748,-0.5101248,1.2934499,0.4457161,-0.45747054,-1.6562042,-0.024174154,0.8269738554954529,0.4834104,5.8343263,0.1088881567120552
77,0.60258836,1.4656267,0.35214195,0.4311844,1.5704695,-0.5743721,-0.12755257,0.7977718114852905,0.46225765,9.842109,0.05
78,0.97227913,1.0274926,1.3696271,0.41850755,0.95944047,-1.5070138,0.012562623,0.7653078436851501,0.4604968,10.538958,0.008203104138374329
79,-0.98589087,3.4988465,-0.7670139,0.54170036,3.5304298,0.6972765,-0.07313078,0.8392167687416077,0.57351846,4.5321927,0.17286427319049835
80,-0.79014474,3.0264003,-0.11276784,0.43508106,2.859187,-0.17861775,-0.06873012,0.8063856363296509,0.4206382,5.663087,0.14183156192302704
81,0.61496246,1.7113326,-1.4244826,0.5822627,1.7678155,1.2274894,0.00324033,0.8464406132698059,0.51651925,4.3059263,0.2005530148744583
82,-1.3999226,3.7630062,2.425294,0.31859708,3.570785,-2.5589774,0.013727573,0.7752265930175781,0.4745418,6.7961655,0.03792969882488251
83,1.9676511,0.4520628,0.011990599,0.33588102,0.40200293,-0.24130017,-0.02442558,0.8094346523284912,0.53460133,5.060569,0.12966299057006836
84,1.3768005,1.0699563,-2.898598,0.24624716,1.0336671,2.741762,0.04379764,0.818952739238739,0.42946693,5.2945924,0.14494937658309937
85,1.8838362,0.5030448,-2.978074,0.43929538,0.6166192,3.0278718,-0.06353437,0.8494014143943787,0.5528748,3.1412995,0.3489646315574646
86,2.8332238,-0.560942,0.53012353,0.4687474,-0.60566896,-0.4383606,-0.1032244,0.85,0.41250774,3.002949,0.2896025776863098
87,0.2934995,2.0428402,-2.1659071,0.4636041,2.1153452,1.9190239,0.060589444,0.8096878528594971,0.5340524,6.990657,0.06045563519001007
88,1.4524986,0.9552698,1.3657924,0.40833482,0.84501594,-1.6299205,-0.017166661,0.828762948513031,0.37198427,3.7338421,0.24608337879180908
89,1.8698921,0.30984834,-1.5271692,0.4161101,0.66772115,1.2803138,-0.12252125,0.847617506980896,0.21084064,2.6911514,0.48035335540771484
90,0.8125521,1.1790779,2.4257343,0.40798324,1.169503,-2.5260894,-0.025341973,0.8243361115455627,0.4505702,5.81582,0.11208613216876984
91,-0.08721974,2.026306,-1.189924,0.3008556,2.0497277,1.1470746,0.24820407,0.8275176286697388,0.4694261,4.9618363,0.1787935048341751
92,2.527259,-0.009968398,2.3917236,0.23369911,-0.01599592,-2.6154687,0.17316516,0.8396603465080261,0.57950133,4.069049,0.18967193365097046
93,2.7526717,-0.38184077,1.6341454,0.511601,-0.4188312,-2.0547776,-0.39861232,0.8290644288063049,0.44083157,4.025843,0.23453359305858612
94,1.8382921,0.41668642,0.6262216,0.3591191,0.43309,-0.89537346,0.012950388,0.829419732093811,0.41651303,6.2601423,0.09596680104732513
95,-0.4104615,2.27469,0.7872153,0.5389956,2.433483,-0.93716,-0.21396059,0.7659001350402832,0.47908792,8.851327,0.01659325323998928
96,1.950468,0.5657905,0.9732683,0.3793217,0.5395418,-1.096647,-0.14429852,0.85,0.47729385,3.6243076,0.2467728704214096
97,0.80408263,1.5845579,2.126412,0.48067605,1.7554761,-2.489964,0.018337535,0.7835069894790649,0.6110996,9.781247,0.05
98,1.9741566,0.44648394,0.30772272,0.3709408,0.34316093,-0.66059786,0.03609121,0.8431562781333923,0.40421367,3.195958,0.32263460755348206
99,3.780654,-1.6376747,0.3355638,0.41954944,-1.6480919,-0.6201782,0.107986055,0.7873733639717102,0.43568546,5.1176567,0.13961003720760345
100,2.3418505,0.042763624,-0.40822712,0.5360535,0.026566712,0.14982015,-0.019204022,0.7879815101623535,0.5227738,5.439,0.14911982417106628
101,1.6004475,0.80577964,-0.05178886,0.53482515,0.89029604,-0.23842585,0.08555905,0.841997504234314,0.43368655,2.8886104,0.37789085507392883
102,1.4408962,0.9089136,0.10403212,0.40692738,0.78101194,-0.22214067,-0.095238015,0.7883949875831604,0.49391633,7.2806606,0.03169363737106323
103,0.8798987,1.3680544,-2.2585158,0.43382624,1.4299841,1.9438905,0.053167455,0.8293682932853699,0.3997491,6.5551014,0.1136762946844101
104,-1.0060062,3.2508974,-0.8870797,0.42966235,3.0785296,0.8039097,-0.10448742,0.8267191648483276,0.4124884,5.8303227,0.10913737118244171
105,2.234359,0.07254511,2.338868,0.44124165,0.04885292,-2.292098,-0.048522044,0.811358630657196,0.5213695,3.429999,0.291884183883667
106,1.5315675,0.5120111,0.67180926,0.4849314,0.5204982,-0.9848388,-0.05991398,0.7150615453720093,0.5603028,8.4147,0.03809940442442894
107,2.4492106,-0.3135889,0.07905479,0.1866027,-0.30039418,-0.19061473,0.284624,0.8363108038902283,0.40576187,6.454072,0.0753440111875534
108,-0.123332575,2.1819239,-0.041003905,0.33743826,2.2022238,-0.052744783,0.03240134,0.7912867665290833,0.4377175,11.258824,0.05
109,2.1498108,0.30134594,-0.25880665,0.44763657,0.3070955,0.018479712,-0.058482684,0.7943331003189087,0.57825226,4.0522656,0.19272615015506744
110,1.4430438,0.7823138,-1.2559079,0.33584237,0.73817366,1.0736146,0.105678245,0.8323051333427429,0.44592023,11.627553,0.05
111,0.261994,2.0775392,0.98906493,0.33744583,1.963905,-1.1577926,0.047654357,0.7855410575866699,0.5148535,8.935211,0.007721106521785259
112,1.9456685,0.2301169,0.9656488,0.4086342,0.16629316,-1.2460531,-0.13791661,0.842720091342926,0.40758246,5.2737913,0.12226054072380066
