,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5
0,0.6367682,0.47036326,1.8551458,0.113583855,-0.21417911,0.47583398,0.269325
1,-0.81865937,0.3877839,1.0197431,1.2189648,-0.42148003,0.37930268,1.2618296
2,0.18498129,0.6306592,0.28565764,1.8729295,-0.31029084,0.540189,1.9578261
3,-0.30955774,0.4844902,-0.033127215,2.2487772,-0.3037704,0.49843267,2.3520095
4,-0.42601082,0.5179828,-0.43035132,2.5159159,-0.20794262,0.53328604,2.6151721
5,0.06908038,0.7141365,0.8397915,1.3778962,-0.3297015,0.45914483,1.4659204
6,-0.74978745,0.37806064,3.59959,-1.3891182,-0.3086739,0.5127161,-1.2064937
7,0.3059953,0.516011,1.1321642,1.0132693,-0.23571756,0.43843132,1.0762984
8,-0.10042277,0.55777925,0.77988255,1.4306102,-0.25396872,0.32772857,1.5228657
9,0.0067734197,0.55771995,2.5973935,-0.49866968,-0.108308375,0.5051404,-0.39460817
10,-0.6222683,0.47266,1.0307641,1.0391124,-0.20215148,0.43101403,1.1806561
11,-0.3793603,0.52215725,-0.9210685,2.9767294,-0.28650114,0.4182169,3.1304102
12,0.4591405,0.5119227,0.5740053,1.6139404,-0.2765766,0.27093366,1.8127098
13,0.41171202,0.46770942,0.89287823,1.1909807,-0.3141804,0.4135731,1.2559007
14,0.031838834,0.6222852,1.8625823,0.36364403,-0.2241316,0.42664996,0.51254946
15,-0.59963846,0.47225523,3.0309906,-0.87638605,-0.32380638,0.311171,-0.8030263
16,0.7860664,0.4095766,0.062485352,2.1365929,-0.28166494,0.41181147,2.213118
17,0.79250675,0.38750637,1.589273,0.5784319,-0.24247333,0.5208222,0.6429151
18,-0.655442,0.45053434,2.334162,-0.06123316,-0.25523487,0.46707317,0.053197186
19,0.62977076,0.45268914,0.6400924,1.4175107,-0.18605445,0.4549558,1.653209
20,-0.03291107,0.677508,1.4429364,0.90460116,-0.33509776,0.28486308,0.9469752
21,0.52485085,0.51616365,0.3159861,1.6773709,-0.3208463,0.4378673,1.7244829
22,-0.5752716,0.47833997,1.2239891,1.0009524,-0.274443,0.44457516,1.1060797
23,0.19870937,0.4798274,-0.0119169615,2.2064588,-0.3347069,0.46188188,2.2762177
24,-0.7107044,0.38158357,1.4653665,0.8432903,-0.37785426,0.465049,0.9620126
25,-0.66940427,0.4474031,0.692996,1.4612584,-0.3066572,0.57228374,1.5857825
26,-0.81841487,0.43692297,-1.4808729,3.592051,-0.3413346,0.47113973,3.8106673
27,-0.4596308,0.51023257,2.159433,0.0060060653,-0.31375808,0.42062345,0.15160926
28,0.5113553,0.55067086,1.8957782,0.2691902,-0.29573953,0.5630853,0.42601213
29,-0.79606503,0.38010713,1.4103624,0.627796,-0.24778286,0.49071163,0.72802883
30,0.43481374,0.5129763,0.88196975,1.308348,-0.22420542,0.5026602,1.3759987
31,-0.37369794,0.5104176,2.8244536,-0.5665132,-0.25761902,0.45105064,-0.4387542
32,-0.5971384,0.48510194,0.0677964,2.0148897,-0.44355986,0.45674902,2.1390586
33,0.08130535,0.5615698,2.0433722,0.16931677,-0.19151343,0.54161716,0.24560139
34,-0.6776131,0.42738497,1.3941272,0.6451226,-0.29082155,0.50096875,0.7306296
35,0.37549344,0.5545173,0.6324377,1.5457186,-0.32000062,0.43002066,1.6721592
36,-0.12518981,0.5888248,-1.2856599,3.3330238,-0.20134875,0.43677136,3.4566045
37,0.3534614,0.5075225,0.6780285,1.4231105,-0.27649912,0.456153,1.5641092
38,0.60352707,0.46755925,0.82213646,1.2679166,-0.26394108,0.54812753,1.3888171
39,0.7016102,0.42431635,2.3307083,-0.086806215,-0.33864462,0.41868874,0.04232999
40,-0.031061959,0.6618781,1.4909276,0.57512957,-0.20161216,0.4552999,0.6250256
41,0.58879846,0.50019574,1.1264648,0.9820567,-0.3667085,0.44497287,1.1435477
42,-0.34606707,0.55017996,2.2247777,-0.18883055,-0.3179831,0.53209686,-0.044973582
43,-0.16944638,0.58144504,-0.23772801,2.518814,-0.1994278,0.5214683,2.7043374
44,-0.6923,0.39630353,0.68564,1.4389153,-0.23694994,0.44287553,1.5615575
45,-0.6120372,0.4597921,2.6694949,-0.36730415,-0.29555184,0.4574597,-0.28577298
46,-0.28870726,0.5728173,-0.25657722,2.2524517,-0.36704358,0.5352498,2.3598433
47,0.7639447,0.42410254,2.7473328,-0.6442447,-0.2682687,0.5730425,-0.4973746
48,0.032408454,0.5810974,0.6798476,1.4723034,-0.25740883,0.37137964,1.6183665
49,-0.6783559,0.47863293,2.0448987,0.20886879,-0.2095709,0.4923755,0.2598421
50,0.046616826,0.5733858,0.21165352,2.21052,-0.19858475,0.37046412,2.4490726
51,-0.6596837,0.459923,2.9273207,-0.7156775,-0.34366363,0.51250356,-0.55074376
52,-0.67307246,0.4451479,2.7612288,-0.5300266,-0.24577868,0.36892486,-0.4457508
53,0.7591377,0.37915254,2.0571437,0.16814415,-0.11448665,0.4255083,0.24586858
54,0.21486017,0.55801123,1.6530321,0.44673017,-0.36407188,0.4928253,0.56325144
55,-0.7087694,0.40560427,1.4110857,0.8422779,-0.16979289,0.4023319,0.97475505
56,-0.49118543,0.492861,-2.0404801,3.9999893,-0.3475352,0.5888115,4.127298
57,0.7461616,0.42784587,2.2059662,-0.036370657,-0.23838453,0.4034725,-0.040305417
58,0.81321806,0.33365217,2.7251716,-0.5884123,-0.18970837,0.34503645,-0.49982014
59,-0.7490065,0.38135695,1.6897149,0.6230027,-0.35901955,0.42571884,0.725913
60,-0.66164553,0.398574,0.64597875,1.3914725,-0.27885792,0.42900738,1.4759159
61,-0.73043734,0.38866353,-2.0433948,4.079061,-0.26280615,0.3929853,4.1689277
62,-0.76470107,0.3821431,3.500924,-1.3152188,-0.3328588,0.32787043,-1.1492405
63,-0.33547148,0.5674657,1.7927177,0.32109252,-0.1765296,0.46379295,0.34996602
64,0.25369957,0.54682916,0.2896351,1.9738255,-0.32891935,0.268978,2.1103005
65,0.75122327,0.42001075,0.77087575,1.3175474,-0.19330637,0.3714378,1.3597589
66,0.7717037,0.42962217,1.4907807,0.56086516,-0.16907322,0.37801328,0.6210471
67,-0.10871219,0.5943733,1.4277443,0.8911775,-0.3506993,0.40570575,0.9654486
68,-0.53761274,0.49805263,2.4541116,-0.17177212,-0.45548588,0.47574878,-0.03495247
69,-0.75398815,0.4051924,0.80903125,1.2718707,-0.24984187,0.49742255,1.3193542
70,0.39138007,0.5379506,2.2730935,-0.23585367,-0.2999098,0.49596888,-0.10359947
71,-0.19670193,0.532805,3.9510474,-1.598075,-0.2747781,0.33133745,-1.5230916
72,0.18076102,0.5141417,0.6156167,1.5747676,-0.25099772,0.29831448,1.6144766
73,-0.6896629,0.42021355,3.4766424,-1.2330847,-0.2552974,0.5074421,-1.0955242
74,-0.5362989,0.46774098,1.8718219,0.32127938,-0.25473812,0.54749554,0.4204013
75,-0.6045236,0.43837324,2.8127675,-0.4795331,-0.3120499,0.45157596,-0.43918878
76,-0.1536567,0.5717307,3.5855362,-1.2986242,-0.3586011,0.51526505,-1.1801507
77,0.64431566,0.4696642,1.9369344,0.21117672,-0.2911502,0.6506523,0.21629629
78,0.5215429,0.47583553,2.5344522,-0.24870686,-0.23852277,0.4463098,-0.27273378
79,-0.3589205,0.5244226,0.8007405,1.3635012,-0.318722,0.4274248,1.4916651
80,0.035157524,0.612156,1.743226,0.41208106,-0.2397686,0.44054487,0.49680686
81,-0.08373938,0.6132702,0.8120807,1.0996073,-0.20841447,0.3509788,1.1770749
82,-0.2553347,0.5290777,4.3762846,-2.1771014,-0.19811349,0.4669336,-1.8987967
83,-0.020974938,0.56763893,0.7377753,1.2881719,-0.22283547,0.32589868,1.2909553
84,0.4864361,0.5118695,0.67860883,1.4534569,-0.1520518,0.29019982,1.5080435
85,-0.4790834,0.5188637,1.2514231,0.89253354,-0.18252474,0.4271836,1.0320061
86,-0.06453558,0.60335964,2.4468236,-0.25344533,-0.3295831,0.49342483,-0.079746805
