,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
65,-0.82654643,3.1119242,0.012034189,0.3989852,3.2027771,-0.311541,-0.009353608,0.05,0.18561609089374542,2.254756212234497,1.2910533
66,1.6965694,0.4843528,-1.454226,0.68079805,0.6038407,1.3476342,-0.24952435,0.32504528760910034,0.1996280550956726,2.1375536918640137,1.313605
67,2.4239511,-0.054309692,2.4788563,0.58635783,0.07357833,-2.6343045,-0.26772955,0.34237533807754517,0.19851179420948029,2.134655237197876,1.2118293
68,2.5906684,-0.36810273,0.5809535,0.44344416,-0.30870098,-0.9242338,-0.24631174,0.05,0.16575947403907776,2.389547348022461,0.94722086
69,1.1157563,1.1783015,0.4555016,0.71168756,1.267978,-0.64322907,-0.24580911,0.4906042218208313,0.19264854490756989,2.074692487716675,1.37971
70,1.563918,0.66406685,-0.3138568,0.3672207,0.7427024,-0.07276227,0.2992272,0.14642786979675293,0.22634418308734894,2.2318923473358154,1.2323737
71,1.9588484,0.1763583,0.3953019,0.4964425,0.31661478,-0.61189395,-0.03927319,0.05,0.23888377845287323,2.126788854598999,1.3263294
72,1.9193275,0.30266216,0.18749323,0.72473997,0.32252237,-0.48125476,-0.38193363,0.2368064969778061,0.19256959855556488,2.0706405639648438,1.2354887
73,0.78100324,1.4439038,-0.3710494,0.59878117,1.5585618,0.05809972,-0.058333844,0.28788337111473083,0.16357775032520294,2.1444451808929443,1.1569657
74,3.6567245,-1.3559785,-0.05255841,0.50831896,-1.3195227,-0.21304946,-0.038640544,0.27468815445899963,0.15642784535884857,2.1558237075805664,1.1504643
75,2.761863,-0.5711595,-1.4769672,0.46928355,-0.58897036,1.2781315,-0.047718078,0.07252723723649979,0.21075226366519928,2.2548961639404297,1.2495217
76,0.124017775,1.8909012,4.345837,0.63281125,1.9937541,-4.717971,-0.23179758,0.14561796188354492,0.21444950997829437,2.947425365447998,0.9720688
77,-1.0014457,3.305678,-3.344016,0.51256216,3.4238105,3.0820901,-0.060368698,0.31514883041381836,0.16282564401626587,2.02545166015625,1.1996192
78,2.1350925,0.15500495,-0.18003649,0.73038614,0.18879008,-0.03424779,-0.2843163,0.20945122838020325,0.17482911050319672,2.096421718597412,1.1738452
79,2.4441795,-0.26555625,-1.1635871,0.79111445,-0.2523373,0.8994566,-0.5124184,0.14886842668056488,0.2176511585712433,2.376847982406616,1.162446
80,3.5944371,-1.2038281,0.37043086,0.46233252,-1.121944,-0.541538,-0.082052484,0.5106005072593689,0.1748603731393814,2.0501461029052734,1.22909
81,1.9460685,0.25968224,-1.5624409,0.32643455,0.3102691,1.2828966,0.23458512,0.08071105182170868,0.21090877056121826,2.207808256149292,1.2351679
82,1.3028696,0.8764092,3.3290663,0.6756591,0.89773214,-3.4292846,-0.14254035,0.16247496008872986,0.16884253919124603,2.1260643005371094,1.1828939
83,1.7405862,0.49330893,0.078006335,0.53022045,0.5036166,-0.25546402,-0.19412522,0.34315675497055054,0.19045904278755188,2.362745761871338,1.0383167
84,2.2028816,0.07312245,-0.19928554,0.449882,0.16922744,-0.26692086,-0.1685532,0.14283661544322968,0.1398208737373352,2.360848903656006,0.90571284
85,2.1542058,0.010972184,-0.951067,0.65169305,0.015444672,0.77702665,-0.39891422,0.05,0.18489578366279602,2.0888752937316895,1.1883203
86,1.8949218,0.35450378,-1.5312353,0.71084327,0.39242342,1.2724215,-0.37034234,0.319993257522583,0.20392656326293945,2.2888944149017334,1.2434887
87,3.6002924,-1.1458887,2.5807354,0.57615644,-1.058948,-2.8995469,-0.060169533,0.6783884167671204,0.18192505836486816,2.1690382957458496,1.0717654
88,-0.10491027,2.3546448,0.630877,0.40801576,2.405814,-0.7554781,-0.15880604,0.4607119858264923,0.1660764068365097,2.2499020099639893,1.0880684
89,1.4359549,0.62570983,-0.4251075,0.814701,0.7343896,0.048553705,-0.3803447,0.05,0.23498135805130005,2.5049567222595215,1.1591123
90,2.3361497,-0.11579093,1.5728589,0.38888368,-0.038875576,-1.7547897,0.07226951,0.4367729127407074,0.18821431696414948,2.2741317749023438,1.0971361
91,2.0425773,0.17952661,-0.13814822,0.50579304,0.35779575,-0.18783006,-0.13893846,0.13405780494213104,0.16408240795135498,2.1915504932403564,1.1205356
92,3.2661922,-0.8715364,1.4478304,0.64990246,-0.8864735,-1.7203503,-0.42820972,0.32099470496177673,0.13561789691448212,1.9333555698394775,1.2978666
93,3.7795997,-1.5485817,-2.369203,0.49864352,-1.5788847,2.0500736,0.081912816,0.14402274787425995,0.17572204768657684,2.4806811809539795,0.99920166
94,2.8436894,-0.49572352,0.074288204,0.5567281,-0.38129035,-0.30421597,0.05349213,0.4267646372318268,0.12189402431249619,2.1162354946136475,0.8816077
95,1.4527897,0.78588355,-0.13364498,0.5711781,0.7649756,-0.1471144,-0.10561718,0.23845213651657104,0.1896495521068573,2.4127252101898193,1.0980052
96,4.6277742,-2.2161152,-1.446507,0.54700047,-2.1484365,1.1050931,-0.08552076,0.070526622235775,0.1872246265411377,2.03659725189209,1.3506769
97,2.205209,0.11038215,-0.6344903,0.50846756,0.09506688,0.4715124,-0.08053822,0.31855684518814087,0.17631018161773682,2.0765061378479004,1.2248873
98,1.7505336,0.5465106,-0.77097267,0.37365764,0.5658683,0.5598864,-0.037477095,0.3396492004394531,0.19369636476039886,2.0637991428375244,1.3711586
99,3.5663695,-1.4500078,-0.42150843,0.6123154,-1.3640364,0.080669455,-0.24763764,0.16794641315937042,0.23241347074508667,2.646123170852661,0.97097653
100,3.8214095,-1.5970961,1.5325946,0.49897614,-1.5080566,-1.7247587,0.23063259,0.4314745366573334,0.13398738205432892,2.2952158451080322,0.8966529
101,2.018062,0.09978021,0.5184485,0.49982202,0.10584124,-0.8064541,-0.06630082,0.12676553428173065,0.2234996259212494,2.475492477416992,1.15864
