,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7
21,-0.16714485,0.56439024,1.7172129,0.57177794,0.42434117,0.3053181,0.5859343,-0.7162423,0.066677146
22,0.71920556,0.4034997,0.6093624,1.4778105,-0.8659895,0.537216,1.7919511,0.6831291,-0.04124853
23,-0.17800991,0.6365183,1.1555027,0.9377457,0.34317532,0.40979064,1.0627575,-0.5891221,-0.029974129
24,-0.10244096,0.56084955,1.9338096,0.30763945,-0.29123104,0.5469937,0.38897157,-0.06016462,-0.06260644
25,0.69748914,0.39927512,2.6309597,-0.13585773,-0.16426916,0.27511472,-0.489991,-0.13503335,-0.06677606
26,0.7775064,0.33037275,-0.4243578,2.7575717,1.0726236,-0.0003369805,2.8718028,-1.2234533,0.5018907
27,-0.09455575,0.6518048,-0.19751345,2.3189614,0.14971794,0.22428966,2.5822322,-0.4590295,0.20386425
28,0.48395303,0.44309658,1.1106997,1.017843,1.00348,0.61831844,1.150544,-1.0765773,-0.51977444
29,-0.34129387,0.49537545,0.7430175,1.4479449,-0.122986555,0.36438122,1.4527355,-0.03594316,0.16251874
30,0.2582338,0.6061415,2.7754734,-0.3768363,-3.2081082,0.7064445,-0.3248483,2.7794166,-0.33649075
31,-0.35689366,0.58550316,2.580948,-0.42415485,0.4566803,0.66783875,-0.3587034,-0.7280334,-0.2095076
32,-0.09643214,0.51232415,2.863829,-0.77215916,1.739332,0.44751802,-0.64873165,-1.9526818,0.033542547
33,0.052245792,0.55629236,-1.7584423,3.895855,1.7688574,0.51221484,4.042963,-2.2626665,-0.18679027
34,0.53017163,0.47768077,1.8474984,0.28807887,-0.06696425,0.42413774,0.35176846,-0.16289243,0.0193888
35,-0.34028614,0.5155387,2.5085318,-0.2772089,-0.9580318,0.5522806,-0.21052158,0.69938093,-0.109307915
36,-0.028942171,0.56724393,0.77917296,1.5106583,-2.6679409,0.46780315,1.713118,2.112555,-0.10922459
37,-0.5539569,0.4356511,1.4552344,0.7724795,0.51151663,0.034855157,0.7256212,-0.7376846,0.07768129
38,-0.45220032,0.47460967,0.23310386,2.0336123,-3.0655234,0.4512233,2.0556128,2.70381,-0.14726543
39,0.042333487,0.63045776,0.23565355,2.0935764,-2.7742052,0.5719909,1.992313,2.434347,-0.23204568
40,0.47740102,0.49040237,1.4596943,0.8071732,0.5371971,0.33905235,0.87262523,-0.78163534,0.08849369
41,-0.036807366,0.65071774,0.8923745,1.3097907,-2.8044,0.6372602,1.5023975,2.3903737,-0.16917245
42,0.7091689,0.38177925,-0.9746212,3.1154568,0.032996077,0.25682554,3.2542791,-0.44050762,0.3121888
43,-0.47111657,0.5084972,1.5845516,0.73446363,-1.1005539,0.38672897,0.620751,0.83827376,0.041893087
44,0.6785402,0.42016,0.43667826,1.7569834,0.37664798,0.33653384,1.8656636,-0.7785458,0.04464028
