,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,0.72502446,1.6088827,-0.23408222,0.45025423,1.4962016,0.85,0.1522030085325241,3.7339551,1.7336264
1,2.2208529,0.07094691,-0.27329928,0.5097572,0.100904375,0.85,0.08566577732563019,3.7743342,1.7026454
2,-0.93327796,3.1734233,-0.31909195,0.54258,3.302512,0.85,0.09252733737230301,3.5736716,2.0698686
3,0.6817508,1.5577806,-0.23918495,0.48189583,1.6332685,0.85,0.14400726556777954,3.7628984,1.5945901
4,3.2068555,-0.9662116,-0.22304457,0.48566425,-0.9693313,0.85,0.21934044361114502,3.6109831,1.719535
5,0.57687545,1.595618,-0.17872094,0.40353635,1.7000015,0.85,0.147227481007576,4.1971645,1.3754768
6,0.17658158,2.388234,-0.28586033,0.41794154,2.4982505,0.85,0.08694713562726974,3.3203712,1.9077538
7,-1.2824148,3.4209328,-0.24050413,0.3037539,3.3968093,0.85,0.12861239910125732,5.5872416,0.9791761
8,0.7478329,1.6476398,-0.29156777,0.4439008,1.6324619,0.85,0.16469043493270874,3.165834,2.1551948
9,3.0321462,-0.42282772,-0.34783646,0.41532713,-0.43569392,0.85,0.10438138991594315,3.1330614,2.1343448
10,1.833392,0.679793,-0.3353766,0.4246992,0.7073224,0.85,0.06869249790906906,3.1432164,1.8658669
11,3.2002368,-0.80209744,-0.25435174,0.47265822,-0.80939215,0.85,0.09566096216440201,3.2416198,2.0033832
12,1.2105014,1.1548429,-0.32763013,0.4083265,1.1309048,0.85,0.11525037884712219,3.6155334,1.7510893
13,-0.30821493,2.662125,-0.28372762,0.42115924,2.5492933,0.85,0.09189818054437637,4.2197423,1.5100714
14,3.713443,-1.6114558,-0.29014027,0.32547924,-1.4200883,0.85,0.1790713220834732,4.8513865,0.88973624
15,3.2673056,-1.0175078,-0.30362147,0.5214698,-1.1875262,0.85,0.08803702145814896,5.400913,0.9318253
16,2.2738023,-0.056971725,-0.13543282,0.4780656,-0.037956037,0.85,0.09933500736951828,3.927815,1.6093031
17,-1.0193192,3.2416592,-0.12892786,0.36189872,3.2111819,0.85,0.13228480517864227,4.0244665,1.3454888
18,0.50145686,1.6415226,-0.3153734,0.42902815,1.757345,0.85,0.1171339675784111,4.453614,1.2433567
19,0.72733825,1.6385326,-0.26202062,0.39094645,1.824826,0.85,0.07468815892934799,3.6715467,1.8028611
20,2.2219045,-0.0109150885,-0.22739011,0.50795114,-0.01658285,0.85,0.13199207186698914,3.8236372,1.5767022
21,1.1467255,1.237797,-0.26531932,0.39871195,1.2733386,0.85,0.07371733337640762,3.2941144,2.5142045
22,2.7329936,-0.44314188,-0.28182593,0.35263363,-0.47473377,0.85,0.09473678469657898,3.7067857,1.6635628
23,1.8369825,0.52784914,-0.37673843,0.2989804,0.64090836,0.85,0.08710800856351852,3.5925064,1.6983416
24,0.22290467,2.0143785,-0.160948,0.4911958,2.083177,0.85,0.1023300439119339,3.5442462,1.847304
25,1.7542413,0.6584094,-0.23099455,0.3279091,0.5449864,0.85,0.15767420828342438,3.4551923,1.7569078
26,2.9818854,-0.5199084,-0.22028917,0.41807544,-0.45026308,0.85,0.13630922138690948,3.3051126,1.8942348
27,-0.04640832,2.402314,-0.34613663,0.54258716,2.4648285,0.85,0.18845082819461823,3.5088217,1.6190928
28,0.49582517,1.9017258,-0.2128533,0.40924215,1.9485608,0.85,0.11165615916252136,3.3787944,1.9394729
29,2.293223,-0.04187207,-0.24519464,0.46894085,0.0071025793,0.85,0.11079489439725876,3.9949086,1.7176727
