,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3
0,-0.753298,0.361788,2.246631,0.056671333,-0.17527743
1,-0.28549603,0.50184953,2.1998763,-0.006382665,-0.12815401
2,-0.08693797,0.49224758,2.16046,0.06110656,-0.19199632
3,-0.6668807,0.42475897,2.2035542,0.10353197,-0.17682025
4,-0.7881324,0.35115486,2.0807552,0.085832104,-0.22845316
5,-0.052383713,0.55283475,2.1804063,0.08664664,-0.07845431
6,-0.20968296,0.55756867,2.1433268,0.1082496,-0.2238573
7,-0.6485311,0.42319012,2.1866388,0.021682901,-0.16716214
8,0.13622095,0.56858915,2.1036522,0.08860189,-0.12834159
9,0.3565948,0.5376872,2.0998693,0.12130872,-0.18358529
10,0.20479311,0.5480661,2.1681137,0.119350396,-0.17062886
11,-0.22544074,0.5228388,2.1716423,0.10315871,-0.20294128
12,-0.31391346,0.531721,2.1333997,0.042348962,-0.10686434
13,-0.53839684,0.46832514,2.1126413,0.06020367,-0.22884399
14,0.15549442,0.5245138,2.089992,0.08127047,-0.12649141
15,-0.33415994,0.52391946,2.1315408,0.08002377,-0.104371704
16,-0.17080502,0.54041374,2.193472,0.073041186,-0.12764682
17,-0.6816368,0.39994892,2.0970325,0.08030268,-0.09575795
18,0.03413192,0.520523,2.0823457,0.09359434,-0.14107436
19,0.7380626,0.41305393,2.1168032,0.07179629,-0.13282962
20,-0.097136356,0.5746362,2.1426265,0.07146261,-0.2547336
21,-0.5205358,0.46947962,2.1783519,0.0971713,-0.21172015
22,0.11692303,0.5580233,2.1009805,0.022680542,-0.09484689
23,0.7568973,0.31640384,2.2979903,-0.01536466,-0.25947767
24,0.62898123,0.43614984,2.1161404,0.10219316,-0.21099989
25,0.17711136,0.5432415,2.132455,0.06379636,-0.29354373
26,-0.3849737,0.56141347,2.1490667,0.13248505,-0.20202547
27,-0.0458548,0.595465,2.2020192,0.08669315,-0.14852694
28,0.80630445,0.3388485,2.172941,0.079615936,-0.035676
