,posterior_phi,posterior_sigma,posterior_g1,posterior_g2
374,0.3610129,0.5685302,2.0329702,0.14244829
375,0.2976942,0.6328557,1.9678375,0.08067294
376,0.7523426,0.43325034,2.032817,0.2457498
377,0.71021503,0.4707281,2.0927832,0.09597998
378,-0.23926744,0.61326456,2.0253613,0.07483281
379,0.68671197,0.46734717,1.9651709,0.15491696
380,-0.53418213,0.53656656,2.0464847,0.13748041
381,-0.1953475,0.6264683,2.1197338,0.20542765
382,-0.076890655,0.70400697,2.1472876,0.13571393
383,-0.8307104,0.33158895,2.0325584,0.09540862
384,-0.76559454,0.43412066,2.0700707,0.12198035
385,-0.031092282,0.5646842,2.0724957,0.11017454
386,-0.053793866,0.69573545,2.0416267,0.17607443
387,0.121963285,0.60729873,2.1732283,0.18266544
388,-0.23828845,0.60060006,2.0328639,0.23752913
389,-0.5022883,0.5319967,2.0807254,0.13991107
390,0.08640168,0.6572181,2.0251763,0.14445186
391,-0.56815106,0.53897685,1.9992175,0.15276915
392,-0.6475747,0.4811731,2.1258817,0.08795037
393,-0.4091306,0.55944407,2.0483127,0.14191183
394,-0.32325593,0.6000358,2.1532707,0.16075014
395,0.35797572,0.5763038,2.1813626,0.06601622
396,0.7043626,0.4663093,1.993055,0.2359583
397,0.6445041,0.48521715,1.9571692,0.112946264
398,0.6493349,0.48130614,2.1410856,0.16809832
399,-0.08844269,0.7018206,1.9739262,0.21027298
400,0.15401551,0.6167664,2.0453558,0.20023037
401,-0.6969843,0.48983303,2.1138928,0.20031139
402,-0.18743038,0.59862345,2.0770452,0.17032708
403,-0.10563728,0.6454462,1.9982669,0.156537
404,-0.70395756,0.46522272,2.1733894,0.14752652
405,-0.45471066,0.5711366,2.0970848,0.19910339
406,0.45708638,0.5467994,2.0611603,0.17364074
407,0.34412697,0.60088736,1.9486337,0.16781871
408,-0.05905798,0.6475534,1.9382254,0.1558533
409,0.28863668,0.6523082,2.0039194,0.22260061
410,0.16430342,0.62328786,2.0613575,0.2392961
411,-0.09106987,0.638459,2.110893,0.14496739
412,0.5354921,0.5391359,2.0381165,0.23328231
413,-0.38129866,0.5538059,2.0485072,0.15821618
414,0.2209921,0.67080104,2.0885372,0.12394917
415,0.24460137,0.6851101,2.0202284,0.11692831
416,0.64942086,0.50247926,2.0508306,0.17306699
417,-0.7207588,0.45038447,2.0406182,0.14760691
418,-0.092239745,0.6353478,2.00541,0.15152445
419,-0.38899526,0.5845179,2.0014338,0.19197704
420,-0.082324795,0.67415977,2.0021887,0.09287059
421,0.71745515,0.44218025,2.0738606,0.102314495
422,-0.73046654,0.4565976,2.0335057,0.13855815
423,0.30885655,0.5847528,2.1060014,0.10371184
424,-0.1811505,0.5823014,2.0391161,0.15137321
425,0.6597547,0.5082876,2.030215,0.17809892
426,0.08928871,0.5715968,2.0783727,0.16881214
427,-0.24446583,0.60038877,2.0704272,0.16567478
428,-0.1121922,0.6181035,2.0009787,0.053012174
429,-0.5835368,0.52588713,2.0853472,0.113087654
430,0.19697548,0.63108546,2.0690417,0.20722537
431,0.67021644,0.46226326,2.141745,0.08683999
432,-8.7573084e-05,0.6701752,2.0218651,0.13696389
433,0.74738604,0.42247364,2.0214336,0.13360424
434,0.07849899,0.68623173,2.0027623,0.21138541
435,0.7123847,0.45840335,2.0805924,0.20305237
436,0.6589733,0.47822076,2.0913446,0.08391124
437,0.061733972,0.6107414,2.1528232,0.20898151
438,-0.2273698,0.62986434,1.9757532,0.09058844
439,-0.35123652,0.57172066,2.1502066,0.17986391
440,-0.027710743,0.60819906,2.0588493,0.17419241
441,0.7309526,0.47319233,2.0888352,0.1795537
442,-0.6090783,0.5140615,2.1551886,0.15329717
443,-0.6719891,0.48810717,2.0393305,0.1843618
444,0.13177961,0.6034986,1.9179384,0.19163838
445,0.36060223,0.5958874,1.9626491,0.15082657
446,-0.4005651,0.61256623,1.9791572,0.135811
447,0.6589704,0.4979654,1.9855616,0.07240212
448,-0.14437434,0.6318542,2.073748,0.11631989
449,0.47932285,0.5215354,2.1740746,0.0932651
450,0.60875607,0.5181661,1.9712596,0.17512937
451,0.7867782,0.39425194,2.1271794,0.17477481
452,-0.8244939,0.33269906,2.0727427,0.14860068
453,0.06043818,0.5647241,2.0499234,0.11828644
454,-0.49662754,0.5429305,2.0364134,0.18959117
455,0.28265262,0.6185595,1.9976536,0.1792377
456,0.53466684,0.53077966,2.114335,0.21320863
457,-0.13886695,0.61787564,1.9857607,0.18937936
458,-0.2422114,0.6281191,1.9487168,0.17024069
459,-0.2110538,0.6513938,1.9784306,0.18682858
460,0.6051285,0.4890917,2.1644886,0.12221561
461,0.0919694,0.59937996,2.0617044,0.117111154
462,-0.68324184,0.47613433,2.107868,0.06953979
463,-0.019875081,0.63641304,2.0026615,0.19462249
464,0.2174538,0.6168126,2.1165287,0.11993205
465,-0.092296034,0.669197,1.9978706,0.12448876
466,-0.026306065,0.66920954,2.0571501,0.18973926
467,0.84426945,0.4228648,2.10523,0.11977417
468,0.49257243,0.5262821,2.0986822,0.17498058
469,0.7724014,0.44154984,2.0154724,0.2324034
470,-0.6914513,0.48188177,2.042532,0.1264303
471,-0.01355098,0.6628559,2.0073915,0.20805751
472,-0.28699988,0.567096,1.953967,0.17292638
473,0.18123703,0.6006236,2.0582802,0.014015696
474,-0.31861407,0.5692414,2.111974,0.13465786
475,-0.042775195,0.62951493,2.0380826,0.13901561
476,0.5562932,0.52502644,2.0520232,0.12382742
477,0.40842187,0.56532043,2.0774856,0.213112
478,-0.17624201,0.6478525,2.0681152,0.16928388
479,-0.54223055,0.5561816,2.0619874,0.18625006
480,-0.49131712,0.5622032,2.0624158,0.19508363
481,-0.70419484,0.4760377,1.939646,0.1680235
482,0.022075733,0.6627184,2.0779052,0.13804927
483,0.65530056,0.5089019,2.0340915,0.023429953
484,-0.5006738,0.55202544,2.006157,0.11531994
485,-0.40918335,0.57477504,2.1050227,0.16759199
486,-0.1861935,0.5907154,2.0508516,0.0828212
487,0.3503562,0.58952945,2.0854502,0.12001049
488,-0.7660129,0.460971,2.0999868,0.13620393
489,-0.6176932,0.4953376,2.0103314,0.13492934
490,0.70983815,0.43549877,2.0372722,0.17615145
491,-0.39722723,0.5837625,2.1033084,0.13268872
492,-0.7255376,0.46665192,2.0829837,0.09916606
493,0.6582014,0.5091518,2.0037491,0.17958891
494,0.05189924,0.6820232,1.9844564,0.13474028
495,-0.74018234,0.4366422,2.049241,0.16523786
496,-0.36676943,0.572095,2.0818105,0.17856708
497,-0.17788796,0.62938046,2.0424058,0.13047037
498,-0.42970303,0.5586012,1.9334917,0.13412994
499,-0.15196665,0.65857345,2.0742054,0.15868284
500,0.49063882,0.58447415,1.9893725,0.19057436
501,0.54395586,0.56655633,1.9445845,0.1850265
502,0.6328294,0.4842484,1.9500757,0.14802717
503,-0.01682257,0.64274585,1.9832453,0.14240564
504,-0.7150166,0.45402807,2.0281332,0.16352661
505,-0.5325154,0.49972168,2.0502172,0.17088257
506,-0.42962772,0.5547633,2.158141,0.17814226
507,-0.11035671,0.61156553,1.9568336,0.1788386
508,0.4855484,0.5721423,2.0054333,0.12644364
509,0.2361979,0.63023067,2.0099568,0.14504616
510,0.10704132,0.59566826,1.9922477,0.20348755
511,0.7561838,0.4367415,2.0163226,0.20197584
512,0.023443548,0.6577563,2.005996,0.2010537
513,0.50193566,0.56186634,2.003366,0.095543325
514,-0.5816547,0.5344077,2.0930746,0.19231996
515,-0.0766041,0.60334575,2.05412,0.2212648
516,-0.7798574,0.41321155,2.0615175,0.20705228
517,-0.2876545,0.62912023,1.9513646,0.22250712
518,0.6750119,0.49970493,2.082764,0.18139149
519,-0.11536546,0.6693325,2.0126595,0.044242825
520,-0.14349678,0.68371284,2.0427542,0.094286345
521,-0.85,0.285538,2.0355687,0.055632208
522,-0.61650413,0.5304671,1.9984167,0.24516913
523,-0.15012775,0.6251674,2.0859857,0.12991177
524,-0.23465441,0.59829706,2.0201101,0.15290295
525,0.74244493,0.42249262,2.0487173,0.16911958
526,-0.23130204,0.58458287,2.0382516,0.116044566
527,0.28417268,0.5750629,1.9921374,0.16438955
