,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
134,0.8584795,1.3719019,2.7610285,0.3730865,1.3734738,-3.0005004,0.05,0.20418162643909454,2.077272891998291,1.3543682
135,3.1638465,-0.88057643,-0.30537683,0.4274936,-1.0424705,0.09164959,0.31241628527641296,0.15748611092567444,2.3564820289611816,0.94319093
136,2.919481,-0.727315,0.1689343,0.38507757,-0.7635485,-0.38037744,0.2653244733810425,0.209084615111351,2.412398338317871,0.99342
137,-1.9420788,4.1953106,1.9446552,0.28684595,4.098604,-1.884214,0.2721853256225586,0.18072202801704407,2.0921096801757812,1.1772233
138,2.2396955,-0.12563714,-0.6077273,0.40613484,-0.13111657,0.3800523,0.05732867866754532,0.23711532354354858,2.5552151203155518,1.1306732
139,0.9722783,1.2683823,-0.7206244,0.4870865,1.2448511,0.42650092,0.11597561091184616,0.2431544065475464,2.3258533477783203,1.1852483
140,1.2499818,0.9222992,-0.79578567,0.5086884,0.9315681,0.52547544,0.18372775614261627,0.21468617022037506,2.459993600845337,1.1135042
141,3.1555057,-0.9266243,-1.0726289,0.32476392,-0.9664641,0.85026366,0.2209145575761795,0.2224453240633011,2.473219871520996,1.1129733
142,4.0045977,-1.7779971,-0.5889834,0.413842,-1.6002108,0.34741324,0.06924869120121002,0.1898670345544815,2.198575019836426,1.227262
143,1.9688289,0.21927935,1.5311193,0.45253748,0.3145542,-1.5863494,0.26684296131134033,0.19350026547908783,2.1088178157806396,1.3661269
144,1.805326,0.41816115,1.5034933,0.48603854,0.4559425,-1.6928711,0.4694417417049408,0.19841979444026947,2.228118896484375,1.0748483
145,0.937282,1.2036916,-0.5017984,0.41301313,1.2179362,0.26866946,0.29552873969078064,0.20724523067474365,2.7842016220092773,1.0143181
146,2.887624,-0.6595377,0.1306232,0.37372038,-0.5845634,-0.29876012,0.15454933047294617,0.1885305792093277,2.0802226066589355,1.2687135
147,1.6264389,0.57300776,0.2025293,0.47063214,0.6101496,-0.3385391,0.3134601414203644,0.2194933444261551,2.14633846282959,1.2931287
148,0.6061653,1.57046,0.0045417943,0.35299146,1.4995223,-0.25035942,0.17550037801265717,0.21898949146270752,2.6915283203125,1.100833
149,2.4109366,-0.16009651,0.472926,0.40293702,-0.21033303,-0.7046913,0.20205792784690857,0.20457187294960022,2.232218027114868,1.1870062
150,3.2440844,-1.2228259,-1.8668588,0.35665426,-1.3387283,1.8061339,0.06645586341619492,0.26766151189804077,3.332692861557007,0.7721926
151,1.5762345,0.6667078,-0.8330286,0.49011987,0.65431345,0.6285222,0.13409917056560516,0.19956520199775696,2.1421594619750977,1.3021826
152,2.2402031,0.003283799,0.14340647,0.39590007,-0.09385724,-0.39051974,0.22356241941452026,0.22609427571296692,2.4799792766571045,1.1943669
153,5.1638494,-2.87627,-0.25588956,0.24663162,-3.1044044,0.34222785,0.1849149465560913,0.17796021699905396,2.380504846572876,1.0544362
154,-0.49101868,2.7732697,0.11966005,0.51094943,2.8142216,-0.46612397,0.2753205895423889,0.1619543582201004,2.2133588790893555,1.2560022
155,1.1700897,1.0583513,1.1428614,0.39728427,1.1057546,-1.3150387,0.2546387016773224,0.20437414944171906,2.2413766384124756,1.2352177
156,0.7769428,1.4462224,-1.9901584,0.4128669,1.4555569,1.7272457,0.18561647832393646,0.1920577883720398,2.1140949726104736,1.2669635
157,0.6995964,1.4062821,-0.48226824,0.39779043,1.4157327,0.25896618,0.1381402611732483,0.24432934820652008,2.536452293395996,1.1620338
158,3.090408,-0.96412134,-2.6976159,0.39290056,-0.9311274,2.240084,0.05,0.27042675018310547,3.290451765060425,0.8570637
159,0.17388724,2.0990915,-0.7788825,0.44807005,2.1696897,0.6080306,0.2795628309249878,0.19602914154529572,2.1720147132873535,1.2305974
