,posterior_g1,posterior_g2,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.2772381,0.10290979,0.7307024002075195,0.23313731,2.6076787,2.034133
1,2.2470455,0.16766594,0.7591478824615479,0.25687364,2.7547119,2.4094107
2,2.2097201,0.14336473,0.7838679552078247,0.2585068,3.0051818,2.3533046
3,2.2769072,0.11914353,0.8299232721328735,0.1634112,2.2068255,2.2705
4,2.2224379,0.15891512,0.6942920088768005,0.28297082,2.7023644,2.661133
5,2.2516608,0.11760138,0.7160694003105164,0.24012765,2.5375707,2.0563157
6,2.232742,0.1600346,0.6566214561462402,0.30450588,2.8382719,2.6701884
7,2.221917,0.10833461,0.734531819820404,0.2735896,3.1128194,2.4163601
8,2.311902,0.14622636,0.802410364151001,0.14918189,2.1349783,1.795419
9,2.2440221,0.093763076,0.799777626991272,0.24629645,3.0237854,2.7492516
10,2.3202677,0.17174223,0.474638968706131,0.26775587,2.102071,2.498675
11,2.1271663,0.21298108,0.7818477153778076,0.25489512,3.6172829,2.5943315
12,2.1824844,0.15763979,0.8297358155250549,0.20855355,3.0657017,2.7561035
13,2.3157916,0.10969196,0.6859341263771057,0.21625558,2.1169438,2.2118368
14,2.2988188,0.11681724,0.5152653455734253,0.28517932,2.1824207,2.2855363
15,2.286862,0.17294464,0.7965170741081238,0.17985716,2.2051105,2.1398234
16,2.2705214,0.1163203,0.6757503151893616,0.24462186,2.493701,2.2185185
17,2.1732342,0.19800803,0.8072944283485413,0.24589011,3.3096137,2.3642466
18,2.2220254,0.14413668,0.7724674940109253,0.24574988,2.6174612,2.4008732
19,2.2354212,0.14538838,0.747282862663269,0.18580917,2.6146736,1.644045
20,2.2537408,0.18348385,0.6715238690376282,0.2417338,2.2260633,1.7487215
21,2.1951623,0.14685944,0.7399989366531372,0.2777533,2.635634,2.863321
22,2.1957388,0.10842544,0.7574113607406616,0.26380396,3.6444314,2.6664128
23,2.2389839,0.15174185,0.6074061989784241,0.32075253,2.8827434,2.147184
24,2.257869,0.13756321,0.7320360541343689,0.25363865,2.5401514,2.42973
25,2.2675405,0.14971104,0.5702522397041321,0.29898396,2.5271301,2.536601
26,2.3154197,0.18527368,0.4622704088687897,0.2811148,2.1458476,2.2369986
27,2.2559435,0.16201183,0.7473834753036499,0.23788267,2.374615,2.7822607
28,2.1887426,0.14834778,0.6164574027061462,0.32854363,3.0313451,2.5780573
29,2.2495193,0.14313486,0.85,0.113729164,2.310952,1.0474327
30,2.2989914,0.15531601,0.8285781741142273,0.10570709,2.0754137,1.3608652
31,2.2036123,0.13848087,0.7505858540534973,0.2624855,3.1278968,2.6830301
32,2.2724469,0.17527948,0.7113457322120667,0.23137088,2.2777743,2.4965234
33,2.280871,0.17628472,0.7220744490623474,0.23542233,2.2393289,2.351232
34,2.2676623,0.13279982,0.7289169430732727,0.23790197,2.3365302,2.5552514
35,2.2263703,0.16032676,0.732439398765564,0.27148384,2.7037377,2.3884714
36,2.334666,0.17701581,0.7537385821342468,0.23532897,2.0902843,1.6876498
37,2.314699,0.19294249,0.5516627430915833,0.26502863,2.08361,2.3181865
38,2.2871916,0.18825623,0.6254428625106812,0.2717646,2.2846017,2.4541872
39,2.178784,0.1420256,0.784835696220398,0.26103827,3.39712,2.68349
40,2.1821494,0.15213002,0.7470144629478455,0.2692009,3.0105345,2.5802913
41,2.2204769,0.06511896,0.8328578472137451,0.21994106,3.3001294,2.7291749
42,2.3114362,0.12934826,0.85,0.07547091,2.0525744,1.4584024
43,2.1581955,0.105084985,0.7658028602600098,0.29668638,3.9412012,2.8679187
44,2.2024734,0.10027004,0.8274165391921997,0.19368474,3.071006,1.5221481
45,2.2795303,0.18921113,0.6719284653663635,0.25738785,2.2665,2.2697566
46,2.3245468,0.11625963,0.6180132031440735,0.24750979,2.0837243,1.8594263
47,2.2655065,0.15030734,0.6463673710823059,0.24453226,2.1867242,1.7438189
48,2.2407522,0.18919307,0.7968214750289917,0.2001798,2.3775463,1.7823455
49,2.3279586,0.1018124,0.46016788482666016,0.2991849,2.282872,2.8284216
50,2.323513,0.15037,0.50406813621521,0.24766843,2.1501772,1.9705564
51,2.2828355,0.114143655,0.8218315839767456,0.160796,2.2365444,2.123735
52,2.2656214,0.11153893,0.6566596031188965,0.28511003,2.669278,2.8564105
53,2.280139,0.13147298,0.7457998394966125,0.20155628,2.3131585,2.1129642
54,2.236843,0.117378674,0.85,0.16734192,2.587934,1.8956516
55,2.2095783,0.113101706,0.7757991552352905,0.26740262,3.2915406,2.6061158
56,2.261279,0.13986965,0.8176751732826233,0.17496231,2.474554,1.8948792
57,2.18323,0.08086475,0.8158850073814392,0.22398199,3.7175698,2.3947961
58,2.1834004,0.118168086,0.8461552858352661,0.19143116,3.578513,2.534741
59,2.3192766,0.10135762,0.6642917990684509,0.21518292,2.088514,2.3932965
60,2.2126346,0.1441879,0.8200595378875732,0.19695917,3.0851247,2.3784065
61,2.2252803,0.16445017,0.7478798627853394,0.25451505,2.7709234,2.527487
62,2.2590685,0.15014726,0.6645577549934387,0.26132113,2.4995964,2.5350466
63,2.2084956,0.15008189,0.8344929814338684,0.20525582,2.97378,2.0870998
64,2.313835,0.094598204,0.7463639378547668,0.1770207,2.1701443,1.6114045
65,2.1497743,0.1774489,0.85,0.15727924,2.8932207,2.209811
66,2.244038,0.10188209,0.775892972946167,0.24900456,3.0592258,2.8179767
67,2.2365072,0.14058775,0.734982967376709,0.27155656,2.7551563,2.8094954
68,2.2503676,0.13879263,0.843848705291748,0.21964192,2.2861285,2.3273633
69,2.3620763,0.09428119,0.5044354796409607,0.30621317,2.08544,2.7886956
70,2.2725627,0.16352141,0.5926913022994995,0.24768096,2.5115976,2.1805532
71,2.2046807,0.121363,0.7315238118171692,0.26648167,3.411247,2.0811028
72,2.2357388,0.14164862,0.7986754179000854,0.23157468,2.771648,2.302842
73,2.135045,0.1811582,0.8076571226119995,0.26146013,3.94589,2.69962
74,2.1918573,0.0727839,0.7912927865982056,0.26124483,3.7980247,2.527761
75,2.1741893,0.16565655,0.8321291208267212,0.19542806,3.2477648,2.2988257
76,2.2555792,0.1592583,0.8055287599563599,0.19377673,2.3503008,1.6490768
77,2.2225268,0.108794294,0.7847477793693542,0.23581891,3.1404884,2.5788982
78,2.105487,0.13493615,0.8463469743728638,0.22841541,4.8506017,2.8298402
79,2.2902997,0.1398029,0.42454808950424194,0.30720654,2.2751253,2.8125572
80,2.2163413,0.115920395,0.85,0.19334656,3.1003826,2.4413724
81,2.33166,0.14331491,0.6220575571060181,0.21715711,2.0501165,1.6603386
82,2.1935844,0.15660386,0.85,0.13616003,2.9101548,1.7581556
83,2.2535133,0.072068475,0.7096832990646362,0.28648475,2.7956583,2.5098138
84,2.2464933,0.1372672,0.7426952123641968,0.2408226,2.6180477,1.9285094
85,2.1456742,0.17462869,0.837679386138916,0.22849356,3.4562793,2.2125568
86,2.273263,0.1358288,0.5765423774719238,0.32741812,2.3968704,2.877528
87,2.1885962,0.14780992,0.8304855227470398,0.22685115,3.3890595,2.6653686
88,2.3311474,0.12387019,0.5748774409294128,0.22931373,2.201892,2.086438
89,2.2620766,0.14360005,0.5457693934440613,0.30983767,2.284144,2.7725394
90,2.3400648,0.1466639,0.6450193524360657,0.22716695,2.0514264,2.0205421
91,2.2990768,0.081564866,0.6356232762336731,0.27787146,2.4339967,2.528699
92,2.1811886,0.19261116,0.8477425575256348,0.18104032,2.8420067,2.2748306
93,2.1970146,0.15767378,0.6251928806304932,0.3501374,2.933769,2.7645214
94,2.2603154,0.14614333,0.6938937306404114,0.2573825,2.479267,2.7602935
95,2.3016346,0.038540255,0.761199414730072,0.23000108,2.600482,2.6317225
96,2.2502732,0.13708295,0.6887581944465637,0.25422877,2.4852257,2.0527651
97,2.2589195,0.13841167,0.5877681970596313,0.33022028,2.7273984,2.6851525
98,2.1804507,0.15552926,0.728147566318512,0.31275672,3.4246848,2.303427
99,2.264443,0.18410914,0.44468337297439575,0.23370282,2.491551,1.852022
100,2.2262836,0.14751114,0.8377536535263062,0.15929198,2.7963529,1.9000986
101,2.180445,0.19477765,0.7514504194259644,0.27257165,2.8285546,2.6306713
102,2.2820716,0.11230927,0.7767077088356018,0.18808094,2.4233608,1.7951618
103,2.2045093,0.15440255,0.8258746862411499,0.22747403,3.1623764,2.24732
104,2.1802073,0.17116214,0.7447397112846375,0.26081815,3.398422,2.2616498
105,2.1933827,0.1266874,0.8382412791252136,0.22256716,3.4075227,2.6570356
106,2.1982834,0.19972977,0.8296754360198975,0.19153541,2.7746391,2.3956106
107,2.2129567,0.17135309,0.8477230668067932,0.1889274,2.5044506,1.75962
108,2.2693067,0.104065984,0.85,0.19601098,2.4946227,1.515898
109,2.2896895,0.11192336,0.7395035028457642,0.16357028,2.2417805,1.6237096
110,2.19952,0.1899043,0.7434438467025757,0.2564204,2.9345534,2.559399
111,2.2292159,0.11881095,0.7839104533195496,0.23117107,2.8927212,2.5771153
112,2.2338023,0.12504882,0.7964562177658081,0.2490707,2.982009,2.4755015
113,2.1891437,0.12479953,0.7843590974807739,0.26689377,3.3058355,2.062113
114,2.206689,0.19656879,0.8155307173728943,0.21715344,2.6579463,2.0847406
115,2.2549624,0.104048416,0.6847638487815857,0.28156024,2.4472482,2.4673185
116,2.2428555,0.15826261,0.7302680611610413,0.25221923,2.440122,2.3437092
117,2.2650816,0.19145703,0.6797009110450745,0.20588158,2.159286,1.7281545
118,2.2858145,0.12082368,0.8129032254219055,0.19319896,2.2388742,2.5598676
119,2.2609005,0.15337607,0.5987433195114136,0.28693563,2.599306,2.383618
120,2.3013535,0.13270326,0.7669807076454163,0.20411311,2.0479884,2.3741724
121,2.2511075,0.0917719,0.85,0.12344639,2.425924,1.5953176
122,2.318047,0.1588364,0.8146827816963196,0.09084773,1.9287903,1.3451779
123,2.2783527,0.16986908,0.6891504526138306,0.19618557,2.1439865,1.50222
124,2.2684467,0.119755834,0.8135606050491333,0.16465561,2.3489592,1.7248446
125,2.2801754,0.17097846,0.6807664036750793,0.19980913,2.2326355,1.5279704
126,2.1704817,0.20472422,0.7714265584945679,0.25867274,3.047589,2.3789341
127,2.2700381,0.109978415,0.8095755577087402,0.17722559,2.5923166,1.7712868
128,2.279884,0.14908877,0.8082956075668335,0.1764362,2.1982284,1.8315005
129,2.228661,0.18755864,0.8494169116020203,0.15129535,2.186154,1.4801948
130,2.1542912,0.19684865,0.85,0.21414416,3.3376112,2.1750278
131,2.2051206,0.16312873,0.7750788331031799,0.2436697,3.402181,2.5715408
132,2.2246237,0.13118656,0.7005067467689514,0.29783112,3.0544078,2.8880742
133,2.285007,0.13845707,0.5667298436164856,0.24148166,2.2164278,1.6493933
134,2.2614202,0.10929987,0.5680758953094482,0.3097283,2.7157106,2.7978663
135,2.246003,0.1343838,0.8152900338172913,0.20555663,2.583351,2.01827
136,2.2462509,0.05357023,0.7949510812759399,0.23931208,3.147466,2.6499681
137,2.287642,0.13896951,0.732450008392334,0.20052588,2.2092881,1.9526653
138,2.2637372,0.11382872,0.7494680285453796,0.25575683,2.5058713,2.226746
139,2.1558044,0.112392925,0.8372490406036377,0.23201275,3.6808155,2.6804063
140,2.2536862,0.16974902,0.647407054901123,0.26799452,2.5839727,2.5226898
141,2.26125,0.1076209,0.7796815037727356,0.2216288,2.5118098,1.7568649
142,2.2199063,0.17492594,0.7329729199409485,0.26431057,2.835454,2.4030266
143,2.3437436,0.1469076,0.4150352478027344,0.23008968,2.0948186,1.8106565
144,2.1799195,0.17363372,0.8201002478599548,0.20931359,3.2007685,2.214507
145,2.2234867,0.15798566,0.7756080031394958,0.2385688,2.8229163,2.4771318
146,2.160986,0.1633551,0.7879335880279541,0.26203996,3.742992,2.3785079
147,2.2814956,0.13664874,0.6745796203613281,0.22231579,2.2282236,1.7946147
148,2.1937,0.17140578,0.8306450247764587,0.19108224,3.0404904,2.528465
149,2.2436848,0.12878737,0.7321102023124695,0.24842848,2.7304244,2.1469204
150,2.301238,0.12429093,0.6894273161888123,0.20767921,2.2358212,2.30383
151,2.2176251,0.18748917,0.7028318643569946,0.2706985,2.9200215,2.4546304
152,2.2726502,0.11204941,0.7485032081604004,0.25173455,2.4529572,2.593656
153,2.2764494,0.18156965,0.7077687978744507,0.21095198,2.154911,1.5217644
154,2.2065766,0.19515423,0.8438277840614319,0.18151075,2.6853137,2.6575923
155,2.2176785,0.18148862,0.7853134870529175,0.19293405,2.6736841,1.8690894
156,2.25167,0.17899358,0.6635345220565796,0.2625716,2.4216566,2.4224868
157,2.1359727,0.17483704,0.7635633945465088,0.28134212,4.059324,2.639916
