,posterior_g1,posterior_g2,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.1630518,0.16144389,0.85,0.09731608629226685,4.312472,0.8340069
1,2.1550808,0.17259182,0.85,0.08954155445098877,3.9524653,0.8552243
2,2.1950457,0.12803352,0.85,0.10764394700527191,3.5392654,0.88658506
3,2.1932807,0.101127915,0.85,0.0736553817987442,3.7548733,0.97714436
4,2.094801,0.1302169,0.8362823128700256,0.1700892597436905,4.374658,0.5792231
5,2.141544,0.12521255,0.85,0.14933395385742188,4.3804927,0.77090514
6,2.2291515,0.22112827,0.85,0.09166800230741501,3.3746593,1.1771529
7,2.125713,0.115418896,0.85,0.09240396320819855,4.48665,0.6888666
8,2.0447109,0.10449181,0.85,0.13037101924419403,5.105083,0.5484144
9,2.2416747,0.15655515,0.85,0.09046395123004913,3.4372199,0.97422636
10,2.1670494,0.14483158,0.85,0.0741603896021843,3.9164784,0.78978354
11,1.9643505,0.1421023,0.85,0.16344167292118073,5.40165,0.6842714
12,2.253041,0.14664316,0.85,0.08307377994060516,3.7049959,0.9722495
13,2.1007025,0.11247204,0.85,0.14432212710380554,4.9009714,0.579682
14,2.1407566,0.16339102,0.85,0.09311404824256897,4.0715737,0.81786895
15,2.1115801,0.15877885,0.85,0.04987844079732895,3.5608222,0.78360987
16,2.1605399,0.14796105,0.85,0.12225775420665741,3.8184304,0.79525846
17,2.0950046,0.14619067,0.8461672067642212,0.13237136602401733,4.7838683,0.65151316
18,2.195146,0.12708972,0.85,0.0855095311999321,3.8335705,0.8585395
19,2.208005,0.15246373,0.85,0.13543818891048431,3.5830352,1.0118881
20,2.1759422,0.14683177,0.85,0.10279524326324463,3.634076,0.9495344
21,2.1636672,0.17632842,0.85,0.12888765335083008,3.9133687,0.8374453
22,2.1791198,0.14112858,0.85,0.1106245145201683,4.0137105,0.8481712
23,2.1597204,0.11620692,0.85,0.0866197869181633,4.078402,0.84911937
24,2.1958206,0.122161396,0.85,0.11064239591360092,3.6682825,0.9413377
25,2.1987655,0.16931693,0.85,0.07622168958187103,3.5431435,1.0127952
26,2.152915,0.08666714,0.85,0.08765280246734619,4.338595,0.74422914
27,2.1414566,0.06563139,0.85,0.09774433821439743,4.8692803,0.6357944
28,2.0799937,0.07202215,0.85,0.10956666618585587,5.0430226,0.63998157
29,2.0244746,0.08718788,0.85,0.11503729969263077,5.133868,0.6678374
30,2.246719,0.13956685,0.85,0.14080089330673218,3.2389774,1.0051306
31,2.1219928,0.1432199,0.85,0.13954174518585205,4.3328004,0.7113676
32,2.1360817,0.10779202,0.85,0.0999114066362381,4.198489,0.71125394
33,2.1816204,0.17757909,0.85,0.1246424987912178,3.5882282,1.0148569
34,2.2501197,0.138177,0.85,0.14345897734165192,3.414767,1.1288853
35,2.0610921,0.13698067,0.85,0.10295393317937851,4.5888824,0.6532513
36,2.117981,0.2144423,0.85,0.0725250095129013,4.014752,0.778253
37,2.1384125,0.08429961,0.85,0.1316903531551361,4.5698957,0.6190542
38,2.1165118,0.1365445,0.85,0.1307753473520279,4.436848,0.6213275
39,2.1272264,0.09044636,0.85,0.12333706021308899,4.285954,0.7529766
40,2.2057993,0.15022692,0.85,0.07417338341474533,3.536069,0.9539183
41,2.163753,0.063618965,0.85,0.1425887942314148,4.4205484,0.7159423
42,2.3126574,0.12484073,0.85,0.06184493750333786,3.2019062,1.26264
43,2.0567365,0.11601424,0.85,0.11405421793460846,4.621891,0.54432243
44,1.9669387,0.11934157,0.8367752432823181,0.18962179124355316,4.818029,0.5795118
45,2.1929176,0.1630905,0.85,0.1312214434146881,3.6560726,0.8668519
