,posterior_g1,posterior_g2,posterior_g3,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.1552641,0.12322791,-0.20558709,0.85,0.10224337130784988,5.0551353,0.65187794
1,2.1175017,0.032970835,-0.15940356,0.85,0.10764613747596741,4.9728065,0.71939635
2,2.1003745,0.090280496,-0.07885161,0.85,0.10498324036598206,5.079159,0.66342896
3,2.162033,0.09571008,-0.22056352,0.85,0.1283043920993805,5.250834,0.5871825
4,2.0066733,0.14451891,-0.12500216,0.8468254208564758,0.14558552205562592,4.9904723,0.77584064
5,2.1397915,0.13109432,-0.139623,0.85,0.08201981335878372,5.0694437,0.733935
6,2.0611672,0.052101023,-0.09022715,0.8376943469047546,0.20001965761184692,5.1877317,0.6496288
7,2.1316159,0.11911314,-0.15066074,0.85,0.11721377819776535,5.072809,0.69420683
8,2.2277367,0.06897945,-0.18670562,0.85,0.12345416098833084,4.641699,0.6089615
9,2.3991418,0.11319184,-0.107608,0.85,0.057921942323446274,3.0281856,1.3152666
10,2.2369273,0.20155948,-0.13495442,0.85,0.08035632222890854,3.8787808,0.9295266
11,2.12292,0.16676155,-0.19069089,0.85,0.11006008088588715,5.1145854,0.70388293
12,2.1897616,0.13049395,-0.1660234,0.85,0.1198030635714531,4.6328535,0.69869715
13,2.1627598,0.123969145,-0.12475005,0.85,0.09330064058303833,4.32814,0.7130365
14,2.1493125,0.15765238,-0.12754945,0.85,0.13463419675827026,4.5358334,0.71756065
15,2.3712244,0.08927288,-0.09652385,0.85,0.12213516980409622,3.3189168,1.123292
16,2.2221856,0.14968142,-0.14901893,0.85,0.0813702791929245,3.9012413,0.9877055
17,2.4507818,0.07800062,-0.17361523,0.85,0.07399028539657593,3.290714,1.2008463
18,2.1116636,0.10948805,-0.1856711,0.8421084880828857,0.18244268000125885,6.1562924,0.5715223
19,2.1530988,-1.776712e-05,-0.115262955,0.85,0.10680796205997467,5.2459965,0.61532813
20,2.26185,0.083975635,-0.15244864,0.85,0.09491430222988129,3.9952285,0.7960159
21,2.2264843,0.0933853,-0.07892741,0.85,0.07510558515787125,3.656041,0.8471478
22,2.2865758,0.21853821,-0.17845364,0.85,0.050395991653203964,3.2866056,1.1454335
23,2.1898675,0.11481449,-0.19521858,0.85,0.1433843970298767,5.32712,0.69463706
24,2.3197732,0.1643254,-0.16532992,0.85,0.07059149444103241,3.396754,1.0231894
25,2.2895253,0.12882583,-0.19318745,0.85,0.06978391110897064,3.6546667,0.9468661
26,2.2965794,0.089278184,-0.1694763,0.85,0.09471697360277176,3.5238965,0.9995883
27,2.3669841,0.12534752,-0.27379715,0.85,0.09144732356071472,4.167693,0.94635093
28,2.1425133,0.16412005,-0.18913609,0.85,0.09473089873790741,4.8623776,0.6634749
29,2.2521784,0.10957444,-0.19149736,0.85,0.13046979904174805,4.0790696,0.73437554
30,2.4297712,0.09560097,-0.24011585,0.85,0.0961984172463417,3.313156,1.0884974
31,2.0837636,0.13160607,-0.16085383,0.85,0.1500290334224701,5.101787,0.65627635
32,2.3034372,0.09667399,-0.118459366,0.85,0.10900323837995529,3.6904435,0.9431647
33,2.2848647,0.06688521,-0.07152481,0.85,0.11143659800291061,3.827267,0.9039386
34,2.268328,0.12192974,-0.14676036,0.85,0.07941160351037979,3.7008343,1.0053856
35,2.0414026,0.14487311,-0.17437972,0.85,0.18659138679504395,4.8086085,0.8237117
36,2.3378944,0.16886988,-0.15132613,0.85,0.04315364733338356,3.39321,1.1803055
37,2.2322035,0.12118362,-0.22008345,0.8478426337242126,0.14256314933300018,4.1427655,0.77224433
38,2.176491,0.15387303,-0.15573603,0.85,0.1142270416021347,4.5620413,0.68357384
39,2.2942126,0.15378858,-0.1541041,0.85,0.05598093196749687,3.4513361,1.1290492
40,2.378525,0.0532862,-0.069371484,0.85,0.1130862683057785,3.3522346,1.1870124
41,2.323522,0.09020873,-0.11744089,0.85,0.11525233834981918,3.463697,1.0721192
42,2.1709468,0.07245669,-0.08969698,0.85,0.1498999446630478,4.5940027,0.6891073
43,2.2045121,0.24171692,-0.24504714,0.85,0.07073971629142761,4.276852,0.8204913
44,2.369959,0.07721663,-0.16009189,0.85,0.11443305760622025,3.4518993,1.0950499
45,2.1245294,0.19483092,-0.093480095,0.85,0.15085826814174652,4.6233773,0.60525185
46,2.1688902,0.15688427,-0.15395504,0.827065646648407,0.1886128932237625,4.977854,0.5273861
47,2.18889,0.16513583,-0.16035254,0.85,0.1489608883857727,4.554669,0.684008
48,2.2249682,0.107275054,-0.15965469,0.85,0.06642748415470123,4.1318374,0.77111536
49,2.0664544,0.13380158,-0.023552056,0.85,0.1478477567434311,4.6938505,0.6373294
50,2.3385468,0.079037845,-0.14173718,0.85,0.08246353268623352,3.5299268,1.0813212
51,2.1913395,0.20284787,-0.21546897,0.85,0.0943949893116951,4.1727233,0.72172356
52,2.0480223,0.13713104,-0.090801634,0.85,0.1734790951013565,5.1152835,0.81426656
53,2.1229234,0.16349348,-0.15654095,0.85,0.13313350081443787,4.98772,0.6377889
54,1.986934,0.08982744,-0.20548242,0.7946712374687195,0.33839863538742065,4.8514223,0.5398723
55,2.2433035,0.14260767,-0.15041776,0.85,0.13974444568157196,4.1419134,0.8431756
56,2.1775901,0.21429025,-0.19012947,0.85,0.14987307786941528,4.427484,0.6674976
57,2.1808622,0.12762582,-0.1230946,0.85,0.13999232649803162,5.044269,0.6778408
58,2.120782,0.12682644,-0.13900954,0.85,0.14831633865833282,4.969801,0.6141174
59,2.2795308,-0.021625938,-0.07192587,0.85,0.0887284129858017,3.767442,0.87966317
60,2.2330127,0.16506729,-0.13460255,0.85,0.06175974756479263,3.5227184,0.9310095
61,2.1594234,0.12688667,-0.1662206,0.85,0.10909909009933472,5.380582,0.7045041
62,2.2417634,0.20278767,-0.154064,0.85,0.09769649058580399,3.812303,0.88915896
63,2.3261065,0.14924215,-0.05361344,0.85,0.08571753650903702,3.3604302,1.1896257
64,2.301712,0.1880401,-0.18356279,0.85,0.05474208667874336,3.2046669,1.1693356
65,2.1610715,0.08175802,-0.09177147,0.85,0.14495661854743958,4.493753,0.6471565
66,2.1099052,0.11981216,-0.17412417,0.85,0.1117665022611618,5.310783,0.73468846
67,2.1745975,0.17202808,-0.13391003,0.85,0.09305422008037567,4.178391,0.72578317
68,2.0937264,0.121958725,-0.2088646,0.85,0.1497756838798523,5.506383,0.6779279
69,2.2098925,0.11179159,-0.14472984,0.8382821679115295,0.1961902379989624,4.3994737,0.70970875
70,2.3862066,0.16001013,-0.14201063,0.85,0.0883449912071228,3.352467,1.1782223
71,2.1523943,0.095431216,-0.18552242,0.85,0.10040540993213654,5.056523,0.7212188
