,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.3009777,-0.016623171,-0.26750308,0.44245854,0.85,0.08196265250444412,3.5168319,2.2923205
1,2.3710542,0.05128204,-0.24932735,0.43667594,0.85,0.1289803832769394,3.3063738,1.8322716
2,2.1257055,0.0058323825,-0.16203241,0.34298307,0.85,0.13150717318058014,5.023208,0.90516263
3,2.247908,0.09104516,-0.22345349,0.41869462,0.85,0.09246137738227844,4.0467615,1.5477525
4,2.419094,0.027502632,-0.18314183,0.45246732,0.85,0.13554829359054565,3.2874596,2.0295696
5,2.1732104,-0.059053645,-0.27976656,0.3831128,0.85,0.16479288041591644,5.1824617,0.9587211
6,2.2836957,0.01871583,-0.16697289,0.36598212,0.85,0.08073988556861877,3.4592385,2.0252922
7,2.1977944,0.009042164,-0.24466565,0.37326548,0.85,0.10202891379594803,3.993556,1.5116211
8,2.203471,-0.042594276,-0.2076667,0.39504203,0.85,0.1327582150697708,4.2374797,1.3526878
9,2.2594151,-0.016489511,-0.23529984,0.45095506,0.85,0.11385725438594818,4.044268,1.6219094
10,2.3138518,0.055395566,-0.17357057,0.44243535,0.85,0.143586665391922,4.08935,1.504011
11,2.4494665,-0.022472229,-0.1794158,0.44225666,0.85,0.09273941814899445,3.3766243,1.8662884
12,2.3135238,0.091308385,-0.15582384,0.38440427,0.85,0.09571440517902374,3.599909,1.6579055
13,2.260546,0.005607929,-0.26962927,0.47540835,0.85,0.06771939247846603,4.020775,1.7289429
14,2.288128,0.013615449,-0.30474484,0.3977081,0.85,0.15795257687568665,3.5188239,1.8351918
15,2.2997527,-0.015161633,-0.21080483,0.29699534,0.85,0.10705779492855072,3.949525,1.6467488
16,2.360177,0.03481043,-0.295219,0.4676083,0.85,0.09028159081935883,3.7971234,1.7998004
17,2.275457,0.022438304,-0.2015063,0.41498232,0.85,0.11236736178398132,3.389716,2.126399
18,2.0502455,-0.04357026,-0.22025679,0.41106448,0.84208744764328,0.21439819037914276,5.4565363,0.7701763
19,2.553049,0.004763283,-0.16320719,0.27555665,0.85,0.1318131983280182,2.9375281,2.2441354
20,2.1779068,0.030475484,-0.33168194,0.40298694,0.85,0.08793902397155762,4.799133,1.0688976
21,2.4007518,-0.06603635,-0.25770453,0.51824766,0.85,0.12236131727695465,3.4884896,1.8018595
22,2.2131097,-0.023494773,-0.22662404,0.36391696,0.85,0.12902437150478363,4.285792,1.2288895
23,2.2679143,-0.019376872,-0.33904293,0.40517798,0.85,0.07489072531461716,4.141633,1.4246117
24,2.4042575,-0.08773539,-0.3012407,0.3089513,0.85,0.1338346302509308,4.022617,1.3762294
