,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4
0,-0.27789864,0.6183284,2.2746434,0.028983435,-0.2656985,0.36164245
1,0.7762611,0.4001646,2.1051068,0.1360996,-0.15030569,0.32427987
2,0.2981332,0.60391635,2.2266724,-0.025483923,-0.22329246,0.15787554
3,0.57305664,0.51947767,2.1279733,-0.030510468,-0.20315172,0.43933067
4,-0.6003135,0.5262451,2.2390149,-0.058293603,-0.19519301,0.29902896
5,0.105488844,0.6653526,2.1701374,0.11638619,-0.2305188,0.37734058
6,0.37184015,0.59104615,2.111701,0.031623565,-0.12188794,0.32798225
7,0.048026096,0.66323304,2.0632913,0.08981542,-0.17370068,0.2867242
8,0.80002356,0.4481187,2.0726612,0.041692115,-0.11625833,0.36956197
9,-0.17353882,0.60551137,2.2731621,-0.08902972,-0.22023122,0.40081713
10,-0.7270464,0.44089112,2.1202967,-0.03727501,-0.17437364,0.40904605
11,0.2878122,0.5993809,2.3534117,-0.0046829674,-0.26202148,0.43546748
12,0.00683478,0.6276598,2.116061,0.009260419,-0.26256123,0.46063218
13,-0.2932299,0.60081315,2.1659179,0.026274303,-0.20925012,0.3745345
14,0.032894537,0.61494905,2.2962594,-0.107709885,-0.21293429,0.4435091
15,-0.79825336,0.3376887,2.1774538,0.035580292,-0.24742925,0.30033886
16,-0.5771673,0.5153337,2.154493,-0.03465754,-0.19921294,0.43218505
17,0.7977814,0.37284824,2.2558618,-0.038641937,-0.25649875,0.39617062
18,-0.5456876,0.5388495,2.288171,-0.09679615,-0.1791874,0.43893418
19,0.5308096,0.53382546,2.1294668,-0.03183011,-0.22254537,0.3054692
20,0.31323245,0.543654,2.142708,-0.06695798,-0.07158117,0.39207068
21,0.4313062,0.57504886,2.1922941,-0.017930541,-0.31584918,0.25131994
22,0.5139449,0.57141495,2.035728,-0.08504378,-0.1628803,0.51086795
23,-0.7250725,0.42760795,2.0910633,-0.03988611,-0.31421894,0.34260738
24,0.6229043,0.48834428,2.0772872,-0.04472944,-0.21003523,0.32274908
25,-0.6599026,0.4883229,2.1999784,-0.07972861,-0.39579743,0.3376533
26,0.3209822,0.57974416,2.233658,-0.035188694,-0.14690456,0.29839644
27,-0.75211173,0.32094273,2.1834118,-0.09419828,-0.16099529,0.26165667
28,-0.53297275,0.52868843,2.2459252,-0.07251289,-0.13639331,0.3845124
29,0.5398111,0.49037668,2.0372627,-0.00435455,-0.44665745,0.3616754
30,-0.57141465,0.5125087,2.1624632,0.0017040515,-0.3219806,0.30403966
31,-0.25702313,0.6948197,2.1491172,-0.17836459,-0.27236968,0.3724656
32,-0.73732215,0.4201454,2.0343149,-0.017136209,-0.20257616,0.42509592
33,0.18994734,0.6290736,2.2017443,0.005080845,-0.19782145,0.37547845
34,0.15767239,0.6284585,2.3108554,0.09343631,-0.24531896,0.30555892
35,-0.012008543,0.6510253,2.351382,0.025436614,-0.24224378,0.36825868
36,-0.57756966,0.5339769,2.288492,-0.051215995,-0.21466646,0.4103511
37,-0.772739,0.3423213,2.2038474,0.033428427,-0.2432235,0.5237533
38,0.2233308,0.6087923,2.0935833,-0.060801663,-0.075328335,0.19790277
39,0.0076948334,0.6822877,2.2407846,-0.021720737,-0.32851034,0.36213747
40,0.100150004,0.6648141,2.2612958,0.04121679,-0.21532808,0.34306693
41,-0.52878904,0.51980305,2.1190286,0.059079755,-0.23611622,0.3781302
42,0.61417377,0.48516375,2.1779144,-0.13186231,-0.09072192,0.37049493
43,0.627466,0.4909657,2.0953796,-0.02299114,-0.19336155,0.5060669
44,0.34681737,0.45626906,2.163021,0.041212507,-0.23621158,0.259365
45,-0.042518094,0.7196772,2.2060463,-0.06866122,-0.22134386,0.45310706
46,0.16826823,0.61034894,2.0420105,-0.005207909,-0.18592225,0.36008808
47,-0.12401503,0.6449015,2.156362,0.031205975,-0.16890088,0.36202466
48,0.089948446,0.4768248,2.2054753,-0.029280754,-0.05751285,0.33307508
49,0.24649763,0.5613782,2.2830954,-0.032651838,-0.17801565,0.31623465
50,-0.42541465,0.6069412,2.1705234,0.026914138,-0.19925973,0.29668805
51,0.56570154,0.5057553,2.2232223,-0.0091961,-0.23575786,0.39243978
52,-0.5803393,0.5458236,2.2704034,-0.04791711,-0.18915789,0.36419183
53,0.4336117,0.5774459,2.1844752,0.05777471,-0.2113647,0.37701693
54,-0.05139157,0.70901376,2.280586,0.07093932,-0.25591305,0.36204863
55,0.2140738,0.6464668,2.0030627,0.072526075,-0.15425374,0.2990858
56,-0.58212644,0.51874423,2.2115653,-0.048610006,-0.19010474,0.32325906
57,-0.07196144,0.6697667,2.039517,0.03460618,-0.22263858,0.38090444
58,0.76866037,0.3797782,2.1757448,0.053330567,-0.18014646,0.2562173
59,0.6225677,0.48554793,2.185861,-0.009341431,-0.16814867,0.4046383
60,0.711974,0.41264045,2.2586665,-0.008296298,-0.2734883,0.41386274
61,-0.2641055,0.5835065,2.1189773,-0.07016073,-0.16859576,0.43221736
62,0.07311015,0.66560024,2.3015044,-0.097404085,-0.2603886,0.3238907
63,-0.21249123,0.61144006,2.0345502,0.07636873,-0.18875164,0.36764467
64,0.6122533,0.50106514,2.2125762,-0.012060665,-0.27978322,0.32462773
65,-0.7994589,0.28656447,2.0024257,0.09260002,-0.26216924,0.4557364
66,0.5652533,0.5145239,2.1698966,0.006958045,-0.21165785,0.3610441
67,0.15675993,0.6417498,2.3267338,0.015937263,-0.1893339,0.38235644
68,-0.47493783,0.5056512,2.1923544,-0.15164337,-0.23905532,0.35575578
69,-0.1440838,0.6323327,2.2213202,-0.1000349,-0.30192533,0.44223028
70,-0.5832653,0.53098845,2.0557947,-0.026598098,-0.16323921,0.2903627
71,-0.10979188,0.6722872,2.1012566,-0.03965561,-0.18557207,0.28726006
72,0.24451117,0.61541194,2.2105432,-0.051506307,-0.14639728,0.35308838
73,0.04927605,0.59493995,2.1906283,0.03167092,-0.27695617,0.36302727
74,-0.093403675,0.7799731,2.2510254,-0.05076741,-0.17812563,0.36818716
75,-0.59527344,0.47998142,2.1017666,0.07630683,-0.3243676,0.44861278
76,0.15202573,0.6103151,2.1812544,-0.10390783,-0.20337345,0.3639884
77,-0.13473433,0.6211723,2.2483034,0.058541216,-0.3682807,0.5129868
78,-0.08471546,0.7159629,2.0773597,0.019754574,-0.16712284,0.41709185
79,0.72981155,0.43986002,2.2511747,0.017376937,-0.24675371,0.3574074
80,-0.15104097,0.62938505,2.178284,-0.0049582487,-0.20761241,0.39040908
81,-0.17479658,0.64240503,2.132714,-0.00205835,-0.23590349,0.3719913
82,0.6033286,0.49012893,2.1937115,0.025545027,-0.343403,0.35139552
83,-0.71467483,0.47204813,2.0726445,-0.08580255,-0.239186,0.3817173
84,-0.26274517,0.69297135,2.274817,-0.06606785,-0.17989631,0.39824155
85,0.32838967,0.57306266,2.191128,0.03013477,-0.31704322,0.3309759
86,-0.6324248,0.5128291,2.2510688,-0.078555614,-0.19629641,0.29647368
87,0.56767577,0.5022735,2.129243,-0.16193457,-0.14706847,0.47288054
88,0.38754904,0.5831428,2.2011478,-0.081221,-0.22137222,0.3951885
89,0.23392871,0.61005366,2.0934348,-0.032170717,-0.20110613,0.32903984
90,-0.08840711,0.6718081,2.194354,0.008852215,-0.22806567,0.55846703
91,-0.2513105,0.6905516,2.1887648,0.06830788,-0.19864012,0.39151752
92,0.14485385,0.6011225,1.986573,0.053955194,-0.114383645,0.43379527
93,0.040481035,0.63945353,2.091846,0.04584609,-0.22177397,0.3410123
94,0.46958953,0.52281636,2.3361194,0.036222536,-0.18367712,0.31765217
95,0.85,0.383798,2.0842402,0.02383294,-0.17063192,0.33003736
96,0.24579543,0.5985561,2.2029994,-0.06323256,-0.17329071,0.4344849
97,0.48799273,0.53813624,2.1128647,0.025507353,-0.19940795,0.30462658
98,0.05328061,0.6670513,2.0508823,-0.05948339,-0.10133902,0.19427866
99,0.37200108,0.5717442,2.1039376,0.06952383,-0.13064745,0.30519286
100,-0.0031864876,0.6019415,2.2727835,-0.13882089,-0.28000116,0.4077717
101,-0.32627097,0.5276211,2.1962054,0.055760775,-0.25199923,0.39423066
102,-0.78203386,0.44100907,2.2741435,-0.037438568,-0.25753245,0.42537567
103,0.5714362,0.5362979,2.1034896,0.06981209,-0.22418529,0.43701062
104,0.17810422,0.6503681,2.182617,-0.04260317,-0.3167151,0.3903167
105,0.3128263,0.56788564,2.1347039,-0.011362247,-0.20443839,0.42533168
106,-0.8295954,0.39753994,2.1910582,0.026636032,-0.34685796,0.26078448
107,-0.56179935,0.50393426,2.0439317,0.036717854,-0.08327196,0.43700254
108,0.5855326,0.52037704,2.1702793,-0.19444096,-0.1893202,0.60195065
109,0.7288392,0.36954415,2.2985685,-0.07439649,-0.35750183,0.31330577
110,-0.1639403,0.6156821,2.0799978,0.103708915,-0.15084448,0.4069172
111,0.37602317,0.5539063,2.2148712,0.026436655,-0.27896747,0.32840943
112,0.6890624,0.47493935,2.1413128,-0.04050771,-0.19196843,0.2664133
113,0.30354175,0.58504474,2.1807191,0.10397453,-0.22515377,0.14716665
114,0.115793295,0.6313747,2.1096885,-0.053951107,-0.096615,0.40497518
115,0.27458373,0.6001278,2.2296364,-0.12261979,-0.16920365,0.44348592
116,0.17574199,0.5440029,2.260062,0.011239577,-0.16863233,0.31770542
117,0.010408098,0.66019034,2.1835732,0.021814348,-0.20662685,0.41493946
118,-0.6076524,0.51425934,2.2098534,-0.015679965,-0.2736506,0.30526122
119,-0.34120184,0.6530757,2.1806982,-0.11708932,-0.2785776,0.5346522
120,-0.060306564,0.61063063,2.1830623,-0.04560558,-0.23225576,0.33424166
121,0.46651205,0.5593292,2.1066527,0.04089191,-0.28143466,0.42811698
122,0.13575493,0.68695235,2.1107826,0.031229526,-0.08361024,0.25415924
123,0.34945217,0.61471355,2.199617,0.038764976,-0.262469,0.27932167
124,-0.85,0.37938398,2.1273506,-0.018883478,-0.41942966,0.4752601
125,-0.37525278,0.590636,2.2281435,-0.11449386,-0.29608142,0.45215675
126,-0.37780985,0.60096335,2.0844731,0.009112823,-0.1130862,0.33959544
127,0.36448556,0.5899605,2.1820502,0.019934777,-0.11429764,0.37054724
128,-0.36385137,0.5851478,2.100264,0.001981203,-0.18225877,0.501447
129,-0.011342253,0.59962857,2.2587247,-0.05910429,-0.20926887,0.4830313
130,0.10441071,0.68170637,2.256608,-0.08172331,-0.22681926,0.599948
131,0.27063957,0.6303043,2.3095336,0.019362401,-0.16506083,0.38729763
132,0.70227265,0.45886743,2.095396,-0.09346375,-0.27491134,0.4480611
133,0.5274563,0.4945223,2.1061547,0.00027150667,-0.16638891,0.42165554
134,-0.041424584,0.68772244,2.3127701,-0.058893826,-0.2538414,0.3367577
135,-0.3536705,0.61252636,2.0830777,-0.02836098,-0.2378899,0.62091476
136,-0.047872,0.59642845,2.2757938,-0.0098884,-0.22153854,0.33455124
137,-0.21040148,0.6176188,2.210973,-0.02802192,-0.35941592,0.44670692
138,0.52000314,0.4999478,2.2909727,0.040450297,-0.22506584,0.22830985
139,-0.31676587,0.6266352,2.0553696,0.024125353,-0.24230607,0.25444362
140,0.4402126,0.51908517,2.0664382,0.016223064,-0.34138325,0.4380835
141,-0.71787053,0.44507918,2.0825055,0.006791239,-0.2569295,0.3300908
142,-0.0814494,0.6914833,2.133078,-0.10803103,-0.21872951,0.31606752
143,0.17963266,0.60399896,2.1222045,-0.0689398,-0.21640079,0.53558856
144,-0.006802708,0.7316571,2.181415,-0.07352437,-0.104821846,0.33012086
145,-0.30353466,0.57146144,2.0937119,0.007872487,-0.20763376,0.34256247
146,0.15032205,0.6751078,2.2114556,-0.109012865,-0.18054162,0.3427769
147,0.31246594,0.60230064,2.151784,0.013905304,-0.26272726,0.4819359
148,0.7591663,0.45122358,2.1480863,0.0028918614,-0.20667888,0.42362237
149,-0.20626332,0.6831522,2.0018518,0.036224633,-0.15288562,0.36354634
150,-0.026992539,0.6450537,2.2024693,-0.013063908,-0.15921839,0.3369879
151,-0.4236941,0.5783165,2.2819564,-0.07297609,-0.32886815,0.47393587
152,-0.1087002,0.61989963,2.1093388,-0.14541516,-0.23186603,0.4685864
153,-0.40295684,0.55691165,2.1839855,-0.0103949,-0.16437776,0.28807548
154,0.013537017,0.64563245,2.29329,0.0343429,-0.22748022,0.33464465
155,-0.54890853,0.5040371,2.307758,-0.15340239,-0.2653286,0.29455346
156,0.011883846,0.65035546,2.2277691,-0.042497735,-0.13518417,0.4237216
157,0.6867535,0.46268713,2.2706652,0.023666613,-0.25383246,0.27538595
158,0.08588953,0.64944154,2.2462635,0.00023078719,-0.3046109,0.3556836
159,-0.37970275,0.60728776,2.126864,0.055071484,-0.09308911,0.2733492
160,0.59189224,0.502617,2.1716764,0.038049094,-0.3198938,0.4320509
161,-0.1711195,0.6068572,2.2457626,0.05797631,-0.16100524,0.2861394
162,-0.01137212,0.67979723,2.250076,-0.10938615,-0.21153492,0.42829862
163,-0.5178905,0.5329808,2.1520243,-0.09014364,-0.29222918,0.37744415
164,-0.55160964,0.51844525,2.1268764,-0.05456028,-0.16565025,0.2531633
165,0.7227726,0.40170655,2.3055928,-0.08535288,-0.26803428,0.4836555
166,-0.61225104,0.51591843,2.1533809,0.005764435,-0.115319856,0.43443695
167,-0.24063276,0.6094184,2.2416508,-0.08079105,-0.24588653,0.34140018
168,-0.4909148,0.5560236,2.196136,-0.054196294,-0.13974565,0.4674773
169,0.018065367,0.68228245,2.068462,-0.007003067,-0.13352,0.40214795
170,0.45505947,0.51592183,2.2840283,0.03539537,-0.3023078,0.38800955
171,-0.44458604,0.5468483,2.2250178,-0.12643597,-0.16935226,0.36575565
172,0.6820931,0.456827,2.1568396,-0.0007611746,-0.19587387,0.2839687
173,-0.23186655,0.6440366,2.237684,0.020121405,-0.23955876,0.39198583
174,-0.62418824,0.47374475,2.1956525,-0.173474,-0.17853533,0.5004429
175,0.028560817,0.73430854,2.2863016,-0.0139896665,-0.24948257,0.27474126
176,0.5832121,0.5060517,2.0395057,-0.010517465,-0.23699725,0.41420382
177,-0.50969344,0.56248707,2.1023428,0.04647763,-0.17994416,0.3822562
178,-0.27312672,0.63226825,2.2090604,-0.04725187,-0.20454247,0.27892476
179,0.6296356,0.50946003,2.067064,-0.11216109,-0.17085654,0.40816963
180,-0.59336495,0.51971114,2.0557086,0.013731395,-0.24844496,0.27881455
181,-0.11014524,0.60631883,2.0961957,0.041875385,-0.20401148,0.38914323
182,0.14501429,0.6308135,2.1676755,0.030921444,-0.13161542,0.42274287
183,-0.01709368,0.644384,2.2009559,-0.06279344,-0.24628945,0.38301557
184,-0.5388301,0.5138189,2.1481023,0.06928866,-0.2299228,0.34824145
185,-0.10571125,0.62603533,2.2062614,-0.022037078,-0.2429344,0.3689425
186,0.71960884,0.44556594,2.1001446,-0.015454872,-0.20793654,0.49209356
187,0.3710363,0.5575576,2.2860453,-0.17001788,-0.23661126,0.3544309
188,-0.16294472,0.6073459,2.1793299,-0.041544985,-0.23128594,0.49077755
189,-0.034564313,0.75375605,2.0893817,-0.064301245,-0.18296212,0.34690145
190,0.75174546,0.43467492,2.2562673,0.00026302034,-0.21168397,0.41944563
191,-0.45445046,0.5538594,2.0522778,0.04873811,-0.22841187,0.42999545
192,-0.71783453,0.40763494,2.2771907,-0.06607292,-0.17388536,0.2595827
193,-0.3394403,0.66724086,2.1206594,-0.027586479,-0.23618498,0.45807326
