,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.01907089352607727,0.0006738617271184921,0.26774512603878964
posterior_sigma,0.026650190353393555,0.0005061804875731469,0.20000036507844932
posterior_beta3,0.7228951454162598,0.0075927948951721195,2.997865998744964
posterior_rho,0.014401674270629883,0.0014828085899353028,0.576398815959692
posterior_g1,0.06933680862591585,0.0020340341329574585,0.7979035913944243
posterior_g2,0.08689641952514648,0.0008465704321861267,0.33532605469226817
posterior_g3,0.07939040660858154,0.0009618493169546127,0.37787035703659044
posterior_g4,0.09295099973678589,0.0009943068027496338,0.38895832151174536
