,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.5111136119812727,0.004603675305843353,1.5789109066128728
posterior_sigma,0.034764766693115234,0.0015856371819972992,0.5699575781822206
posterior_beta3,3.500502586364746,0.037641913890838624,12.341157102584837
posterior_rho,0.006563365459442139,0.002910689115524292,0.9511807660572231
posterior_g1,0.09449514060809294,0.0011088883131742478,0.43237256407737723
posterior_g2,0.09902441501617432,0.0007111474871635437,0.27629488259553914
posterior_g3,0.1130901575088501,0.0006900989264249801,0.2724503710865973
posterior_g4,0.04392939805984497,0.0009391767531633377,0.3695244982838627
