,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.045922935009002686,0.0006095942854881287,0.24042633250355716
posterior_sigma,0.033297181129455566,0.00048437558114528657,0.19082302302122112
posterior_beta3,2.78890323638916,0.010565248727798461,4.077135694026945
posterior_rho,0.06671333312988281,0.0016230763494968414,0.6288141272962091
posterior_g1,0.012775503690978685,0.001988395303487778,0.7796450853347774
posterior_g2,0.13167142868041992,0.0008639389276504516,0.3371632993221283
posterior_g3,0.008569717407226562,0.0008766115456819534,0.3432415157556532
posterior_g4,0.061197757720947266,0.0010886197537183762,0.4289810374379158
